date,vessel_class,eua_carbon_price_eur_per_ton,avg_cii_rating,co2_emissions_tons_per_voyage,carbon_tax_cost_usd
2024-06-25,Handysize,73.6,B,541.33,12908.77
2024-06-25,Supramax,73.6,C,860.68,27365.49
2024-06-25,Panamax,73.6,C,1113.59,44258.52
2024-06-25,Capesize,73.6,E,2110.1,100636.58
2024-06-26,Handysize,71.91,A,563.25,13123.07
2024-06-26,Supramax,71.91,A,835.19,25945.28
2024-06-26,Panamax,71.91,D,1202.5,46694.76
2024-06-26,Capesize,71.91,A,2045.82,95330.47
2024-06-27,Handysize,69.78,C,567.8,12837.23
2024-06-27,Supramax,69.78,A,793.64,23924.25
2024-06-27,Panamax,69.78,B,1118.49,42146.05
2024-06-27,Capesize,69.78,C,2127.68,96208.24
2024-06-28,Handysize,68.32,B,528.25,11693.17
2024-06-28,Supramax,68.32,B,805.97,23787.59
2024-06-28,Panamax,68.32,C,1130.97,41724.65
2024-06-28,Capesize,68.32,C,2176.19,96342.89
2024-07-01,Handysize,69.6,D,550.48,12413.54
2024-07-01,Supramax,69.6,C,824.29,24784.09
2024-07-01,Panamax,69.6,A,1102.21,41425.46
2024-07-01,Capesize,69.6,E,2092.78,94386.05
2024-07-02,Handysize,69.87,C,533.96,12087.72
2024-07-02,Supramax,69.87,C,827.08,24964.45
2024-07-02,Panamax,69.87,C,1182.73,44624.17
2024-07-02,Capesize,69.87,E,2125.65,96240.42
2024-07-03,Handysize,69.94,B,532.65,12070.15
2024-07-03,Supramax,69.94,D,823.02,24866.79
2024-07-03,Panamax,69.94,D,1200.96,45357.38
2024-07-03,Capesize,69.94,B,2044.99,92681.24
2024-07-04,Handysize,69.32,B,551.62,12389.21
2024-07-04,Supramax,69.32,D,799.24,23934.23
2024-07-04,Panamax,69.32,C,1093.35,40927.15
2024-07-04,Capesize,69.32,B,2049.48,92061.33
2024-07-05,Handysize,67.43,B,546.29,11934.97
2024-07-05,Supramax,67.43,A,830.22,24184.11
2024-07-05,Panamax,67.43,E,1188.47,43274.81
2024-07-05,Capesize,67.43,B,2037.85,89043.12
2024-07-08,Handysize,67.05,A,537.03,11666.55
2024-07-08,Supramax,67.05,B,801.52,23216.51
2024-07-08,Panamax,67.05,B,1174.78,42535.26
2024-07-08,Capesize,67.05,C,2148.84,93363.66
2024-07-09,Handysize,65.16,A,534.62,11286.81
2024-07-09,Supramax,65.16,C,858.05,24153.35
2024-07-09,Panamax,65.16,C,1148.58,40414.4
2024-07-09,Capesize,65.16,C,2146.65,90639.46
2024-07-10,Handysize,64.32,D,528.65,11016.9
2024-07-10,Supramax,64.32,D,826.91,22976.72
2024-07-10,Panamax,64.32,D,1099.31,38182.11
2024-07-10,Capesize,64.32,B,2098.08,87446.63
2024-07-11,Handysize,63.75,B,551.15,11384.0
2024-07-11,Supramax,63.75,A,792.1,21814.43
2024-07-11,Panamax,63.75,C,1154.87,39756.4
2024-07-11,Capesize,63.75,D,2126.18,87832.5
2024-07-12,Handysize,62.31,B,562.67,11359.43
2024-07-12,Supramax,62.31,D,822.17,22131.11
2024-07-12,Panamax,62.31,C,1119.65,37673.31
2024-07-12,Capesize,62.31,B,2108.94,85152.42
2024-07-15,Handysize,60.77,C,524.89,10334.81
2024-07-15,Supramax,60.77,D,846.53,22223.65
2024-07-15,Panamax,60.77,C,1112.16,36496.42
2024-07-15,Capesize,60.77,E,2136.91,84149.29
2024-07-16,Handysize,62.85,A,565.89,11523.44
2024-07-16,Supramax,62.85,E,850.41,23089.65
2024-07-16,Panamax,62.85,A,1103.06,37436.75
2024-07-16,Capesize,62.85,E,1995.63,81275.62
2024-07-17,Handysize,64.9,E,556.69,11705.85
2024-07-17,Supramax,64.9,B,790.76,22170.38
2024-07-17,Panamax,64.9,A,1133.33,39718.68
2024-07-17,Capesize,64.9,D,2122.36,89256.27
2024-07-18,Handysize,64.28,A,536.92,11182.28
2024-07-18,Supramax,64.28,D,818.9,22740.0
2024-07-18,Panamax,64.28,C,1108.32,38471.12
2024-07-18,Capesize,64.28,C,2169.85,90381.72
2024-07-19,Handysize,63.08,A,549.99,11240.65
2024-07-19,Supramax,63.08,C,802.42,21866.39
2024-07-19,Panamax,63.08,B,1117.72,38073.12
2024-07-19,Capesize,63.08,A,2180.5,89129.77
2024-07-22,Handysize,62.65,A,529.39,10745.88
2024-07-22,Supramax,62.65,C,803.63,21750.09
2024-07-22,Panamax,62.65,B,1157.94,39174.27
2024-07-22,Capesize,62.65,E,2073.72,84187.23
2024-07-23,Handysize,64.09,C,561.22,11653.82
2024-07-23,Supramax,64.09,C,782.26,21658.34
2024-07-23,Panamax,64.09,D,1174.51,40648.15
2024-07-23,Capesize,64.09,A,2026.31,84153.3
2024-07-24,Handysize,62.77,C,541.95,11021.9
2024-07-24,Supramax,62.77,B,832.24,22567.55
2024-07-24,Panamax,62.77,C,1112.43,37706.7
2024-07-24,Capesize,62.77,B,2081.52,84665.74
2024-07-25,Handysize,61.83,A,523.11,10479.42
2024-07-25,Supramax,61.83,C,801.24,21401.57
2024-07-25,Panamax,61.83,C,1134.65,37883.92
2024-07-25,Capesize,61.83,B,2188.05,87666.06
2024-07-26,Handysize,63.6,A,562.14,11583.68
2024-07-26,Supramax,63.6,C,849.62,23343.48
2024-07-26,Panamax,63.6,C,1148.18,39433.09
2024-07-26,Capesize,63.6,C,2017.75,83157.13
2024-07-29,Handysize,65.4,E,542.44,11494.09
2024-07-29,Supramax,65.4,E,834.12,23566.23
2024-07-29,Panamax,65.4,B,1185.93,41882.3
2024-07-29,Capesize,65.4,E,2195.4,93039.3
2024-07-30,Handysize,66.89,E,572.07,12398.11
2024-07-30,Supramax,66.89,C,839.31,24253.1
2024-07-30,Panamax,66.89,D,1155.56,41739.52
2024-07-30,Capesize,66.89,D,2144.06,92933.68
2024-07-31,Handysize,66.66,D,555.57,11999.11
2024-07-31,Supramax,66.66,B,814.12,23444.31
2024-07-31,Panamax,66.66,B,1134.2,40827.12
2024-07-31,Capesize,66.66,B,2040.99,88161.95
2024-08-01,Handysize,65.54,C,535.69,11375.36
2024-08-01,Supramax,65.54,C,844.58,23912.83
2024-08-01,Panamax,65.54,C,1093.57,38703.19
2024-08-01,Capesize,65.54,C,2091.92,88843.68
2024-08-02,Handysize,67.09,D,534.54,11619.38
2024-08-02,Supramax,67.09,A,784.9,22748.66
2024-08-02,Panamax,67.09,C,1192.38,43198.26
2024-08-02,Capesize,67.09,C,2076.01,90253.12
2024-08-05,Handysize,66.69,B,570.11,12318.69
2024-08-05,Supramax,66.69,B,845.17,24349.42
2024-08-05,Panamax,66.69,C,1111.6,40031.61
2024-08-05,Capesize,66.69,B,2058.7,88966.97
2024-08-06,Handysize,67.89,C,539.78,11873.2
2024-08-06,Supramax,67.89,C,822.18,24113.29
2024-08-06,Panamax,67.89,A,1132.13,41504.57
2024-08-06,Capesize,67.89,D,2142.39,94249.56
2024-08-07,Handysize,67.35,C,529.51,11554.65
2024-08-07,Supramax,67.35,D,807.9,23506.01
2024-08-07,Panamax,67.35,B,1127.77,41015.87
2024-08-07,Capesize,67.35,A,2011.09,87769.6
2024-08-08,Handysize,66.85,C,542.72,11754.99
2024-08-08,Supramax,66.85,B,854.78,24685.36
2024-08-08,Panamax,66.85,D,1140.26,41162.25
2024-08-08,Capesize,66.85,B,2062.68,89352.82
2024-08-09,Handysize,67.6,D,568.59,12453.49
2024-08-09,Supramax,67.6,C,822.78,24027.81
2024-08-09,Panamax,67.6,C,1137.21,41512.71
2024-08-09,Capesize,67.6,B,2049.5,89777.94
2024-08-12,Handysize,67.38,C,548.93,11983.76
2024-08-12,Supramax,67.38,B,834.75,24298.04
2024-08-12,Panamax,67.38,A,1106.88,40274.05
2024-08-12,Capesize,67.38,C,2037.68,88969.67
2024-08-13,Handysize,68.77,C,556.28,12394.74
2024-08-13,Supramax,68.77,A,820.95,24389.31
2024-08-13,Panamax,68.77,C,1115.45,41423.13
2024-08-13,Capesize,68.77,D,2005.05,89350.96
2024-08-14,Handysize,67.23,C,524.03,11414.69
2024-08-14,Supramax,67.23,A,799.47,23219.3
2024-08-14,Panamax,67.23,D,1163.96,42256.64
2024-08-14,Capesize,67.23,B,2075.15,90403.99
2024-08-15,Handysize,66.69,B,538.2,11629.19
2024-08-15,Supramax,66.69,B,838.12,24146.3
2024-08-15,Panamax,66.69,B,1125.54,40533.62
2024-08-15,Capesize,66.69,B,2009.3,86832.14
2024-08-16,Handysize,65.04,D,535.8,11290.89
2024-08-16,Supramax,65.04,C,817.85,22979.36
2024-08-16,Panamax,65.04,C,1163.35,40858.71
2024-08-16,Capesize,65.04,B,2182.17,91969.56
2024-08-19,Handysize,65.38,C,559.61,11854.29
2024-08-19,Supramax,65.38,A,805.61,22753.78
2024-08-19,Panamax,65.38,C,1187.41,41921.75
2024-08-19,Capesize,65.38,C,2143.07,90793.82
2024-08-20,Handysize,65.48,E,567.84,12047.02
2024-08-20,Supramax,65.48,A,852.96,24127.99
2024-08-20,Panamax,65.48,C,1159.63,41003.59
2024-08-20,Capesize,65.48,B,2017.82,85618.2
2024-08-21,Handysize,65.41,E,534.43,11326.09
2024-08-21,Supramax,65.41,B,845.26,23884.61
2024-08-21,Panamax,65.41,C,1157.25,40875.69
2024-08-21,Capesize,65.41,D,2029.48,86020.89
2024-08-22,Handysize,64.4,B,553.41,11547.23
2024-08-22,Supramax,64.4,B,842.57,23440.97
2024-08-22,Panamax,64.4,A,1129.6,39282.97
2024-08-22,Capesize,64.4,B,2019.22,84264.47
2024-08-23,Handysize,63.83,C,563.86,11661.14
2024-08-23,Supramax,63.83,C,809.58,22323.81
2024-08-23,Panamax,63.83,B,1100.5,37932.25
2024-08-23,Capesize,63.83,C,2128.39,88034.13
2024-08-26,Handysize,65.92,C,533.66,11397.95
2024-08-26,Supramax,65.92,C,827.15,23555.11
2024-08-26,Panamax,65.92,D,1136.98,40472.85
2024-08-26,Capesize,65.92,B,2158.56,92205.39
2024-08-27,Handysize,65.84,A,551.28,11759.99
2024-08-27,Supramax,65.84,B,804.15,22872.34
2024-08-27,Panamax,65.84,C,1146.65,40767.54
2024-08-27,Capesize,65.84,B,2001.73,85402.45
2024-08-28,Handysize,66.44,B,567.4,12214.17
2024-08-28,Supramax,66.44,C,783.92,22500.13
2024-08-28,Panamax,66.44,D,1105.0,39644.75
2024-08-28,Capesize,66.44,B,2157.29,92878.07
2024-08-29,Handysize,65.56,C,561.18,11920.27
2024-08-29,Supramax,65.56,D,820.1,23226.81
2024-08-29,Panamax,65.56,B,1130.57,40024.89
2024-08-29,Capesize,65.56,C,2193.37,93180.67
2024-08-30,Handysize,65.74,C,556.48,11852.89
2024-08-30,Supramax,65.74,B,838.19,23804.33
2024-08-30,Panamax,65.74,B,1194.6,42407.82
2024-08-30,Capesize,65.74,C,2139.94,91160.42
2024-09-02,Handysize,64.59,C,558.91,11696.4
2024-09-02,Supramax,64.59,B,848.72,23681.73
2024-09-02,Panamax,64.59,A,1144.89,39932.16
2024-09-02,Capesize,64.59,A,2188.17,91584.37
2024-09-03,Handysize,66.08,A,551.33,11803.93
2024-09-03,Supramax,66.08,C,795.47,22707.93
2024-09-03,Panamax,66.08,C,1181.46,42158.27
2024-09-03,Capesize,66.08,D,2104.79,90126.77
2024-09-04,Handysize,66.7,D,562.58,12157.8
2024-09-04,Supramax,66.7,C,853.01,24578.97
2024-09-04,Panamax,66.7,A,1114.62,40146.38
2024-09-04,Capesize,66.7,D,2117.15,91506.61
2024-09-05,Handysize,67.4,C,557.61,12176.86
2024-09-05,Supramax,67.4,C,851.43,24790.92
2024-09-05,Panamax,67.4,C,1180.0,42947.28
2024-09-05,Capesize,67.4,B,2099.34,91689.09
2024-09-06,Handysize,67.98,B,552.42,12167.34
2024-09-06,Supramax,67.98,B,837.23,24587.23
2024-09-06,Panamax,67.98,B,1103.89,40522.92
2024-09-06,Capesize,67.98,E,2160.47,95170.95
2024-09-09,Handysize,68.62,C,567.02,12606.49
2024-09-09,Supramax,68.62,D,787.46,23343.34
2024-09-09,Panamax,68.62,A,1097.43,40665.05
2024-09-09,Capesize,68.62,D,2152.13,95696.1
2024-09-10,Handysize,68.26,D,569.12,12586.79
2024-09-10,Supramax,68.26,A,814.85,24028.56
2024-09-10,Panamax,68.26,D,1122.39,41371.74
2024-09-10,Capesize,68.26,C,2039.53,90213.47
2024-09-11,Handysize,68.88,A,528.28,11789.69
2024-09-11,Supramax,68.88,B,829.37,24678.87
2024-09-11,Panamax,68.88,D,1184.87,44071.48
2024-09-11,Capesize,68.88,C,2098.57,93668.08
2024-09-12,Handysize,69.03,B,524.35,11727.47
2024-09-12,Supramax,69.03,C,793.36,23658.76
2024-09-12,Panamax,69.03,C,1122.07,41826.51
2024-09-12,Capesize,69.03,D,2029.68,90790.51
2024-09-13,Handysize,68.56,C,573.2,12732.74
2024-09-13,Supramax,68.56,D,848.32,25125.47
2024-09-13,Panamax,68.56,D,1106.1,40950.48
2024-09-13,Capesize,68.56,C,2121.94,94271.17
2024-09-16,Handysize,68.92,C,522.79,11673.94
2024-09-16,Supramax,68.92,B,782.35,23293.25
2024-09-16,Panamax,68.92,C,1163.36,43296.54
2024-09-16,Capesize,68.92,C,2184.12,97543.15
2024-09-17,Handysize,68.18,D,534.15,11799.54
2024-09-17,Supramax,68.18,A,779.91,22971.28
2024-09-17,Panamax,68.18,E,1110.64,40890.66
2024-09-17,Capesize,68.18,B,2001.95,88447.43
2024-09-18,Handysize,69.19,D,537.42,12047.65
2024-09-18,Supramax,69.19,C,855.3,25564.99
2024-09-18,Panamax,69.19,C,1182.69,44188.37
2024-09-18,Capesize,69.19,B,2029.96,91013.5
2024-09-19,Handysize,68.95,D,534.99,11951.57
2024-09-19,Supramax,68.95,B,814.04,24247.32
2024-09-19,Panamax,68.95,C,1110.79,41358.04
2024-09-19,Capesize,68.95,A,2172.95,97086.54
2024-09-20,Handysize,68.89,A,538.59,12021.52
2024-09-20,Supramax,68.89,D,835.47,24863.99
2024-09-20,Panamax,68.89,B,1188.62,44217.38
2024-09-20,Capesize,68.89,C,2194.9,97981.92
2024-09-23,Handysize,68.22,B,572.91,12663.19
2024-09-23,Supramax,68.22,A,815.96,24047.19
2024-09-23,Panamax,68.22,D,1129.59,41612.74
2024-09-23,Capesize,68.22,B,2112.9,93404.04
2024-09-24,Handysize,68.59,B,556.78,12373.41
2024-09-24,Supramax,68.59,A,857.2,25399.59
2024-09-24,Panamax,68.59,B,1205.66,44655.96
2024-09-24,Capesize,68.59,E,2107.74,93681.29
2024-09-25,Handysize,68.12,B,530.25,11703.08
2024-09-25,Supramax,68.12,B,843.62,24825.91
2024-09-25,Panamax,68.12,A,1121.02,41236.5
2024-09-25,Capesize,68.12,A,2160.58,95371.8
2024-09-26,Handysize,67.53,C,544.05,11903.66
2024-09-26,Supramax,67.53,E,794.65,23182.29
2024-09-26,Panamax,67.53,C,1166.6,42541.47
2024-09-26,Capesize,67.53,C,2195.58,96077.35
2024-09-27,Handysize,67.93,C,561.2,12351.63
2024-09-27,Supramax,67.93,B,825.34,24220.23
2024-09-27,Panamax,67.93,D,1181.95,43356.53
2024-09-27,Capesize,67.93,A,2135.69,94010.17
2024-09-30,Handysize,68.01,B,531.65,11715.04
2024-09-30,Supramax,68.01,C,839.55,24666.25
2024-09-30,Panamax,68.01,A,1187.28,43603.33
2024-09-30,Capesize,68.01,A,2078.71,91609.75
2024-10-01,Handysize,66.74,D,529.64,11452.81
2024-10-01,Supramax,66.74,D,789.44,22760.88
2024-10-01,Panamax,66.74,D,1171.23,42210.66
2024-10-01,Capesize,66.74,B,2103.11,90954.29
2024-10-02,Handysize,66.96,B,571.49,12398.5
2024-10-02,Supramax,66.96,C,834.7,24145.13
2024-10-02,Panamax,66.96,D,1164.11,42092.36
2024-10-02,Capesize,66.96,B,2126.27,92259.03
2024-10-03,Handysize,64.64,A,573.35,12007.88
2024-10-03,Supramax,64.64,B,815.76,22779.67
2024-10-03,Panamax,64.64,B,1135.12,39622.04
2024-10-03,Capesize,64.64,B,2084.61,87317.48
2024-10-04,Handysize,64.59,A,574.85,12029.98
2024-10-04,Supramax,64.59,A,810.14,22605.24
2024-10-04,Panamax,64.59,C,1196.9,41746.2
2024-10-04,Capesize,64.59,A,2197.95,91993.7
2024-10-07,Handysize,63.24,B,523.72,10730.9
2024-10-07,Supramax,63.24,A,855.59,23374.45
2024-10-07,Panamax,63.24,C,1142.85,39027.87
2024-10-07,Capesize,63.24,D,2046.94,83882.62
2024-10-08,Handysize,64.63,B,532.09,11142.03
2024-10-08,Supramax,64.63,D,852.6,23804.73
2024-10-08,Panamax,64.63,E,1159.92,40481.44
2024-10-08,Capesize,64.63,A,2051.55,85919.41
2024-10-09,Handysize,64.87,B,540.54,11361.0
2024-10-09,Supramax,64.87,B,853.26,23911.62
2024-10-09,Panamax,64.87,D,1166.02,40845.45
2024-10-09,Capesize,64.87,B,2012.01,84576.37
2024-10-10,Handysize,66.09,C,558.3,11954.97
2024-10-10,Supramax,66.09,C,790.09,22557.76
2024-10-10,Panamax,66.09,D,1109.89,39610.42
2024-10-10,Capesize,66.09,C,2091.29,89562.25
2024-10-11,Handysize,66.94,B,534.13,11584.51
2024-10-11,Supramax,66.94,B,825.65,23876.21
2024-10-11,Panamax,66.94,B,1126.03,40703.28
2024-10-11,Capesize,66.94,B,2023.35,87767.1
2024-10-14,Handysize,67.24,C,535.73,11671.29
2024-10-14,Supramax,67.24,B,825.88,23989.9
2024-10-14,Panamax,67.24,A,1183.4,42968.78
2024-10-14,Capesize,67.24,C,2175.12,94773.28
2024-10-15,Handysize,69.56,D,525.32,11839.37
2024-10-15,Supramax,69.56,C,803.14,24134.29
2024-10-15,Panamax,69.56,D,1133.87,42590.88
2024-10-15,Capesize,69.56,C,2053.49,92560.82
2024-10-16,Handysize,67.34,B,549.5,11989.08
2024-10-16,Supramax,67.34,B,807.26,23483.9
2024-10-16,Panamax,67.34,B,1095.67,39842.51
2024-10-16,Capesize,67.34,B,2109.21,92038.16
2024-10-17,Handysize,68.84,D,549.36,12253.01
2024-10-17,Supramax,68.84,D,825.13,24538.44
2024-10-17,Panamax,68.84,B,1118.54,41580.16
2024-10-17,Capesize,68.84,A,2184.68,97454.9
2024-10-18,Handysize,68.61,C,539.69,11997.11
2024-10-18,Supramax,68.61,C,782.98,23207.15
2024-10-18,Panamax,68.61,C,1133.93,42011.43
2024-10-18,Capesize,68.61,C,2203.37,97960.24
2024-10-21,Handysize,68.03,C,562.93,12407.95
2024-10-21,Supramax,68.03,B,858.22,25222.19
2024-10-21,Panamax,68.03,B,1105.36,40606.73
2024-10-21,Capesize,68.03,D,2060.7,90842.74
2024-10-22,Handysize,68.3,D,542.49,12004.87
2024-10-22,Supramax,68.3,D,860.97,25403.44
2024-10-22,Panamax,68.3,A,1161.37,42833.65
2024-10-22,Capesize,68.3,C,2054.31,90920.47
2024-10-23,Handysize,69.15,D,564.14,12639.33
2024-10-23,Supramax,69.15,B,852.05,25453.12
2024-10-23,Panamax,69.15,C,1162.36,43403.68
2024-10-23,Capesize,69.15,B,2047.62,91752.21
2024-10-24,Handysize,71.38,C,550.44,12730.09
2024-10-24,Supramax,71.38,B,809.4,24958.79
2024-10-24,Panamax,71.38,C,1144.61,44119.22
2024-10-24,Capesize,71.38,C,2117.35,97936.42
2024-10-25,Handysize,69.11,E,538.55,12059.02
2024-10-25,Supramax,69.11,C,805.73,24055.49
2024-10-25,Panamax,69.11,B,1147.7,42831.48
2024-10-25,Capesize,69.11,E,2185.13,97857.29
2024-10-28,Handysize,69.84,A,556.32,12588.5
2024-10-28,Supramax,69.84,E,853.98,25765.33
2024-10-28,Panamax,69.84,D,1135.02,42805.69
2024-10-28,Capesize,69.84,C,2047.63,92668.2
2024-10-29,Handysize,69.19,E,541.91,12148.3
2024-10-29,Supramax,69.19,D,780.45,23327.71
2024-10-29,Panamax,69.19,A,1104.83,41279.32
2024-10-29,Capesize,69.19,E,2133.03,95634.66
2024-10-30,Handysize,69.68,C,539.17,12172.47
2024-10-30,Supramax,69.68,E,815.64,24552.2
2024-10-30,Panamax,69.68,A,1169.35,43999.37
2024-10-30,Capesize,69.68,C,2044.52,92315.48
2024-10-31,Handysize,70.48,C,552.7,12621.19
2024-10-31,Supramax,70.48,E,832.22,25338.9
2024-10-31,Panamax,70.48,C,1192.54,45387.12
2024-10-31,Capesize,70.48,C,2133.95,97459.72
2024-11-01,Handysize,68.81,C,569.79,12703.15
2024-11-01,Supramax,68.81,B,856.39,25456.98
2024-11-01,Panamax,68.81,C,1193.21,44336.58
2024-11-01,Capesize,68.81,C,2078.81,92691.81
2024-11-04,Handysize,68.88,D,523.01,11672.08
2024-11-04,Supramax,68.88,C,793.8,23620.44
2024-11-04,Panamax,68.88,B,1151.19,42818.74
2024-11-04,Capesize,68.88,C,2014.96,89936.21
2024-11-05,Handysize,68.95,D,540.1,12065.73
2024-11-05,Supramax,68.95,C,820.9,24451.66
2024-11-05,Panamax,68.95,D,1192.81,44411.89
2024-11-05,Capesize,68.95,B,2144.94,95835.06
2024-11-06,Handysize,69.74,E,535.46,12099.13
2024-11-06,Supramax,69.74,C,847.64,25537.43
2024-11-06,Panamax,69.74,D,1199.65,45178.34
2024-11-06,Capesize,69.74,E,2157.11,97483.08
2024-11-07,Handysize,67.91,E,576.68,12688.6
2024-11-07,Supramax,67.91,A,799.99,23469.4
2024-11-07,Panamax,67.91,D,1110.22,40713.32
2024-11-07,Capesize,67.91,C,2131.31,93789.75
2024-11-08,Handysize,66.32,A,545.62,11724.11
2024-11-08,Supramax,66.32,A,833.42,23877.68
2024-11-08,Panamax,66.32,C,1108.94,39714.25
2024-11-08,Capesize,66.32,B,2171.48,93320.13
2024-11-11,Handysize,66.85,C,548.32,11876.28
2024-11-11,Supramax,66.85,D,857.44,24762.18
2024-11-11,Panamax,66.85,B,1182.87,42700.42
2024-11-11,Capesize,66.85,B,2164.19,93750.11
2024-11-12,Handysize,65.53,C,546.44,11601.86
2024-11-12,Supramax,65.53,C,780.34,22090.61
2024-11-12,Panamax,65.53,D,1180.81,41784.38
2024-11-12,Capesize,65.53,C,2151.88,91376.23
2024-11-13,Handysize,65.06,A,526.34,11094.95
2024-11-13,Supramax,65.06,B,835.3,23476.87
2024-11-13,Panamax,65.06,B,1107.66,38914.75
2024-11-13,Capesize,65.06,D,2054.99,86636.08
2024-11-14,Handysize,65.57,C,535.49,11376.31
2024-11-14,Supramax,65.57,C,859.95,24359.15
2024-11-14,Panamax,65.57,C,1147.48,40629.74
2024-11-14,Capesize,65.57,D,2035.05,86467.97
2024-11-15,Handysize,65.79,B,526.17,11215.82
2024-11-15,Supramax,65.79,B,805.67,22898.17
2024-11-15,Panamax,65.79,A,1133.15,40256.97
2024-11-15,Capesize,65.79,D,2147.59,91555.89
2024-11-18,Handysize,66.5,C,539.72,11628.81
2024-11-18,Supramax,66.5,D,836.93,24043.33
2024-11-18,Panamax,66.5,B,1154.93,41473.54
2024-11-18,Capesize,66.5,C,2200.53,94825.24
2024-11-19,Handysize,66.17,B,569.29,12205.05
2024-11-19,Supramax,66.17,C,789.76,22575.64
2024-11-19,Panamax,66.17,A,1205.13,43061.46
2024-11-19,Capesize,66.17,E,2186.42,93749.67
2024-11-20,Handysize,67.31,B,554.91,12101.72
2024-11-20,Supramax,67.31,A,843.81,24536.24
2024-11-20,Panamax,67.31,B,1116.45,40580.05
2024-11-20,Capesize,67.31,D,2041.77,89055.64
2024-11-21,Handysize,68.08,D,550.31,12138.69
2024-11-21,Supramax,68.08,C,808.38,23774.91
2024-11-21,Panamax,68.08,B,1205.56,44320.24
2024-11-21,Capesize,68.08,B,1995.05,88013.31
2024-11-22,Handysize,68.04,C,535.62,11807.72
2024-11-22,Supramax,68.04,A,804.3,23641.02
2024-11-22,Panamax,68.04,C,1114.37,40943.74
2024-11-22,Capesize,68.04,B,2108.18,92949.49
2024-11-25,Handysize,68.29,D,534.09,11817.25
2024-11-25,Supramax,68.29,D,846.76,24980.5
2024-11-25,Panamax,68.29,B,1163.87,42919.57
2024-11-25,Capesize,68.29,D,2054.78,90927.96
2024-11-26,Handysize,67.97,C,528.76,11644.5
2024-11-26,Supramax,67.97,A,821.15,24111.46
2024-11-26,Panamax,67.97,B,1112.37,40828.21
2024-11-26,Capesize,67.97,C,2007.12,88402.72
2024-11-27,Handysize,67.25,C,551.15,12009.01
2024-11-27,Supramax,67.25,C,860.38,24995.76
2024-11-27,Panamax,67.25,B,1202.76,43678.23
2024-11-27,Capesize,67.25,B,2162.08,94219.12
2024-11-28,Handysize,66.54,A,524.24,11302.07
2024-11-28,Supramax,66.54,A,833.15,23949.13
2024-11-28,Panamax,66.54,C,1176.61,42277.48
2024-11-28,Capesize,66.54,C,2010.28,86679.09
2024-11-29,Handysize,67.97,C,561.28,12360.67
2024-11-29,Supramax,67.97,D,859.02,25223.44
2024-11-29,Panamax,67.97,C,1093.46,40134.14
2024-11-29,Capesize,67.97,B,2151.81,94775.52
2024-12-02,Handysize,69.97,E,536.76,12168.5
2024-12-02,Supramax,69.97,A,805.08,24335.19
2024-12-02,Panamax,69.97,C,1183.12,44702.77
2024-12-02,Capesize,69.97,B,2177.83,98744.03
2024-12-03,Handysize,71.87,C,537.67,12520.12
2024-12-03,Supramax,71.87,A,815.06,25305.85
2024-12-03,Panamax,71.87,C,1188.59,46128.94
2024-12-03,Capesize,71.87,A,2021.15,94128.51
2024-12-04,Handysize,70.59,D,538.38,12313.38
2024-12-04,Supramax,70.59,E,782.01,23847.3
2024-12-04,Panamax,70.59,C,1184.93,45167.87
2024-12-04,Capesize,70.59,C,2009.87,91936.12
2024-12-05,Handysize,70.29,B,542.54,12355.78
2024-12-05,Supramax,70.29,B,848.71,25771.32
2024-12-05,Panamax,70.29,D,1189.54,45150.89
2024-12-05,Capesize,70.29,C,2062.52,93943.5
2024-12-06,Handysize,69.33,C,535.81,12035.86
2024-12-06,Supramax,69.33,E,852.35,25528.36
2024-12-06,Panamax,69.33,C,1144.21,42837.16
2024-12-06,Capesize,69.33,A,2191.79,98468.01
2024-12-09,Handysize,70.36,B,566.78,12920.68
2024-12-09,Supramax,70.36,C,792.55,24089.97
2024-12-09,Panamax,70.36,C,1120.06,42556.01
2024-12-09,Capesize,70.36,C,1996.92,91046.13
2024-12-10,Handysize,69.2,B,546.13,12244.67
2024-12-10,Supramax,69.2,C,792.04,23677.56
2024-12-10,Panamax,69.2,B,1112.96,41589.09
2024-12-10,Capesize,69.2,C,2125.04,95290.19
2024-12-11,Handysize,68.09,C,553.82,12217.91
2024-12-11,Supramax,68.09,A,857.54,25224.44
2024-12-11,Panamax,68.09,A,1113.76,40951.4
2024-12-11,Capesize,68.09,C,2190.62,96655.24
2024-12-12,Handysize,68.69,C,560.46,12473.35
2024-12-12,Supramax,68.69,A,811.83,24090.31
2024-12-12,Panamax,68.69,A,1104.58,40971.74
2024-12-12,Capesize,68.69,D,2120.08,94367.14
2024-12-13,Handysize,68.81,A,548.87,12236.75
2024-12-13,Supramax,68.81,E,805.28,23937.69
2024-12-13,Panamax,68.81,D,1100.09,40876.48
2024-12-13,Capesize,68.81,C,2153.35,96015.46
2024-12-16,Handysize,68.01,A,525.65,11582.82
2024-12-16,Supramax,68.01,A,859.04,25238.87
2024-12-16,Panamax,68.01,B,1109.48,40746.1
2024-12-16,Capesize,68.01,A,2074.93,91443.16
2024-12-17,Handysize,67.78,A,571.48,12550.11
2024-12-17,Supramax,67.78,B,796.28,23315.84
2024-12-17,Panamax,67.78,C,1175.35,43019.22
2024-12-17,Capesize,67.78,C,2024.33,88911.49
2024-12-18,Handysize,68.15,D,532.56,11759.24
2024-12-18,Supramax,68.15,C,842.06,24790.92
