date,currency_pair,exchange_rate,daily_change_pct
2026-05-22,USD/INR,91.0041,0.06
2026-05-25,USD/INR,91.2199,0.24
2026-05-26,USD/INR,91.2063,-0.01
2026-05-27,USD/INR,91.2141,0.01
2026-05-28,USD/INR,91.1858,-0.03
2026-05-29,USD/INR,91.1268,-0.06
2026-06-01,USD/INR,91.1753,0.05
2026-06-02,USD/INR,91.033,-0.16
2026-06-03,USD/INR,91.1297,0.11
2026-06-04,USD/INR,91.2146,0.09
2026-06-05,USD/INR,91.1415,-0.08
2026-06-08,USD/INR,91.1071,-0.04
2026-06-09,USD/INR,91.2898,0.2
2026-06-10,USD/INR,91.6319,0.37
2026-06-11,USD/INR,91.9066,0.3
2026-06-12,USD/INR,91.9699,0.07
2026-06-15,USD/INR,91.8653,-0.11
2026-06-16,USD/INR,91.8717,0.01
2026-06-17,USD/INR,91.548,-0.35
2026-06-18,USD/INR,91.4166,-0.14
2026-06-19,USD/INR,91.5149,0.11
2026-06-22,USD/INR,91.4901,-0.03
2026-06-23,USD/INR,91.2724,-0.24
2026-06-24,USD/INR,91.2275,-0.05
2026-06-25,USD/INR,91.3843,0.17
2026-06-26,USD/INR,91.1756,-0.23
2026-06-29,USD/INR,91.2376,0.07
2026-06-30,USD/INR,91.2267,-0.01
2026-07-01,USD/INR,91.3089,0.09
2026-07-02,USD/INR,91.7134,0.44
2026-07-03,USD/INR,91.8017,0.1
2026-07-06,USD/INR,91.7219,-0.09
2026-07-07,USD/INR,91.5692,-0.17
2026-07-08,USD/INR,91.311,-0.28
2026-07-09,USD/INR,91.1426,-0.18
2026-07-10,USD/INR,91.2938,0.17
2026-07-13,USD/INR,91.0931,-0.22
2026-07-14,USD/INR,91.0257,-0.07
2026-07-15,USD/INR,90.8088,-0.24
2026-07-16,USD/INR,90.7319,-0.08
2026-07-17,USD/INR,90.6384,-0.1
2026-07-20,USD/INR,90.6193,-0.02
2026-07-21,USD/INR,90.7154,0.11
2026-07-22,USD/INR,90.949,0.26
2026-07-23,USD/INR,90.6857,-0.29
2026-07-24,USD/INR,90.6556,-0.03
2026-07-27,USD/INR,90.6296,-0.03
2026-07-28,USD/INR,90.4392,-0.21
2026-07-29,USD/INR,90.371,-0.08
2026-07-30,USD/INR,90.466,0.11
2026-07-31,USD/INR,90.4144,-0.06
2026-08-03,USD/INR,90.5193,0.12
2026-08-04,USD/INR,90.5284,0.01
2026-08-05,USD/INR,90.6455,0.13
2026-08-06,USD/INR,91.0912,0.49
2026-08-07,USD/INR,91.2989,0.23
2026-08-10,USD/INR,91.3011,0.0
2026-08-11,USD/INR,91.0034,-0.33
2026-08-12,USD/INR,90.9397,-0.07
2026-08-13,USD/INR,91.1157,0.19
2026-08-14,USD/INR,91.459,0.38
2026-08-17,USD/INR,91.4287,-0.03
2026-08-18,USD/INR,91.4101,-0.02
2026-08-19,USD/INR,91.3863,-0.03
2026-08-20,USD/INR,91.2251,-0.18
2026-08-21,USD/INR,90.8677,-0.39
2026-08-24,USD/INR,90.652,-0.24
2026-08-25,USD/INR,90.7453,0.1
2026-08-26,USD/INR,90.8262,0.09
2026-08-27,USD/INR,90.4861,-0.37
2026-08-28,USD/INR,90.3723,-0.13
2026-08-31,USD/INR,90.4211,0.05
2026-09-01,USD/INR,90.41,-0.01
2026-09-02,USD/INR,90.6248,0.24
2026-09-03,USD/INR,90.7529,0.14
2026-09-04,USD/INR,90.9492,0.22
2026-09-07,USD/INR,90.6944,-0.28
2026-09-08,USD/INR,90.267,-0.47
2024-01-01,USD/SGD,1.3407,0.05
2024-01-02,USD/SGD,1.3389,-0.14
2024-01-03,USD/SGD,1.3415,0.2
2024-01-04,USD/SGD,1.3383,-0.24
2024-01-05,USD/SGD,1.3365,-0.14
2024-01-08,USD/SGD,1.3346,-0.14
2024-01-09,USD/SGD,1.3339,-0.05
2024-01-10,USD/SGD,1.3321,-0.14
2024-01-11,USD/SGD,1.332,-0.0
2024-01-12,USD/SGD,1.3314,-0.04
2024-01-15,USD/SGD,1.3297,-0.13
2024-01-16,USD/SGD,1.3307,0.08
2024-01-17,USD/SGD,1.3298,-0.07
2024-01-18,USD/SGD,1.3325,0.2
2024-01-19,USD/SGD,1.3312,-0.1
2024-01-22,USD/SGD,1.334,0.21
2024-01-23,USD/SGD,1.3306,-0.25
2024-01-24,USD/SGD,1.3316,0.07
2024-01-25,USD/SGD,1.3316,0.01
2024-01-26,USD/SGD,1.333,0.1
2024-01-29,USD/SGD,1.3336,0.05
2024-01-30,USD/SGD,1.3326,-0.07
2024-01-31,USD/SGD,1.3314,-0.1
2024-02-01,USD/SGD,1.3316,0.02
2024-02-02,USD/SGD,1.3311,-0.04
2024-02-05,USD/SGD,1.3334,0.17
2024-02-06,USD/SGD,1.3326,-0.06
2024-02-07,USD/SGD,1.3314,-0.09
2024-02-08,USD/SGD,1.3359,0.34
2024-02-09,USD/SGD,1.3377,0.13
2024-02-12,USD/SGD,1.3423,0.34
2024-02-13,USD/SGD,1.3433,0.08
2024-02-14,USD/SGD,1.3424,-0.07
2024-02-15,USD/SGD,1.3386,-0.28
2024-02-16,USD/SGD,1.3412,0.19
2024-02-19,USD/SGD,1.341,-0.02
2024-02-20,USD/SGD,1.3418,0.06
2024-02-21,USD/SGD,1.3408,-0.08
2024-02-22,USD/SGD,1.3402,-0.05
2024-02-23,USD/SGD,1.339,-0.09
2024-02-26,USD/SGD,1.3388,-0.02
2024-02-27,USD/SGD,1.3409,0.16
2024-02-28,USD/SGD,1.343,0.15
2024-02-29,USD/SGD,1.3419,-0.09
2024-03-01,USD/SGD,1.3432,0.1
2024-03-04,USD/SGD,1.3431,-0.0
2024-03-05,USD/SGD,1.3441,0.07
2024-03-06,USD/SGD,1.3402,-0.29
2024-03-07,USD/SGD,1.3394,-0.06
2024-03-08,USD/SGD,1.3405,0.08
2024-03-11,USD/SGD,1.3405,-0.0
2024-03-12,USD/SGD,1.3427,0.17
2024-03-13,USD/SGD,1.3462,0.26
2024-03-14,USD/SGD,1.3477,0.11
2024-03-15,USD/SGD,1.3492,0.11
2024-03-18,USD/SGD,1.3496,0.03
2024-03-19,USD/SGD,1.3479,-0.13
2024-03-20,USD/SGD,1.3477,-0.01
2024-03-21,USD/SGD,1.3491,0.1
2024-03-22,USD/SGD,1.3475,-0.12
2024-03-25,USD/SGD,1.3489,0.11
2024-03-26,USD/SGD,1.348,-0.07
2024-03-27,USD/SGD,1.3476,-0.03
2024-03-28,USD/SGD,1.3463,-0.1
2024-03-29,USD/SGD,1.3421,-0.31
2024-04-01,USD/SGD,1.3412,-0.07
2024-04-02,USD/SGD,1.3427,0.11
2024-04-03,USD/SGD,1.3409,-0.13
2024-04-04,USD/SGD,1.3383,-0.2
2024-04-05,USD/SGD,1.3375,-0.06
2024-04-08,USD/SGD,1.3376,0.01
2024-04-09,USD/SGD,1.3372,-0.03
2024-04-10,USD/SGD,1.3368,-0.03
2024-04-11,USD/SGD,1.3331,-0.28
2024-04-12,USD/SGD,1.3323,-0.06
2024-04-15,USD/SGD,1.3325,0.02
2024-04-16,USD/SGD,1.3318,-0.06
2024-04-17,USD/SGD,1.3324,0.05
2024-04-18,USD/SGD,1.3312,-0.09
2024-04-19,USD/SGD,1.3335,0.17
2024-04-22,USD/SGD,1.3325,-0.07
2024-04-23,USD/SGD,1.3282,-0.32
2024-04-24,USD/SGD,1.3338,0.42
2024-04-25,USD/SGD,1.3311,-0.2
2024-04-26,USD/SGD,1.3308,-0.02
2024-04-29,USD/SGD,1.3323,0.11
2024-04-30,USD/SGD,1.3354,0.24
2024-05-01,USD/SGD,1.3315,-0.29
2024-05-02,USD/SGD,1.3296,-0.14
2024-05-03,USD/SGD,1.3334,0.29
2024-05-06,USD/SGD,1.3354,0.15
2024-05-07,USD/SGD,1.3363,0.06
2024-05-08,USD/SGD,1.3353,-0.07
2024-05-09,USD/SGD,1.3343,-0.07
2024-05-10,USD/SGD,1.3341,-0.01
2024-05-13,USD/SGD,1.333,-0.08
2024-05-14,USD/SGD,1.3312,-0.14
2024-05-15,USD/SGD,1.3307,-0.03
2024-05-16,USD/SGD,1.3293,-0.11
2024-05-17,USD/SGD,1.3277,-0.12
2024-05-20,USD/SGD,1.3273,-0.04
2024-05-21,USD/SGD,1.3294,0.16
2024-05-22,USD/SGD,1.3296,0.02
2024-05-23,USD/SGD,1.3328,0.24
2024-05-24,USD/SGD,1.3313,-0.11
2024-05-27,USD/SGD,1.331,-0.02
2024-05-28,USD/SGD,1.3284,-0.2
2024-05-29,USD/SGD,1.3299,0.11
2024-05-30,USD/SGD,1.3302,0.03
2024-05-31,USD/SGD,1.3284,-0.14
2024-06-03,USD/SGD,1.3291,0.06
2024-06-04,USD/SGD,1.3304,0.1
2024-06-05,USD/SGD,1.3289,-0.12
2024-06-06,USD/SGD,1.3261,-0.2
2024-06-07,USD/SGD,1.3272,0.08
2024-06-10,USD/SGD,1.3266,-0.05
2024-06-11,USD/SGD,1.3253,-0.1
2024-06-12,USD/SGD,1.3267,0.11
2024-06-13,USD/SGD,1.3295,0.21
2024-06-14,USD/SGD,1.3291,-0.03
2024-06-17,USD/SGD,1.3313,0.17
2024-06-18,USD/SGD,1.331,-0.02
2024-06-19,USD/SGD,1.3343,0.25
2024-06-20,USD/SGD,1.3365,0.17
2024-06-21,USD/SGD,1.3393,0.2
2024-06-24,USD/SGD,1.337,-0.17
2024-06-25,USD/SGD,1.3369,-0.01
2024-06-26,USD/SGD,1.3382,0.1
2024-06-27,USD/SGD,1.3367,-0.11
2024-06-28,USD/SGD,1.3414,0.35
2024-07-01,USD/SGD,1.3441,0.2
2024-07-02,USD/SGD,1.3438,-0.02
2024-07-03,USD/SGD,1.3431,-0.05
2024-07-04,USD/SGD,1.3429,-0.01
2024-07-05,USD/SGD,1.3434,0.04
2024-07-08,USD/SGD,1.3449,0.11
2024-07-09,USD/SGD,1.3492,0.32
2024-07-10,USD/SGD,1.3507,0.11
2024-07-11,USD/SGD,1.3545,0.28
2024-07-12,USD/SGD,1.3589,0.33
2024-07-15,USD/SGD,1.3599,0.07
2024-07-16,USD/SGD,1.3599,0.0
2024-07-17,USD/SGD,1.358,-0.14
2024-07-18,USD/SGD,1.3581,0.0
2024-07-19,USD/SGD,1.3572,-0.06
2024-07-22,USD/SGD,1.3564,-0.06
2024-07-23,USD/SGD,1.3561,-0.02
2024-07-24,USD/SGD,1.3554,-0.05
2024-07-25,USD/SGD,1.3543,-0.08
2024-07-26,USD/SGD,1.3548,0.03
2024-07-29,USD/SGD,1.3562,0.11
2024-07-30,USD/SGD,1.3584,0.16
2024-07-31,USD/SGD,1.3597,0.1
2024-08-01,USD/SGD,1.364,0.32
2024-08-02,USD/SGD,1.3652,0.09
2024-08-05,USD/SGD,1.3674,0.16
2024-08-06,USD/SGD,1.3663,-0.08
2024-08-07,USD/SGD,1.3641,-0.16
2024-08-08,USD/SGD,1.3635,-0.04
2024-08-09,USD/SGD,1.3659,0.17
2024-08-12,USD/SGD,1.3664,0.04
2024-08-13,USD/SGD,1.3666,0.01
2024-08-14,USD/SGD,1.3696,0.22
2024-08-15,USD/SGD,1.3698,0.02
2024-08-16,USD/SGD,1.3703,0.03
2024-08-19,USD/SGD,1.3722,0.14
2024-08-20,USD/SGD,1.372,-0.02
2024-08-21,USD/SGD,1.3658,-0.45
2024-08-22,USD/SGD,1.3665,0.05
2024-08-23,USD/SGD,1.3642,-0.17
2024-08-26,USD/SGD,1.3646,0.03
2024-08-27,USD/SGD,1.3649,0.02
2024-08-28,USD/SGD,1.3677,0.21
2024-08-29,USD/SGD,1.371,0.24
2024-08-30,USD/SGD,1.3717,0.06
2024-09-02,USD/SGD,1.3729,0.08
2024-09-03,USD/SGD,1.3735,0.04
2024-09-04,USD/SGD,1.3768,0.24
2024-09-05,USD/SGD,1.3774,0.04
2024-09-06,USD/SGD,1.3776,0.02
2024-09-09,USD/SGD,1.378,0.03
2024-09-10,USD/SGD,1.3798,0.13
2024-09-11,USD/SGD,1.3803,0.03
2024-09-12,USD/SGD,1.3789,-0.1
2024-09-13,USD/SGD,1.3782,-0.05
2024-09-16,USD/SGD,1.3818,0.26
2024-09-17,USD/SGD,1.3862,0.32
2024-09-18,USD/SGD,1.3832,-0.22
2024-09-19,USD/SGD,1.3818,-0.1
2024-09-20,USD/SGD,1.3815,-0.02
2024-09-23,USD/SGD,1.3809,-0.04
2024-09-24,USD/SGD,1.3798,-0.08
2024-09-25,USD/SGD,1.3795,-0.02
2024-09-26,USD/SGD,1.3801,0.04
2024-09-27,USD/SGD,1.382,0.14
2024-09-30,USD/SGD,1.3787,-0.24
2024-10-01,USD/SGD,1.3776,-0.08
2024-10-02,USD/SGD,1.3752,-0.17
2024-10-03,USD/SGD,1.3772,0.14
2024-10-04,USD/SGD,1.3807,0.25
2024-10-07,USD/SGD,1.3836,0.21
2024-10-08,USD/SGD,1.3829,-0.05
2024-10-09,USD/SGD,1.382,-0.06
2024-10-10,USD/SGD,1.3846,0.19
2024-10-11,USD/SGD,1.3867,0.15
2024-10-14,USD/SGD,1.3877,0.07
2024-10-15,USD/SGD,1.389,0.1
2024-10-16,USD/SGD,1.3907,0.12
2024-10-17,USD/SGD,1.3924,0.12
2024-10-18,USD/SGD,1.392,-0.02
2024-10-21,USD/SGD,1.3935,0.1
2024-10-22,USD/SGD,1.3936,0.01
2024-10-23,USD/SGD,1.3934,-0.01
2024-10-24,USD/SGD,1.3949,0.11
2024-10-25,USD/SGD,1.3973,0.17
2024-10-28,USD/SGD,1.3963,-0.07
2024-10-29,USD/SGD,1.4003,0.28
2024-10-30,USD/SGD,1.3993,-0.07
2024-10-31,USD/SGD,1.4016,0.16
2024-11-01,USD/SGD,1.4039,0.17
2024-11-04,USD/SGD,1.401,-0.21
2024-11-05,USD/SGD,1.4009,-0.01
2024-11-06,USD/SGD,1.4005,-0.02
2024-11-07,USD/SGD,1.4006,0.0
2024-11-08,USD/SGD,1.4009,0.03
2024-11-11,USD/SGD,1.4009,0.0
2024-11-12,USD/SGD,1.4009,-0.0
2024-11-13,USD/SGD,1.4004,-0.03
2024-11-14,USD/SGD,1.4006,0.01
2024-11-15,USD/SGD,1.4,-0.04
2024-11-18,USD/SGD,1.4005,0.04
2024-11-19,USD/SGD,1.4032,0.19
2024-11-20,USD/SGD,1.4001,-0.22
2024-11-21,USD/SGD,1.3984,-0.12
2024-11-22,USD/SGD,1.3977,-0.05
2024-11-25,USD/SGD,1.3934,-0.31
2024-11-26,USD/SGD,1.3964,0.21
2024-11-27,USD/SGD,1.3969,0.04
2024-11-28,USD/SGD,1.3985,0.12
2024-11-29,USD/SGD,1.3992,0.05
2024-12-02,USD/SGD,1.4,0.06
2024-12-03,USD/SGD,1.3983,-0.12
2024-12-04,USD/SGD,1.3991,0.06
2024-12-05,USD/SGD,1.3972,-0.14
2024-12-06,USD/SGD,1.3963,-0.07
2024-12-09,USD/SGD,1.3922,-0.29
2024-12-10,USD/SGD,1.3956,0.24
2024-12-11,USD/SGD,1.3965,0.07
2024-12-12,USD/SGD,1.3969,0.03
2024-12-13,USD/SGD,1.3967,-0.02
2024-12-16,USD/SGD,1.3969,0.02
2024-12-17,USD/SGD,1.3986,0.12
2024-12-18,USD/SGD,1.3968,-0.13
2024-12-19,USD/SGD,1.3975,0.05
2024-12-20,USD/SGD,1.3983,0.05
2024-12-23,USD/SGD,1.3982,-0.01
2024-12-24,USD/SGD,1.3985,0.02
2024-12-25,USD/SGD,1.4015,0.22
2024-12-26,USD/SGD,1.3993,-0.16
2024-12-27,USD/SGD,1.4009,0.11
2024-12-30,USD/SGD,1.4003,-0.04
2024-12-31,USD/SGD,1.4024,0.15
2025-01-01,USD/SGD,1.4017,-0.05
2025-01-02,USD/SGD,1.401,-0.04
2025-01-03,USD/SGD,1.4001,-0.07
2025-01-06,USD/SGD,1.4039,0.28
2025-01-07,USD/SGD,1.4069,0.21
2025-01-08,USD/SGD,1.4039,-0.21
2025-01-09,USD/SGD,1.4023,-0.11
2025-01-10,USD/SGD,1.4016,-0.05
2025-01-13,USD/SGD,1.3982,-0.24
2025-01-14,USD/SGD,1.398,-0.02
2025-01-15,USD/SGD,1.3977,-0.02
2025-01-16,USD/SGD,1.398,0.02
2025-01-17,USD/SGD,1.3988,0.06
2025-01-20,USD/SGD,1.3972,-0.11
2025-01-21,USD/SGD,1.397,-0.02
2025-01-22,USD/SGD,1.4022,0.37
2025-01-23,USD/SGD,1.3981,-0.29
2025-01-24,USD/SGD,1.3991,0.07
2025-01-27,USD/SGD,1.3969,-0.15
2025-01-28,USD/SGD,1.394,-0.21
2025-01-29,USD/SGD,1.3934,-0.04
2025-01-30,USD/SGD,1.3915,-0.14
2025-01-31,USD/SGD,1.3899,-0.11
2025-02-03,USD/SGD,1.3882,-0.13
2025-02-04,USD/SGD,1.3905,0.17
2025-02-05,USD/SGD,1.3903,-0.02
2025-02-06,USD/SGD,1.3919,0.12
2025-02-07,USD/SGD,1.3916,-0.03
2025-02-10,USD/SGD,1.3897,-0.14
2025-02-11,USD/SGD,1.3879,-0.13
2025-02-12,USD/SGD,1.3888,0.07
2025-02-13,USD/SGD,1.3873,-0.11
2025-02-14,USD/SGD,1.3868,-0.04
2025-02-17,USD/SGD,1.3873,0.04
2025-02-18,USD/SGD,1.3873,-0.0
2025-02-19,USD/SGD,1.3864,-0.06
2025-02-20,USD/SGD,1.3869,0.04
2025-02-21,USD/SGD,1.3813,-0.41
2025-02-24,USD/SGD,1.3782,-0.22
2025-02-25,USD/SGD,1.381,0.2
2025-02-26,USD/SGD,1.3777,-0.24
2025-02-27,USD/SGD,1.3797,0.14
2025-02-28,USD/SGD,1.3808,0.08
2025-03-03,USD/SGD,1.3799,-0.06
2025-03-04,USD/SGD,1.3783,-0.12
2025-03-05,USD/SGD,1.3779,-0.03
2025-03-06,USD/SGD,1.3792,0.1
2025-03-07,USD/SGD,1.3794,0.01
2025-03-10,USD/SGD,1.3788,-0.04
2025-03-11,USD/SGD,1.3781,-0.06
2025-03-12,USD/SGD,1.3764,-0.12
2025-03-13,USD/SGD,1.3751,-0.1
2025-03-14,USD/SGD,1.3722,-0.21
2025-03-17,USD/SGD,1.3717,-0.03
2025-03-18,USD/SGD,1.371,-0.06
2025-03-19,USD/SGD,1.3695,-0.11
2025-03-20,USD/SGD,1.3706,0.08
2025-03-21,USD/SGD,1.3713,0.05
2025-03-24,USD/SGD,1.3744,0.23
2025-03-25,USD/SGD,1.3785,0.29
2025-03-26,USD/SGD,1.3824,0.29
2025-03-27,USD/SGD,1.3855,0.22
2025-03-28,USD/SGD,1.3866,0.09
2025-03-31,USD/SGD,1.3879,0.09
2025-04-01,USD/SGD,1.3852,-0.19
2025-04-02,USD/SGD,1.3848,-0.03
2025-04-03,USD/SGD,1.3818,-0.22
2025-04-04,USD/SGD,1.3851,0.24
2025-04-07,USD/SGD,1.3839,-0.09
2025-04-08,USD/SGD,1.387,0.23
2025-04-09,USD/SGD,1.3904,0.24
2025-04-10,USD/SGD,1.3912,0.06
2025-04-11,USD/SGD,1.3884,-0.2
2025-04-14,USD/SGD,1.392,0.26
2025-04-15,USD/SGD,1.3917,-0.02
2025-04-16,USD/SGD,1.3891,-0.19
2025-04-17,USD/SGD,1.3886,-0.03
2025-04-18,USD/SGD,1.3859,-0.2
2025-04-21,USD/SGD,1.3865,0.05
2025-04-22,USD/SGD,1.387,0.04
2025-04-23,USD/SGD,1.3886,0.11
2025-04-24,USD/SGD,1.3884,-0.02
2025-04-25,USD/SGD,1.3896,0.09
2025-04-28,USD/SGD,1.3924,0.2
2025-04-29,USD/SGD,1.3906,-0.13
2025-04-30,USD/SGD,1.3927,0.16
2025-05-01,USD/SGD,1.3919,-0.06
2025-05-02,USD/SGD,1.3898,-0.15
2025-05-05,USD/SGD,1.3884,-0.1
2025-05-06,USD/SGD,1.3906,0.16
2025-05-07,USD/SGD,1.3896,-0.07
2025-05-08,USD/SGD,1.3928,0.24
2025-05-09,USD/SGD,1.3913,-0.11
2025-05-12,USD/SGD,1.3905,-0.05
2025-05-13,USD/SGD,1.3886,-0.14
2025-05-14,USD/SGD,1.3856,-0.22
2025-05-15,USD/SGD,1.3854,-0.02
2025-05-16,USD/SGD,1.384,-0.1
2025-05-19,USD/SGD,1.3829,-0.08
2025-05-20,USD/SGD,1.3837,0.06
2025-05-21,USD/SGD,1.3862,0.18
2025-05-22,USD/SGD,1.3857,-0.03
2025-05-23,USD/SGD,1.3836,-0.16
2025-05-26,USD/SGD,1.382,-0.12
2025-05-27,USD/SGD,1.3811,-0.06
2025-05-28,USD/SGD,1.3804,-0.05
2025-05-29,USD/SGD,1.3788,-0.12
2025-05-30,USD/SGD,1.3797,0.07
2025-06-02,USD/SGD,1.3785,-0.09
2025-06-03,USD/SGD,1.3797,0.08
2025-06-04,USD/SGD,1.3784,-0.09
2025-06-05,USD/SGD,1.3754,-0.22
2025-06-06,USD/SGD,1.3729,-0.18
2025-06-09,USD/SGD,1.3707,-0.17
2025-06-10,USD/SGD,1.3672,-0.25
2025-06-11,USD/SGD,1.3677,0.03
2025-06-12,USD/SGD,1.3645,-0.23
2025-06-13,USD/SGD,1.3684,0.29
2025-06-16,USD/SGD,1.3675,-0.07
2025-06-17,USD/SGD,1.368,0.04
2025-06-18,USD/SGD,1.3666,-0.1
2025-06-19,USD/SGD,1.366,-0.05
2025-06-20,USD/SGD,1.3655,-0.03
2025-06-23,USD/SGD,1.3647,-0.06
2025-06-24,USD/SGD,1.3644,-0.02
2025-06-25,USD/SGD,1.3629,-0.11
2025-06-26,USD/SGD,1.3594,-0.26
2025-06-27,USD/SGD,1.3571,-0.17
2025-06-30,USD/SGD,1.3577,0.05
2025-07-01,USD/SGD,1.3568,-0.07
2025-07-02,USD/SGD,1.3574,0.04
2025-07-03,USD/SGD,1.355,-0.18
2025-07-04,USD/SGD,1.3567,0.13
2025-07-07,USD/SGD,1.3542,-0.18
2025-07-08,USD/SGD,1.3534,-0.06
2025-07-09,USD/SGD,1.3529,-0.04
2025-07-10,USD/SGD,1.3541,0.09
2025-07-11,USD/SGD,1.3566,0.18
2025-07-14,USD/SGD,1.3568,0.02
2025-07-15,USD/SGD,1.3576,0.06
2025-07-16,USD/SGD,1.3586,0.07
2025-07-17,USD/SGD,1.3583,-0.02
2025-07-18,USD/SGD,1.357,-0.1
2025-07-21,USD/SGD,1.3552,-0.13
2025-07-22,USD/SGD,1.3546,-0.05
2025-07-23,USD/SGD,1.3573,0.2
2025-07-24,USD/SGD,1.3564,-0.06
2025-07-25,USD/SGD,1.3551,-0.1
2025-07-28,USD/SGD,1.3527,-0.18
2025-07-29,USD/SGD,1.3535,0.06
2025-07-30,USD/SGD,1.3557,0.16
2025-07-31,USD/SGD,1.3604,0.35
2025-08-01,USD/SGD,1.3584,-0.15
2025-08-04,USD/SGD,1.3558,-0.19
2025-08-05,USD/SGD,1.3598,0.29
2025-08-06,USD/SGD,1.3597,-0.01
2025-08-07,USD/SGD,1.3666,0.51
2025-08-08,USD/SGD,1.363,-0.27
2025-08-11,USD/SGD,1.3642,0.09
2025-08-12,USD/SGD,1.3636,-0.04
2025-08-13,USD/SGD,1.3609,-0.2
2025-08-14,USD/SGD,1.3614,0.04
2025-08-15,USD/SGD,1.3605,-0.07
2025-08-18,USD/SGD,1.3614,0.07
2025-08-19,USD/SGD,1.3603,-0.08
2025-08-20,USD/SGD,1.3615,0.08
2025-08-21,USD/SGD,1.3612,-0.02
2025-08-22,USD/SGD,1.362,0.05
2025-08-25,USD/SGD,1.3593,-0.19
2025-08-26,USD/SGD,1.3612,0.14
2025-08-27,USD/SGD,1.3587,-0.18
2025-08-28,USD/SGD,1.3637,0.37
2025-08-29,USD/SGD,1.3648,0.08
2025-09-01,USD/SGD,1.3657,0.07
2025-09-02,USD/SGD,1.3692,0.25
2025-09-03,USD/SGD,1.3679,-0.1
2025-09-04,USD/SGD,1.3691,0.09
2025-09-05,USD/SGD,1.3713,0.16
2025-09-08,USD/SGD,1.3705,-0.06
2025-09-09,USD/SGD,1.3683,-0.16
2025-09-10,USD/SGD,1.3675,-0.06
2025-09-11,USD/SGD,1.3644,-0.22
2025-09-12,USD/SGD,1.3634,-0.08
2025-09-15,USD/SGD,1.3653,0.14
2025-09-16,USD/SGD,1.3662,0.07
2025-09-17,USD/SGD,1.3632,-0.22
2025-09-18,USD/SGD,1.3643,0.08
2025-09-19,USD/SGD,1.363,-0.1
2025-09-22,USD/SGD,1.3617,-0.1
2025-09-23,USD/SGD,1.3594,-0.17
2025-09-24,USD/SGD,1.3603,0.07
2025-09-25,USD/SGD,1.3598,-0.04
2025-09-26,USD/SGD,1.3613,0.11
2025-09-29,USD/SGD,1.3647,0.25
2025-09-30,USD/SGD,1.3663,0.12
2025-10-01,USD/SGD,1.3691,0.2
2025-10-02,USD/SGD,1.3699,0.06
2025-10-03,USD/SGD,1.366,-0.28
2025-10-06,USD/SGD,1.3643,-0.13
2025-10-07,USD/SGD,1.364,-0.02
2025-10-08,USD/SGD,1.365,0.07
2025-10-09,USD/SGD,1.3653,0.02
2025-10-10,USD/SGD,1.3693,0.29
2025-10-13,USD/SGD,1.371,0.12
2025-10-14,USD/SGD,1.3689,-0.15
2025-10-15,USD/SGD,1.3723,0.25
2025-10-16,USD/SGD,1.3734,0.08
2025-10-17,USD/SGD,1.3736,0.02
2025-10-20,USD/SGD,1.3706,-0.22
2025-10-21,USD/SGD,1.3701,-0.03
2025-10-22,USD/SGD,1.3668,-0.24
2025-10-23,USD/SGD,1.3691,0.16
2025-10-24,USD/SGD,1.3664,-0.19
2025-10-27,USD/SGD,1.368,0.12
2025-10-28,USD/SGD,1.3678,-0.01
2025-10-29,USD/SGD,1.3714,0.26
2025-10-30,USD/SGD,1.3713,-0.01
2025-10-31,USD/SGD,1.3738,0.18
2025-11-03,USD/SGD,1.3727,-0.08
2025-11-04,USD/SGD,1.373,0.02
2025-11-05,USD/SGD,1.3732,0.02
2025-11-06,USD/SGD,1.3738,0.04
2025-11-07,USD/SGD,1.3771,0.25
2025-11-10,USD/SGD,1.3775,0.03
2025-11-11,USD/SGD,1.3766,-0.07
2025-11-12,USD/SGD,1.3749,-0.12
2025-11-13,USD/SGD,1.3753,0.03
2025-11-14,USD/SGD,1.3737,-0.12
2025-11-17,USD/SGD,1.3731,-0.05
2025-11-18,USD/SGD,1.3721,-0.07
2025-11-19,USD/SGD,1.3722,0.01
2025-11-20,USD/SGD,1.3725,0.02
2025-11-21,USD/SGD,1.376,0.26
2025-11-24,USD/SGD,1.3754,-0.04
2025-11-25,USD/SGD,1.3749,-0.04
2025-11-26,USD/SGD,1.3743,-0.04
2025-11-27,USD/SGD,1.3778,0.25
2025-11-28,USD/SGD,1.3787,0.06
2025-12-01,USD/SGD,1.3811,0.18
2025-12-02,USD/SGD,1.3835,0.17
2025-12-03,USD/SGD,1.3856,0.15
2025-12-04,USD/SGD,1.3872,0.12
2025-12-05,USD/SGD,1.3868,-0.03
2025-12-08,USD/SGD,1.3803,-0.47
2025-12-09,USD/SGD,1.3799,-0.03
2025-12-10,USD/SGD,1.3788,-0.08
2025-12-11,USD/SGD,1.3775,-0.1
2025-12-12,USD/SGD,1.3758,-0.12
2025-12-15,USD/SGD,1.3758,-0.01
2025-12-16,USD/SGD,1.372,-0.27
2025-12-17,USD/SGD,1.3704,-0.11
2025-12-18,USD/SGD,1.3719,0.11
2025-12-19,USD/SGD,1.372,0.0
2025-12-22,USD/SGD,1.3683,-0.27
2025-12-23,USD/SGD,1.3728,0.33
2025-12-24,USD/SGD,1.3714,-0.1
2025-12-25,USD/SGD,1.3713,-0.01
2025-12-26,USD/SGD,1.3717,0.02
2025-12-29,USD/SGD,1.3729,0.09
