date,origin_port,destination_port,vessel_class,route_distance_nm,freight_rate_usd_per_ton
2024-09-16,Newcastle,Gopalpur,Panamax,4840,24.69
2024-09-16,Samarinda,Paradip,Panamax,2150,12.23
2024-09-16,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.61
2024-09-16,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.56
2024-09-16,Samarinda,Dhamra,Panamax,2130,12.54
2024-09-16,Samarinda,Gangavaram,Panamax,2200,13.05
2024-09-16,Samarinda,Haldia,Handysize,2280,17.06
2024-09-16,Samarinda,Gopalpur,Supramax,2160,14.51
2024-09-16,Richards Bay,Paradip,Capesize,4450,19.31
2024-09-16,Richards Bay,Visakhapatnam (Outer),Capesize,4410,18.79
2024-09-16,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.72
2024-09-16,Richards Bay,Dhamra,Capesize,4480,19.31
2024-09-16,Richards Bay,Gangavaram,Capesize,4400,19.06
2024-09-16,Richards Bay,Haldia,Supramax,4580,27.38
2024-09-16,Richards Bay,Gopalpur,Panamax,4430,23.57
2024-09-16,Maputo,Paradip,Panamax,4250,22.54
2024-09-16,Maputo,Visakhapatnam (Outer),Panamax,4210,21.84
2024-09-16,Maputo,Visakhapatnam (Inner),Supramax,4210,25.95
2024-09-16,Maputo,Dhamra,Panamax,4280,22.97
2024-09-16,Maputo,Gangavaram,Panamax,4200,22.21
2024-09-16,Maputo,Haldia,Handysize,4380,29.17
2024-09-16,Maputo,Gopalpur,Supramax,4230,25.6
2024-09-16,Norfolk,Paradip,Capesize,9150,35.39
2024-09-16,Norfolk,Visakhapatnam (Outer),Capesize,9110,35.48
2024-09-16,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.23
2024-09-16,Norfolk,Dhamra,Capesize,9180,35.7
2024-09-16,Norfolk,Gangavaram,Capesize,9100,35.37
2024-09-16,Norfolk,Haldia,Supramax,9280,50.44
2024-09-16,Norfolk,Gopalpur,Panamax,9130,41.88
2024-09-23,Newcastle,Paradip,Panamax,4820,25.14
2024-09-23,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.29
2024-09-23,Newcastle,Visakhapatnam (Inner),Panamax,4870,25.83
2024-09-23,Newcastle,Dhamra,Capesize,4800,20.65
2024-09-23,Newcastle,Gangavaram,Capesize,4880,20.59
2024-09-23,Newcastle,Haldia,Supramax,4950,30.42
2024-09-23,Newcastle,Gopalpur,Panamax,4840,25.7
2024-09-23,Samarinda,Paradip,Panamax,2150,12.6
2024-09-23,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.28
2024-09-23,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.84
2024-09-23,Samarinda,Dhamra,Panamax,2130,12.51
2024-09-23,Samarinda,Gangavaram,Panamax,2200,13.19
2024-09-23,Samarinda,Haldia,Handysize,2280,17.6
2024-09-23,Samarinda,Gopalpur,Supramax,2160,14.85
2024-09-23,Richards Bay,Paradip,Capesize,4450,19.37
2024-09-23,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.11
2024-09-23,Richards Bay,Visakhapatnam (Inner),Panamax,4410,23.23
2024-09-23,Richards Bay,Dhamra,Capesize,4480,19.65
2024-09-23,Richards Bay,Gangavaram,Capesize,4400,19.78
2024-09-23,Richards Bay,Haldia,Supramax,4580,27.77
2024-09-23,Richards Bay,Gopalpur,Panamax,4430,23.9
2024-09-23,Maputo,Paradip,Panamax,4250,22.62
2024-09-23,Maputo,Visakhapatnam (Outer),Panamax,4210,22.64
2024-09-23,Maputo,Visakhapatnam (Inner),Supramax,4210,25.33
2024-09-23,Maputo,Dhamra,Panamax,4280,22.88
2024-09-23,Maputo,Gangavaram,Panamax,4200,22.15
2024-09-23,Maputo,Haldia,Handysize,4380,30.85
2024-09-23,Maputo,Gopalpur,Supramax,4230,26.66
2024-09-23,Norfolk,Paradip,Capesize,9150,35.25
2024-09-23,Norfolk,Visakhapatnam (Outer),Capesize,9110,35.57
2024-09-23,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.41
2024-09-23,Norfolk,Dhamra,Capesize,9180,36.23
2024-09-23,Norfolk,Gangavaram,Capesize,9100,35.8
2024-09-23,Norfolk,Haldia,Supramax,9280,49.91
2024-09-23,Norfolk,Gopalpur,Panamax,9130,43.11
2024-09-30,Newcastle,Paradip,Panamax,4820,25.73
2024-09-30,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.78
2024-09-30,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.27
2024-09-30,Newcastle,Dhamra,Capesize,4800,21.65
2024-09-30,Newcastle,Gangavaram,Capesize,4880,22.01
2024-09-30,Newcastle,Haldia,Supramax,4950,29.82
2024-09-30,Newcastle,Gopalpur,Panamax,4840,26.57
2024-09-30,Samarinda,Paradip,Panamax,2150,13.25
2024-09-30,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.51
2024-09-30,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.15
2024-09-30,Samarinda,Dhamra,Panamax,2130,12.76
2024-09-30,Samarinda,Gangavaram,Panamax,2200,13.3
2024-09-30,Samarinda,Haldia,Handysize,2280,18.06
2024-09-30,Samarinda,Gopalpur,Supramax,2160,15.06
2024-09-30,Richards Bay,Paradip,Capesize,4450,20.42
2024-09-30,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.11
2024-09-30,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.33
2024-09-30,Richards Bay,Dhamra,Capesize,4480,20.06
2024-09-30,Richards Bay,Gangavaram,Capesize,4400,19.82
2024-09-30,Richards Bay,Haldia,Supramax,4580,28.34
2024-09-30,Richards Bay,Gopalpur,Panamax,4430,23.6
2024-09-30,Maputo,Paradip,Panamax,4250,23.13
2024-09-30,Maputo,Visakhapatnam (Outer),Panamax,4210,22.97
2024-09-30,Maputo,Visakhapatnam (Inner),Supramax,4210,26.77
2024-09-30,Maputo,Dhamra,Panamax,4280,23.72
2024-09-30,Maputo,Gangavaram,Panamax,4200,23.33
2024-09-30,Maputo,Haldia,Handysize,4380,30.87
2024-09-30,Maputo,Gopalpur,Supramax,4230,26.38
2024-09-30,Norfolk,Paradip,Capesize,9150,37.56
2024-09-30,Norfolk,Visakhapatnam (Outer),Capesize,9110,37.06
2024-09-30,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.99
2024-09-30,Norfolk,Dhamra,Capesize,9180,37.76
2024-09-30,Norfolk,Gangavaram,Capesize,9100,36.82
2024-09-30,Norfolk,Haldia,Supramax,9280,51.03
2024-09-30,Norfolk,Gopalpur,Panamax,9130,45.33
2024-10-07,Newcastle,Paradip,Panamax,4820,23.6
2024-10-07,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.14
2024-10-07,Newcastle,Visakhapatnam (Inner),Panamax,4870,24.04
2024-10-07,Newcastle,Dhamra,Capesize,4800,19.59
2024-10-07,Newcastle,Gangavaram,Capesize,4880,19.48
2024-10-07,Newcastle,Haldia,Supramax,4950,28.12
2024-10-07,Newcastle,Gopalpur,Panamax,4840,23.72
2024-10-07,Samarinda,Paradip,Panamax,2150,11.88
2024-10-07,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.22
2024-10-07,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.27
2024-10-07,Samarinda,Dhamra,Panamax,2130,11.99
2024-10-07,Samarinda,Gangavaram,Panamax,2200,12.32
2024-10-07,Samarinda,Haldia,Handysize,2280,15.91
2024-10-07,Samarinda,Gopalpur,Supramax,2160,13.6
2024-10-07,Richards Bay,Paradip,Capesize,4450,17.91
2024-10-07,Richards Bay,Visakhapatnam (Outer),Capesize,4410,18.36
2024-10-07,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.44
2024-10-07,Richards Bay,Dhamra,Capesize,4480,18.55
2024-10-07,Richards Bay,Gangavaram,Capesize,4400,17.75
2024-10-07,Richards Bay,Haldia,Supramax,4580,26.21
2024-10-07,Richards Bay,Gopalpur,Panamax,4430,21.66
2024-10-07,Maputo,Paradip,Panamax,4250,21.32
2024-10-07,Maputo,Visakhapatnam (Outer),Panamax,4210,21.62
2024-10-07,Maputo,Visakhapatnam (Inner),Supramax,4210,24.49
2024-10-07,Maputo,Dhamra,Panamax,4280,21.34
2024-10-07,Maputo,Gangavaram,Panamax,4200,21.17
2024-10-07,Maputo,Haldia,Handysize,4380,28.47
2024-10-07,Maputo,Gopalpur,Supramax,4230,24.35
2024-10-07,Norfolk,Paradip,Capesize,9150,34.34
2024-10-07,Norfolk,Visakhapatnam (Outer),Capesize,9110,32.85
2024-10-07,Norfolk,Visakhapatnam (Inner),Panamax,9110,41.23
2024-10-07,Norfolk,Dhamra,Capesize,9180,34.61
2024-10-07,Norfolk,Gangavaram,Capesize,9100,33.91
2024-10-07,Norfolk,Haldia,Supramax,9280,47.17
2024-10-07,Norfolk,Gopalpur,Panamax,9130,40.67
2024-10-14,Newcastle,Paradip,Panamax,4820,24.01
2024-10-14,Newcastle,Visakhapatnam (Outer),Capesize,4870,19.58
2024-10-14,Newcastle,Visakhapatnam (Inner),Panamax,4870,23.72
2024-10-14,Newcastle,Dhamra,Capesize,4800,19.95
2024-10-14,Newcastle,Gangavaram,Capesize,4880,19.45
2024-10-14,Newcastle,Haldia,Supramax,4950,27.91
2024-10-14,Newcastle,Gopalpur,Panamax,4840,23.52
2024-10-14,Samarinda,Paradip,Panamax,2150,12.16
2024-10-14,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.9
2024-10-14,Samarinda,Visakhapatnam (Inner),Supramax,2190,13.8
2024-10-14,Samarinda,Dhamra,Panamax,2130,12.0
2024-10-14,Samarinda,Gangavaram,Panamax,2200,11.94
2024-10-14,Samarinda,Haldia,Handysize,2280,16.27
2024-10-14,Samarinda,Gopalpur,Supramax,2160,13.9
2024-10-14,Richards Bay,Paradip,Capesize,4450,18.4
2024-10-14,Richards Bay,Visakhapatnam (Outer),Capesize,4410,17.67
2024-10-14,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.51
2024-10-14,Richards Bay,Dhamra,Capesize,4480,18.49
2024-10-14,Richards Bay,Gangavaram,Capesize,4400,18.38
2024-10-14,Richards Bay,Haldia,Supramax,4580,25.72
2024-10-14,Richards Bay,Gopalpur,Panamax,4430,21.94
2024-10-14,Maputo,Paradip,Panamax,4250,21.24
2024-10-14,Maputo,Visakhapatnam (Outer),Panamax,4210,21.48
2024-10-14,Maputo,Visakhapatnam (Inner),Supramax,4210,24.54
2024-10-14,Maputo,Dhamra,Panamax,4280,20.99
2024-10-14,Maputo,Gangavaram,Panamax,4200,21.23
2024-10-14,Maputo,Haldia,Handysize,4380,28.25
2024-10-14,Maputo,Gopalpur,Supramax,4230,23.78
2024-10-14,Norfolk,Paradip,Capesize,9150,33.19
2024-10-14,Norfolk,Visakhapatnam (Outer),Capesize,9110,32.88
2024-10-14,Norfolk,Visakhapatnam (Inner),Panamax,9110,40.62
2024-10-14,Norfolk,Dhamra,Capesize,9180,34.2
2024-10-14,Norfolk,Gangavaram,Capesize,9100,33.89
2024-10-14,Norfolk,Haldia,Supramax,9280,46.79
2024-10-14,Norfolk,Gopalpur,Panamax,9130,40.86
2024-10-21,Newcastle,Paradip,Panamax,4820,24.23
2024-10-21,Newcastle,Visakhapatnam (Outer),Capesize,4870,19.86
2024-10-21,Newcastle,Visakhapatnam (Inner),Panamax,4870,24.22
2024-10-21,Newcastle,Dhamra,Capesize,4800,19.82
2024-10-21,Newcastle,Gangavaram,Capesize,4880,20.54
2024-10-21,Newcastle,Haldia,Supramax,4950,29.4
2024-10-21,Newcastle,Gopalpur,Panamax,4840,24.8
2024-10-21,Samarinda,Paradip,Panamax,2150,12.2
2024-10-21,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.57
2024-10-21,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.17
2024-10-21,Samarinda,Dhamra,Panamax,2130,12.24
2024-10-21,Samarinda,Gangavaram,Panamax,2200,12.57
2024-10-21,Samarinda,Haldia,Handysize,2280,16.47
2024-10-21,Samarinda,Gopalpur,Supramax,2160,13.96
2024-10-21,Richards Bay,Paradip,Capesize,4450,18.64
2024-10-21,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.14
2024-10-21,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.36
2024-10-21,Richards Bay,Dhamra,Capesize,4480,18.94
2024-10-21,Richards Bay,Gangavaram,Capesize,4400,18.39
2024-10-21,Richards Bay,Haldia,Supramax,4580,26.88
2024-10-21,Richards Bay,Gopalpur,Panamax,4430,22.36
2024-10-21,Maputo,Paradip,Panamax,4250,22.49
2024-10-21,Maputo,Visakhapatnam (Outer),Panamax,4210,21.59
2024-10-21,Maputo,Visakhapatnam (Inner),Supramax,4210,25.27
2024-10-21,Maputo,Dhamra,Panamax,4280,22.41
2024-10-21,Maputo,Gangavaram,Panamax,4200,21.7
2024-10-21,Maputo,Haldia,Handysize,4380,28.93
2024-10-21,Maputo,Gopalpur,Supramax,4230,25.45
2024-10-21,Norfolk,Paradip,Capesize,9150,34.33
2024-10-21,Norfolk,Visakhapatnam (Outer),Capesize,9110,33.92
2024-10-21,Norfolk,Visakhapatnam (Inner),Panamax,9110,41.13
2024-10-21,Norfolk,Dhamra,Capesize,9180,35.71
2024-10-21,Norfolk,Gangavaram,Capesize,9100,34.33
2024-10-21,Norfolk,Haldia,Supramax,9280,49.48
2024-10-21,Norfolk,Gopalpur,Panamax,9130,42.63
2024-10-28,Newcastle,Paradip,Panamax,4820,24.74
2024-10-28,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.32
2024-10-28,Newcastle,Visakhapatnam (Inner),Panamax,4870,24.99
2024-10-28,Newcastle,Dhamra,Capesize,4800,20.69
2024-10-28,Newcastle,Gangavaram,Capesize,4880,21.35
2024-10-28,Newcastle,Haldia,Supramax,4950,29.0
2024-10-28,Newcastle,Gopalpur,Panamax,4840,25.67
2024-10-28,Samarinda,Paradip,Panamax,2150,12.62
2024-10-28,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.82
2024-10-28,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.42
2024-10-28,Samarinda,Dhamra,Panamax,2130,12.52
2024-10-28,Samarinda,Gangavaram,Panamax,2200,12.65
2024-10-28,Samarinda,Haldia,Handysize,2280,17.15
2024-10-28,Samarinda,Gopalpur,Supramax,2160,14.37
2024-10-28,Richards Bay,Paradip,Capesize,4450,18.84
2024-10-28,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.56
2024-10-28,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.92
2024-10-28,Richards Bay,Dhamra,Capesize,4480,19.35
2024-10-28,Richards Bay,Gangavaram,Capesize,4400,18.72
2024-10-28,Richards Bay,Haldia,Supramax,4580,27.36
2024-10-28,Richards Bay,Gopalpur,Panamax,4430,23.31
2024-10-28,Maputo,Paradip,Panamax,4250,22.06
2024-10-28,Maputo,Visakhapatnam (Outer),Panamax,4210,21.81
2024-10-28,Maputo,Visakhapatnam (Inner),Supramax,4210,25.04
2024-10-28,Maputo,Dhamra,Panamax,4280,22.31
2024-10-28,Maputo,Gangavaram,Panamax,4200,22.35
2024-10-28,Maputo,Haldia,Handysize,4380,30.4
2024-10-28,Maputo,Gopalpur,Supramax,4230,25.48
2024-10-28,Norfolk,Paradip,Capesize,9150,36.17
2024-10-28,Norfolk,Visakhapatnam (Outer),Capesize,9110,34.84
2024-10-28,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.16
2024-10-28,Norfolk,Dhamra,Capesize,9180,35.79
2024-10-28,Norfolk,Gangavaram,Capesize,9100,35.09
2024-10-28,Norfolk,Haldia,Supramax,9280,51.13
2024-10-28,Norfolk,Gopalpur,Panamax,9130,44.14
2024-11-04,Newcastle,Paradip,Panamax,4820,25.02
2024-11-04,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.34
2024-11-04,Newcastle,Visakhapatnam (Inner),Panamax,4870,25.29
2024-11-04,Newcastle,Dhamra,Capesize,4800,20.51
2024-11-04,Newcastle,Gangavaram,Capesize,4880,20.89
2024-11-04,Newcastle,Haldia,Supramax,4950,28.64
2024-11-04,Newcastle,Gopalpur,Panamax,4840,25.07
2024-11-04,Samarinda,Paradip,Panamax,2150,12.65
2024-11-04,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.56
2024-11-04,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.29
2024-11-04,Samarinda,Dhamra,Panamax,2130,12.4
2024-11-04,Samarinda,Gangavaram,Panamax,2200,13.09
2024-11-04,Samarinda,Haldia,Handysize,2280,17.31
2024-11-04,Samarinda,Gopalpur,Supramax,2160,14.28
2024-11-04,Richards Bay,Paradip,Capesize,4450,19.26
2024-11-04,Richards Bay,Visakhapatnam (Outer),Capesize,4410,18.85
2024-11-04,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.5
2024-11-04,Richards Bay,Dhamra,Capesize,4480,19.25
2024-11-04,Richards Bay,Gangavaram,Capesize,4400,19.22
2024-11-04,Richards Bay,Haldia,Supramax,4580,27.81
2024-11-04,Richards Bay,Gopalpur,Panamax,4430,22.93
2024-11-04,Maputo,Paradip,Panamax,4250,22.27
2024-11-04,Maputo,Visakhapatnam (Outer),Panamax,4210,22.61
2024-11-04,Maputo,Visakhapatnam (Inner),Supramax,4210,25.19
2024-11-04,Maputo,Dhamra,Panamax,4280,21.95
2024-11-04,Maputo,Gangavaram,Panamax,4200,22.67
2024-11-04,Maputo,Haldia,Handysize,4380,30.41
2024-11-04,Maputo,Gopalpur,Supramax,4230,26.07
2024-11-04,Norfolk,Paradip,Capesize,9150,36.19
2024-11-04,Norfolk,Visakhapatnam (Outer),Capesize,9110,35.29
2024-11-04,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.13
2024-11-04,Norfolk,Dhamra,Capesize,9180,35.38
2024-11-04,Norfolk,Gangavaram,Capesize,9100,35.78
2024-11-04,Norfolk,Haldia,Supramax,9280,50.44
2024-11-04,Norfolk,Gopalpur,Panamax,9130,43.43
2024-11-11,Newcastle,Paradip,Panamax,4820,25.17
2024-11-11,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.72
2024-11-11,Newcastle,Visakhapatnam (Inner),Panamax,4870,25.31
2024-11-11,Newcastle,Dhamra,Capesize,4800,20.62
2024-11-11,Newcastle,Gangavaram,Capesize,4880,21.43
2024-11-11,Newcastle,Haldia,Supramax,4950,29.81
2024-11-11,Newcastle,Gopalpur,Panamax,4840,24.98
2024-11-11,Samarinda,Paradip,Panamax,2150,12.89
2024-11-11,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.97
2024-11-11,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.47
2024-11-11,Samarinda,Dhamra,Panamax,2130,12.87
2024-11-11,Samarinda,Gangavaram,Panamax,2200,13.23
2024-11-11,Samarinda,Haldia,Handysize,2280,17.05
2024-11-11,Samarinda,Gopalpur,Supramax,2160,14.9
2024-11-11,Richards Bay,Paradip,Capesize,4450,19.21
2024-11-11,Richards Bay,Visakhapatnam (Outer),Capesize,4410,18.89
2024-11-11,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.88
2024-11-11,Richards Bay,Dhamra,Capesize,4480,19.87
2024-11-11,Richards Bay,Gangavaram,Capesize,4400,18.8
2024-11-11,Richards Bay,Haldia,Supramax,4580,27.71
2024-11-11,Richards Bay,Gopalpur,Panamax,4430,23.25
2024-11-11,Maputo,Paradip,Panamax,4250,22.52
2024-11-11,Maputo,Visakhapatnam (Outer),Panamax,4210,22.02
2024-11-11,Maputo,Visakhapatnam (Inner),Supramax,4210,25.5
2024-11-11,Maputo,Dhamra,Panamax,4280,22.75
2024-11-11,Maputo,Gangavaram,Panamax,4200,21.84
2024-11-11,Maputo,Haldia,Handysize,4380,30.63
2024-11-11,Maputo,Gopalpur,Supramax,4230,26.08
2024-11-11,Norfolk,Paradip,Capesize,9150,35.32
2024-11-11,Norfolk,Visakhapatnam (Outer),Capesize,9110,35.56
2024-11-11,Norfolk,Visakhapatnam (Inner),Panamax,9110,42.32
2024-11-11,Norfolk,Dhamra,Capesize,9180,36.5
2024-11-11,Norfolk,Gangavaram,Capesize,9100,36.21
2024-11-11,Norfolk,Haldia,Supramax,9280,49.23
2024-11-11,Norfolk,Gopalpur,Panamax,9130,42.59
2024-11-18,Newcastle,Paradip,Panamax,4820,25.71
2024-11-18,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.57
2024-11-18,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.43
2024-11-18,Newcastle,Dhamra,Capesize,4800,21.44
2024-11-18,Newcastle,Gangavaram,Capesize,4880,22.12
2024-11-18,Newcastle,Haldia,Supramax,4950,29.98
2024-11-18,Newcastle,Gopalpur,Panamax,4840,26.53
2024-11-18,Samarinda,Paradip,Panamax,2150,13.4
2024-11-18,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.32
2024-11-18,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.13
2024-11-18,Samarinda,Dhamra,Panamax,2130,12.99
2024-11-18,Samarinda,Gangavaram,Panamax,2200,13.57
2024-11-18,Samarinda,Haldia,Handysize,2280,17.42
2024-11-18,Samarinda,Gopalpur,Supramax,2160,15.13
2024-11-18,Richards Bay,Paradip,Capesize,4450,20.49
2024-11-18,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.76
2024-11-18,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.03
2024-11-18,Richards Bay,Dhamra,Capesize,4480,19.84
2024-11-18,Richards Bay,Gangavaram,Capesize,4400,19.77
2024-11-18,Richards Bay,Haldia,Supramax,4580,27.87
2024-11-18,Richards Bay,Gopalpur,Panamax,4430,24.3
2024-11-18,Maputo,Paradip,Panamax,4250,23.27
2024-11-18,Maputo,Visakhapatnam (Outer),Panamax,4210,23.0
2024-11-18,Maputo,Visakhapatnam (Inner),Supramax,4210,25.93
2024-11-18,Maputo,Dhamra,Panamax,4280,23.15
2024-11-18,Maputo,Gangavaram,Panamax,4200,22.72
2024-11-18,Maputo,Haldia,Handysize,4380,30.37
2024-11-18,Maputo,Gopalpur,Supramax,4230,26.26
2024-11-18,Norfolk,Paradip,Capesize,9150,36.44
2024-11-18,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.21
2024-11-18,Norfolk,Visakhapatnam (Inner),Panamax,9110,44.03
2024-11-18,Norfolk,Dhamra,Capesize,9180,36.24
2024-11-18,Norfolk,Gangavaram,Capesize,9100,37.4
2024-11-18,Norfolk,Haldia,Supramax,9280,50.84
2024-11-18,Norfolk,Gopalpur,Panamax,9130,44.85
2024-11-25,Newcastle,Paradip,Panamax,4820,25.54
2024-11-25,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.33
2024-11-25,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.58
2024-11-25,Newcastle,Dhamra,Capesize,4800,21.05
2024-11-25,Newcastle,Gangavaram,Capesize,4880,21.19
2024-11-25,Newcastle,Haldia,Supramax,4950,29.97
2024-11-25,Newcastle,Gopalpur,Panamax,4840,26.33
2024-11-25,Samarinda,Paradip,Panamax,2150,12.87
2024-11-25,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.3
2024-11-25,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.8
2024-11-25,Samarinda,Dhamra,Panamax,2130,13.17
2024-11-25,Samarinda,Gangavaram,Panamax,2200,13.45
2024-11-25,Samarinda,Haldia,Handysize,2280,18.03
2024-11-25,Samarinda,Gopalpur,Supramax,2160,15.05
2024-11-25,Richards Bay,Paradip,Capesize,4450,19.63
2024-11-25,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.45
2024-11-25,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.02
2024-11-25,Richards Bay,Dhamra,Capesize,4480,19.95
2024-11-25,Richards Bay,Gangavaram,Capesize,4400,19.4
2024-11-25,Richards Bay,Haldia,Supramax,4580,28.98
2024-11-25,Richards Bay,Gopalpur,Panamax,4430,23.71
2024-11-25,Maputo,Paradip,Panamax,4250,23.51
2024-11-25,Maputo,Visakhapatnam (Outer),Panamax,4210,23.45
2024-11-25,Maputo,Visakhapatnam (Inner),Supramax,4210,25.73
2024-11-25,Maputo,Dhamra,Panamax,4280,23.27
2024-11-25,Maputo,Gangavaram,Panamax,4200,22.43
2024-11-25,Maputo,Haldia,Handysize,4380,30.76
2024-11-25,Maputo,Gopalpur,Supramax,4230,26.44
2024-11-25,Norfolk,Paradip,Capesize,9150,36.53
2024-11-25,Norfolk,Visakhapatnam (Outer),Capesize,9110,35.59
2024-11-25,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.17
2024-11-25,Norfolk,Dhamra,Capesize,9180,37.25
2024-11-25,Norfolk,Gangavaram,Capesize,9100,36.28
2024-11-25,Norfolk,Haldia,Supramax,9280,51.41
2024-11-25,Norfolk,Gopalpur,Panamax,9130,43.91
2024-12-02,Newcastle,Paradip,Panamax,4820,25.69
2024-12-02,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.73
2024-12-02,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.33
2024-12-02,Newcastle,Dhamra,Capesize,4800,21.49
2024-12-02,Newcastle,Gangavaram,Capesize,4880,20.76
2024-12-02,Newcastle,Haldia,Supramax,4950,30.28
2024-12-02,Newcastle,Gopalpur,Panamax,4840,25.03
2024-12-02,Samarinda,Paradip,Panamax,2150,12.61
2024-12-02,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.88
2024-12-02,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.04
2024-12-02,Samarinda,Dhamra,Panamax,2130,12.49
2024-12-02,Samarinda,Gangavaram,Panamax,2200,12.98
2024-12-02,Samarinda,Haldia,Handysize,2280,17.19
2024-12-02,Samarinda,Gopalpur,Supramax,2160,14.47
2024-12-02,Richards Bay,Paradip,Capesize,4450,19.88
2024-12-02,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.88
2024-12-02,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.27
2024-12-02,Richards Bay,Dhamra,Capesize,4480,19.51
2024-12-02,Richards Bay,Gangavaram,Capesize,4400,19.78
2024-12-02,Richards Bay,Haldia,Supramax,4580,27.99
2024-12-02,Richards Bay,Gopalpur,Panamax,4430,24.02
2024-12-02,Maputo,Paradip,Panamax,4250,22.86
2024-12-02,Maputo,Visakhapatnam (Outer),Panamax,4210,22.57
2024-12-02,Maputo,Visakhapatnam (Inner),Supramax,4210,26.29
2024-12-02,Maputo,Dhamra,Panamax,4280,23.35
2024-12-02,Maputo,Gangavaram,Panamax,4200,22.89
2024-12-02,Maputo,Haldia,Handysize,4380,31.04
2024-12-02,Maputo,Gopalpur,Supramax,4230,25.74
2024-12-02,Norfolk,Paradip,Capesize,9150,35.95
2024-12-02,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.75
2024-12-02,Norfolk,Visakhapatnam (Inner),Panamax,9110,42.88
2024-12-02,Norfolk,Dhamra,Capesize,9180,37.12
2024-12-02,Norfolk,Gangavaram,Capesize,9100,36.79
2024-12-02,Norfolk,Haldia,Supramax,9280,51.28
2024-12-02,Norfolk,Gopalpur,Panamax,9130,43.42
2024-12-09,Newcastle,Paradip,Panamax,4820,24.72
2024-12-09,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.04
2024-12-09,Newcastle,Visakhapatnam (Inner),Panamax,4870,24.65
2024-12-09,Newcastle,Dhamra,Capesize,4800,20.63
2024-12-09,Newcastle,Gangavaram,Capesize,4880,20.29
2024-12-09,Newcastle,Haldia,Supramax,4950,28.95
2024-12-09,Newcastle,Gopalpur,Panamax,4840,25.03
2024-12-09,Samarinda,Paradip,Panamax,2150,12.81
2024-12-09,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.5
