date,port_name,vessels_at_anchor,vessels_at_berth,avg_waiting_time_days,congestion_level
2024-08-13,Dhamra,7,4,1.65,Medium
2024-08-13,Gangavaram,6,4,1.08,Low
2024-08-13,Haldia,14,5,5.23,High
2024-08-13,Gopalpur,5,1,1.06,Low
2024-08-13,Newcastle,13,8,2.66,Medium
2024-08-13,Samarinda,8,5,1.67,Medium
2024-08-13,Richards Bay,5,4,1.31,Low
2024-08-13,Maputo,5,2,1.22,Low
2024-08-13,Norfolk,5,3,1.16,Low
2024-08-14,Paradip,13,7,3.36,Medium
2024-08-14,Visakhapatnam (Outer),9,4,1.92,Medium
2024-08-14,Visakhapatnam (Inner),10,5,2.49,Medium
2024-08-14,Dhamra,7,4,1.39,Low
2024-08-14,Gangavaram,6,1,1.18,Low
2024-08-14,Haldia,18,5,6.5,High
2024-08-14,Gopalpur,4,2,0.79,Low
2024-08-14,Newcastle,11,7,2.12,Medium
2024-08-14,Samarinda,7,6,1.4,Low
2024-08-14,Richards Bay,12,6,2.74,Medium
2024-08-14,Maputo,6,3,1.22,Low
2024-08-14,Norfolk,4,3,1.05,Low
2024-08-15,Paradip,16,6,4.38,High
2024-08-15,Visakhapatnam (Outer),9,4,2.28,Medium
2024-08-15,Visakhapatnam (Inner),7,4,1.98,Medium
2024-08-15,Dhamra,6,4,1.25,Low
2024-08-15,Gangavaram,6,3,1.39,Low
2024-08-15,Haldia,17,5,6.17,High
2024-08-15,Gopalpur,4,2,0.95,Low
2024-08-15,Newcastle,9,6,1.78,Medium
2024-08-15,Samarinda,6,6,1.21,Low
2024-08-15,Richards Bay,10,4,2.33,Medium
2024-08-15,Maputo,0,3,0.2,Low
2024-08-15,Norfolk,3,2,0.8,Low
2024-08-16,Paradip,13,4,3.68,High
2024-08-16,Visakhapatnam (Outer),8,3,1.76,Medium
2024-08-16,Visakhapatnam (Inner),13,6,3.16,Medium
2024-08-16,Dhamra,4,5,1.2,Low
2024-08-16,Gangavaram,5,3,1.19,Low
2024-08-16,Haldia,17,5,6.09,High
2024-08-16,Gopalpur,5,1,0.78,Low
2024-08-16,Newcastle,16,8,3.25,Medium
2024-08-16,Samarinda,5,6,1.02,Low
2024-08-16,Richards Bay,12,4,2.62,Medium
2024-08-16,Maputo,5,2,1.19,Low
2024-08-16,Norfolk,4,4,0.86,Low
2024-08-19,Paradip,15,5,4.09,High
2024-08-19,Visakhapatnam (Outer),7,5,1.89,Medium
2024-08-19,Visakhapatnam (Inner),9,5,2.42,Medium
2024-08-19,Dhamra,6,4,1.2,Low
2024-08-19,Gangavaram,7,3,1.23,Low
2024-08-19,Haldia,13,4,4.83,High
2024-08-19,Gopalpur,4,1,0.89,Low
2024-08-19,Newcastle,18,8,3.46,Medium
2024-08-19,Samarinda,10,8,1.63,Medium
2024-08-19,Richards Bay,8,5,2.08,Medium
2024-08-19,Maputo,7,1,1.38,Low
2024-08-19,Norfolk,4,4,0.79,Low
2024-08-20,Paradip,10,6,2.97,Medium
2024-08-20,Visakhapatnam (Outer),5,1,1.29,Low
2024-08-20,Visakhapatnam (Inner),9,1,2.26,Medium
2024-08-20,Dhamra,6,2,1.58,Medium
2024-08-20,Gangavaram,4,1,0.78,Low
2024-08-20,Haldia,13,5,4.94,High
2024-08-20,Gopalpur,4,2,0.94,Low
2024-08-20,Newcastle,14,8,3.01,Medium
2024-08-20,Samarinda,8,5,1.41,Low
2024-08-20,Richards Bay,7,6,1.82,Medium
2024-08-20,Maputo,4,4,0.85,Low
2024-08-20,Norfolk,3,4,0.85,Low
2024-08-21,Paradip,14,7,3.92,High
2024-08-21,Visakhapatnam (Outer),8,4,2.01,Medium
2024-08-21,Visakhapatnam (Inner),11,4,2.8,Medium
2024-08-21,Dhamra,6,2,1.28,Low
2024-08-21,Gangavaram,5,3,1.15,Low
2024-08-21,Haldia,16,6,5.98,High
2024-08-21,Gopalpur,4,2,0.83,Low
2024-08-21,Newcastle,16,6,3.03,Medium
2024-08-21,Samarinda,8,4,1.61,Medium
2024-08-21,Richards Bay,11,5,2.34,Medium
2024-08-21,Maputo,5,3,0.97,Low
2024-08-21,Norfolk,7,4,1.1,Low
2024-08-22,Paradip,13,5,3.42,Medium
2024-08-22,Visakhapatnam (Outer),13,5,2.76,Medium
2024-08-22,Visakhapatnam (Inner),11,5,2.67,Medium
2024-08-22,Dhamra,7,4,1.59,Medium
2024-08-22,Gangavaram,4,4,1.04,Low
2024-08-22,Haldia,14,4,5.21,High
2024-08-22,Gopalpur,3,2,0.61,Low
2024-08-22,Newcastle,15,6,2.81,Medium
2024-08-22,Samarinda,10,6,1.98,Medium
2024-08-22,Richards Bay,10,4,2.16,Medium
2024-08-22,Maputo,4,4,0.84,Low
2024-08-22,Norfolk,4,4,0.82,Low
2024-08-23,Paradip,15,6,3.92,High
2024-08-23,Visakhapatnam (Outer),7,3,1.62,Medium
2024-08-23,Visakhapatnam (Inner),12,5,3.01,Medium
2024-08-23,Dhamra,5,4,1.08,Low
2024-08-23,Gangavaram,7,4,1.19,Low
2024-08-23,Haldia,16,5,5.87,High
2024-08-23,Gopalpur,3,3,0.55,Low
2024-08-23,Newcastle,15,8,2.94,Medium
2024-08-23,Samarinda,7,7,1.27,Low
2024-08-23,Richards Bay,7,6,1.87,Medium
2024-08-23,Maputo,6,3,1.19,Low
2024-08-23,Norfolk,3,2,0.75,Low
2024-08-26,Paradip,14,4,3.99,High
2024-08-26,Visakhapatnam (Outer),10,4,2.34,Medium
2024-08-26,Visakhapatnam (Inner),12,4,2.9,Medium
2024-08-26,Dhamra,5,4,1.1,Low
2024-08-26,Gangavaram,5,3,1.23,Low
2024-08-26,Haldia,19,4,7.04,High
2024-08-26,Gopalpur,3,1,0.81,Low
2024-08-26,Newcastle,12,6,2.35,Medium
2024-08-26,Samarinda,7,6,1.32,Low
2024-08-26,Richards Bay,6,3,1.59,Medium
2024-08-26,Maputo,2,3,0.46,Low
2024-08-26,Norfolk,4,2,0.72,Low
2024-08-27,Paradip,12,5,3.46,Medium
2024-08-27,Visakhapatnam (Outer),9,5,2.23,Medium
2024-08-27,Visakhapatnam (Inner),11,4,2.85,Medium
2024-08-27,Dhamra,8,3,1.87,Medium
2024-08-27,Gangavaram,5,2,0.88,Low
2024-08-27,Haldia,27,4,9.89,High
2024-08-27,Gopalpur,2,2,0.62,Low
2024-08-27,Newcastle,20,7,4.02,High
2024-08-27,Samarinda,8,5,1.57,Medium
2024-08-27,Richards Bay,11,4,2.45,Medium
2024-08-27,Maputo,4,3,1.05,Low
2024-08-27,Norfolk,4,4,0.73,Low
2024-08-28,Paradip,12,7,3.16,Medium
2024-08-28,Visakhapatnam (Outer),7,5,1.54,Medium
2024-08-28,Visakhapatnam (Inner),10,3,2.66,Medium
2024-08-28,Dhamra,6,4,1.3,Low
2024-08-28,Gangavaram,4,2,0.92,Low
2024-08-28,Haldia,11,5,4.01,High
2024-08-28,Gopalpur,4,2,0.67,Low
2024-08-28,Newcastle,10,9,2.27,Medium
2024-08-28,Samarinda,5,4,1.0,Low
2024-08-28,Richards Bay,6,4,1.55,Medium
2024-08-28,Maputo,5,4,1.3,Low
2024-08-28,Norfolk,2,4,0.53,Low
2024-08-29,Paradip,17,5,4.59,High
2024-08-29,Visakhapatnam (Outer),8,4,1.88,Medium
2024-08-29,Visakhapatnam (Inner),9,6,2.33,Medium
2024-08-29,Dhamra,7,3,1.42,Low
2024-08-29,Gangavaram,3,2,0.88,Low
2024-08-29,Haldia,18,4,6.61,High
2024-08-29,Gopalpur,3,1,0.62,Low
2024-08-29,Newcastle,19,5,3.89,High
2024-08-29,Samarinda,7,4,1.32,Low
2024-08-29,Richards Bay,7,4,1.78,Medium
2024-08-29,Maputo,4,2,0.8,Low
2024-08-29,Norfolk,3,2,0.75,Low
2024-08-30,Paradip,19,5,5.2,High
2024-08-30,Visakhapatnam (Outer),8,3,2.06,Medium
2024-08-30,Visakhapatnam (Inner),12,5,2.88,Medium
2024-08-30,Dhamra,7,4,1.6,Medium
2024-08-30,Gangavaram,7,3,1.23,Low
2024-08-30,Haldia,13,5,5.04,High
2024-08-30,Gopalpur,3,1,0.51,Low
2024-08-30,Newcastle,15,6,3.04,Medium
2024-08-30,Samarinda,9,5,1.53,Medium
2024-08-30,Richards Bay,8,4,1.88,Medium
2024-08-30,Maputo,3,2,0.83,Low
2024-08-30,Norfolk,4,4,0.91,Low
2024-09-02,Paradip,10,6,2.97,Medium
2024-09-02,Visakhapatnam (Outer),5,3,1.43,Low
2024-09-02,Visakhapatnam (Inner),10,6,2.32,Medium
2024-09-02,Dhamra,4,3,0.93,Low
2024-09-02,Gangavaram,4,4,0.93,Low
2024-09-02,Haldia,13,5,4.91,High
2024-09-02,Gopalpur,3,2,0.49,Low
2024-09-02,Newcastle,18,7,3.55,High
2024-09-02,Samarinda,4,7,1.0,Low
2024-09-02,Richards Bay,7,6,1.65,Medium
2024-09-02,Maputo,6,4,1.43,Low
2024-09-02,Norfolk,3,4,0.74,Low
2024-09-03,Paradip,7,5,2.1,Medium
2024-09-03,Visakhapatnam (Outer),5,3,1.16,Low
2024-09-03,Visakhapatnam (Inner),7,5,1.64,Medium
2024-09-03,Dhamra,3,5,0.92,Low
2024-09-03,Gangavaram,3,4,0.65,Low
2024-09-03,Haldia,9,4,3.3,Medium
2024-09-03,Gopalpur,1,1,0.46,Low
2024-09-03,Newcastle,22,9,4.42,High
2024-09-03,Samarinda,6,6,1.01,Low
2024-09-03,Richards Bay,13,5,2.87,Medium
2024-09-03,Maputo,7,3,1.22,Low
2024-09-03,Norfolk,4,3,0.86,Low
2024-09-04,Paradip,10,5,2.89,Medium
2024-09-04,Visakhapatnam (Outer),5,5,1.38,Low
2024-09-04,Visakhapatnam (Inner),7,6,1.81,Medium
2024-09-04,Dhamra,5,3,1.29,Low
2024-09-04,Gangavaram,5,3,1.23,Low
2024-09-04,Haldia,12,5,4.68,High
2024-09-04,Gopalpur,3,4,0.77,Low
2024-09-04,Newcastle,12,10,2.44,Medium
2024-09-04,Samarinda,8,7,1.63,Medium
2024-09-04,Richards Bay,10,4,2.46,Medium
2024-09-04,Maputo,6,2,1.08,Low
2024-09-04,Norfolk,4,6,0.75,Low
2024-09-05,Paradip,11,6,3.12,Medium
2024-09-05,Visakhapatnam (Outer),8,4,1.71,Medium
2024-09-05,Visakhapatnam (Inner),8,4,1.91,Medium
2024-09-05,Dhamra,4,6,1.15,Low
2024-09-05,Gangavaram,1,2,0.56,Low
2024-09-05,Haldia,11,4,4.23,High
2024-09-05,Gopalpur,4,2,0.78,Low
2024-09-05,Newcastle,19,5,3.83,High
2024-09-05,Samarinda,10,6,1.72,Medium
2024-09-05,Richards Bay,11,3,2.52,Medium
2024-09-05,Maputo,4,3,0.91,Low
2024-09-05,Norfolk,3,3,0.72,Low
2024-09-06,Paradip,7,4,2.25,Medium
2024-09-06,Visakhapatnam (Outer),6,2,1.59,Medium
2024-09-06,Visakhapatnam (Inner),8,6,2.24,Medium
2024-09-06,Dhamra,5,4,1.06,Low
2024-09-06,Gangavaram,6,3,1.32,Low
2024-09-06,Haldia,12,4,4.5,High
2024-09-06,Gopalpur,3,2,0.55,Low
2024-09-06,Newcastle,12,9,2.51,Medium
2024-09-06,Samarinda,7,4,1.28,Low
2024-09-06,Richards Bay,9,5,2.2,Medium
2024-09-06,Maputo,6,2,1.38,Low
2024-09-06,Norfolk,4,4,0.96,Low
2024-09-09,Paradip,10,4,2.77,Medium
2024-09-09,Visakhapatnam (Outer),3,3,0.79,Low
2024-09-09,Visakhapatnam (Inner),8,3,1.97,Medium
2024-09-09,Dhamra,5,4,1.09,Low
2024-09-09,Gangavaram,3,4,0.61,Low
2024-09-09,Haldia,12,6,4.61,High
2024-09-09,Gopalpur,1,1,0.38,Low
2024-09-09,Newcastle,16,7,3.27,Medium
2024-09-09,Samarinda,9,7,1.54,Medium
2024-09-09,Richards Bay,6,3,1.47,Low
2024-09-09,Maputo,6,2,1.15,Low
2024-09-09,Norfolk,4,4,0.99,Low
2024-09-10,Paradip,8,6,2.43,Medium
2024-09-10,Visakhapatnam (Outer),6,5,1.53,Medium
2024-09-10,Visakhapatnam (Inner),8,3,2.13,Medium
2024-09-10,Dhamra,6,2,1.36,Low
2024-09-10,Gangavaram,5,3,1.07,Low
2024-09-10,Haldia,15,6,5.37,High
2024-09-10,Gopalpur,4,1,0.71,Low
2024-09-10,Newcastle,19,9,3.82,High
2024-09-10,Samarinda,7,7,1.45,Low
2024-09-10,Richards Bay,4,3,1.22,Low
2024-09-10,Maputo,3,3,0.73,Low
2024-09-10,Norfolk,4,4,1.05,Low
2024-09-11,Paradip,8,4,2.26,Medium
2024-09-11,Visakhapatnam (Outer),5,3,1.48,Low
2024-09-11,Visakhapatnam (Inner),4,3,1.14,Low
2024-09-11,Dhamra,5,4,1.36,Low
2024-09-11,Gangavaram,2,1,0.71,Low
2024-09-11,Haldia,9,3,3.32,Medium
2024-09-11,Gopalpur,2,1,0.37,Low
2024-09-11,Newcastle,15,8,3.03,Medium
2024-09-11,Samarinda,5,4,1.06,Low
2024-09-11,Richards Bay,7,5,1.62,Medium
2024-09-11,Maputo,6,3,1.37,Low
2024-09-11,Norfolk,3,3,0.9,Low
2024-09-12,Paradip,13,5,3.54,High
2024-09-12,Visakhapatnam (Outer),7,4,1.55,Medium
2024-09-12,Visakhapatnam (Inner),6,5,1.69,Medium
2024-09-12,Dhamra,4,2,1.1,Low
2024-09-12,Gangavaram,3,3,0.68,Low
2024-09-12,Haldia,16,5,5.71,High
2024-09-12,Gopalpur,3,3,0.57,Low
2024-09-12,Newcastle,17,7,3.16,Medium
2024-09-12,Samarinda,9,6,1.72,Medium
2024-09-12,Richards Bay,8,2,1.79,Medium
2024-09-12,Maputo,6,5,1.21,Low
2024-09-12,Norfolk,4,3,1.04,Low
2024-09-13,Paradip,6,5,1.94,Medium
2024-09-13,Visakhapatnam (Outer),3,4,1.07,Low
2024-09-13,Visakhapatnam (Inner),11,6,2.77,Medium
2024-09-13,Dhamra,3,3,0.71,Low
2024-09-13,Gangavaram,4,1,1.07,Low
2024-09-13,Haldia,11,5,4.23,High
2024-09-13,Gopalpur,4,1,0.59,Low
2024-09-13,Newcastle,18,7,3.59,High
2024-09-13,Samarinda,6,5,1.36,Low
2024-09-13,Richards Bay,13,4,2.7,Medium
2024-09-13,Maputo,4,3,0.87,Low
2024-09-13,Norfolk,3,2,0.84,Low
2024-09-16,Paradip,10,6,2.91,Medium
2024-09-16,Visakhapatnam (Outer),6,3,1.4,Low
2024-09-16,Visakhapatnam (Inner),9,4,2.19,Medium
2024-09-16,Dhamra,4,5,1.19,Low
2024-09-16,Gangavaram,3,2,0.63,Low
2024-09-16,Haldia,14,5,5.26,High
2024-09-16,Gopalpur,2,2,0.61,Low
2024-09-16,Newcastle,18,7,3.72,High
2024-09-16,Samarinda,6,4,1.15,Low
2024-09-16,Richards Bay,8,5,1.93,Medium
2024-09-16,Maputo,5,2,1.18,Low
2024-09-16,Norfolk,3,4,0.7,Low
2024-09-17,Paradip,11,5,2.97,Medium
2024-09-17,Visakhapatnam (Outer),8,5,1.78,Medium
2024-09-17,Visakhapatnam (Inner),8,4,2.25,Medium
2024-09-17,Dhamra,5,5,1.04,Low
2024-09-17,Gangavaram,3,3,0.59,Low
2024-09-17,Haldia,13,6,4.92,High
2024-09-17,Gopalpur,2,2,0.61,Low
2024-09-17,Newcastle,14,6,2.72,Medium
2024-09-17,Samarinda,3,7,0.7,Low
2024-09-17,Richards Bay,11,5,2.68,Medium
2024-09-17,Maputo,4,2,1.02,Low
2024-09-17,Norfolk,4,3,0.77,Low
2024-09-18,Paradip,10,5,2.96,Medium
2024-09-18,Visakhapatnam (Outer),4,3,1.03,Low
2024-09-18,Visakhapatnam (Inner),5,5,1.44,Low
2024-09-18,Dhamra,4,3,0.84,Low
2024-09-18,Gangavaram,6,3,1.01,Low
2024-09-18,Haldia,14,4,5.24,High
2024-09-18,Gopalpur,3,1,0.73,Low
2024-09-18,Newcastle,12,8,2.54,Medium
2024-09-18,Samarinda,9,6,1.85,Medium
2024-09-18,Richards Bay,6,5,1.67,Medium
2024-09-18,Maputo,5,2,1.07,Low
2024-09-18,Norfolk,2,3,0.69,Low
2024-09-19,Paradip,10,5,2.67,Medium
2024-09-19,Visakhapatnam (Outer),4,3,1.25,Low
2024-09-19,Visakhapatnam (Inner),7,5,1.72,Medium
2024-09-19,Dhamra,5,5,1.28,Low
2024-09-19,Gangavaram,4,2,0.72,Low
2024-09-19,Haldia,11,6,3.98,High
2024-09-19,Gopalpur,2,1,0.67,Low
2024-09-19,Newcastle,17,8,3.33,Medium
2024-09-19,Samarinda,6,7,1.01,Low
2024-09-19,Richards Bay,4,4,1.14,Low
2024-09-19,Maputo,4,2,0.98,Low
2024-09-19,Norfolk,3,4,0.67,Low
2024-09-20,Paradip,10,4,2.72,Medium
2024-09-20,Visakhapatnam (Outer),8,3,1.82,Medium
2024-09-20,Visakhapatnam (Inner),7,5,1.81,Medium
2024-09-20,Dhamra,5,4,1.25,Low
2024-09-20,Gangavaram,4,1,0.76,Low
2024-09-20,Haldia,15,4,5.68,High
2024-09-20,Gopalpur,5,2,1.0,Low
2024-09-20,Newcastle,16,7,3.15,Medium
2024-09-20,Samarinda,11,6,2.05,Medium
2024-09-20,Richards Bay,10,6,2.13,Medium
2024-09-20,Maputo,5,2,1.08,Low
2024-09-20,Norfolk,3,3,0.77,Low
2024-09-23,Paradip,13,5,3.41,Medium
2024-09-23,Visakhapatnam (Outer),5,2,1.34,Low
2024-09-23,Visakhapatnam (Inner),10,5,2.31,Medium
2024-09-23,Dhamra,6,3,1.47,Low
2024-09-23,Gangavaram,2,1,0.4,Low
2024-09-23,Haldia,12,3,4.35,High
2024-09-23,Gopalpur,3,1,0.56,Low
2024-09-23,Newcastle,15,8,3.0,Medium
2024-09-23,Samarinda,6,7,1.11,Low
2024-09-23,Richards Bay,8,3,1.89,Medium
2024-09-23,Maputo,5,1,1.28,Low
2024-09-23,Norfolk,4,3,0.94,Low
2024-09-24,Paradip,8,4,2.44,Medium
2024-09-24,Visakhapatnam (Outer),6,3,1.55,Medium
2024-09-24,Visakhapatnam (Inner),10,4,2.54,Medium
2024-09-24,Dhamra,3,4,0.77,Low
2024-09-24,Gangavaram,4,2,0.78,Low
2024-09-24,Haldia,10,4,3.76,High
2024-09-24,Gopalpur,2,2,0.6,Low
2024-09-24,Newcastle,16,6,3.1,Medium
2024-09-24,Samarinda,3,6,0.77,Low
2024-09-24,Richards Bay,8,6,2.04,Medium
2024-09-24,Maputo,5,1,1.12,Low
2024-09-24,Norfolk,3,2,0.81,Low
2024-09-25,Paradip,10,6,2.64,Medium
2024-09-25,Visakhapatnam (Outer),6,7,1.33,Low
2024-09-25,Visakhapatnam (Inner),11,3,2.57,Medium
2024-09-25,Dhamra,5,4,1.21,Low
2024-09-25,Gangavaram,4,3,0.77,Low
2024-09-25,Haldia,8,4,3.17,Medium
2024-09-25,Gopalpur,2,1,0.49,Low
2024-09-25,Newcastle,11,8,2.23,Medium
2024-09-25,Samarinda,6,4,1.29,Low
2024-09-25,Richards Bay,10,7,2.38,Medium
2024-09-25,Maputo,5,3,1.19,Low
2024-09-25,Norfolk,5,3,1.09,Low
2024-09-26,Paradip,16,7,4.2,High
2024-09-26,Visakhapatnam (Outer),6,4,1.62,Medium
2024-09-26,Visakhapatnam (Inner),8,5,1.93,Medium
2024-09-26,Dhamra,4,2,1.22,Low
2024-09-26,Gangavaram,5,3,1.06,Low
2024-09-26,Haldia,14,5,5.16,High
2024-09-26,Gopalpur,3,1,0.46,Low
2024-09-26,Newcastle,10,7,2.06,Medium
2024-09-26,Samarinda,10,5,1.66,Medium
2024-09-26,Richards Bay,8,4,2.06,Medium
2024-09-26,Maputo,4,2,1.13,Low
2024-09-26,Norfolk,3,3,0.73,Low
2024-09-27,Paradip,10,6,2.62,Medium
2024-09-27,Visakhapatnam (Outer),9,3,2.17,Medium
2024-09-27,Visakhapatnam (Inner),6,4,1.43,Low
2024-09-27,Dhamra,4,3,1.09,Low
2024-09-27,Gangavaram,5,2,0.87,Low
2024-09-27,Haldia,14,3,5.03,High
2024-09-27,Gopalpur,3,1,0.82,Low
2024-09-27,Newcastle,12,4,2.5,Medium
2024-09-27,Samarinda,8,5,1.53,Medium
2024-09-27,Richards Bay,8,4,1.7,Medium
2024-09-27,Maputo,4,3,1.07,Low
2024-09-27,Norfolk,4,2,0.73,Low
2024-09-30,Paradip,9,5,2.64,Medium
2024-09-30,Visakhapatnam (Outer),8,5,1.78,Medium
2024-09-30,Visakhapatnam (Inner),5,4,1.22,Low
2024-09-30,Dhamra,4,4,1.22,Low
2024-09-30,Gangavaram,4,1,1.09,Low
2024-09-30,Haldia,11,4,4.21,High
2024-09-30,Gopalpur,2,1,0.57,Low
2024-09-30,Newcastle,16,6,3.23,Medium
2024-09-30,Samarinda,8,5,1.47,Low
2024-09-30,Richards Bay,7,3,1.78,Medium
2024-09-30,Maputo,4,2,0.81,Low
2024-09-30,Norfolk,3,3,0.55,Low
2024-10-01,Paradip,6,4,1.75,Medium
2024-10-01,Visakhapatnam (Outer),4,2,1.21,Low
2024-10-01,Visakhapatnam (Inner),7,4,1.75,Medium
2024-10-01,Dhamra,4,4,1.16,Low
2024-10-01,Gangavaram,3,3,0.76,Low
2024-10-01,Haldia,17,4,6.19,High
2024-10-01,Gopalpur,1,1,0.27,Low
2024-10-01,Newcastle,18,7,3.68,High
2024-10-01,Samarinda,7,4,1.31,Low
2024-10-01,Richards Bay,10,5,2.37,Medium
2024-10-01,Maputo,4,2,0.88,Low
2024-10-01,Norfolk,5,2,0.97,Low
2024-10-02,Paradip,18,6,4.81,High
2024-10-02,Visakhapatnam (Outer),5,3,1.42,Low
2024-10-02,Visakhapatnam (Inner),11,6,2.88,Medium
2024-10-02,Dhamra,5,5,1.31,Low
2024-10-02,Gangavaram,4,2,1.08,Low
2024-10-02,Haldia,15,6,5.68,High
2024-10-02,Gopalpur,2,1,0.56,Low
2024-10-02,Newcastle,14,8,2.72,Medium
2024-10-02,Samarinda,6,5,1.26,Low
2024-10-02,Richards Bay,7,7,1.73,Medium
2024-10-02,Maputo,4,2,0.76,Low
2024-10-02,Norfolk,4,2,1.02,Low
2024-10-03,Paradip,8,7,2.47,Medium
2024-10-03,Visakhapatnam (Outer),5,3,1.23,Low
2024-10-03,Visakhapatnam (Inner),8,6,2.12,Medium
2024-10-03,Dhamra,4,4,1.06,Low
2024-10-03,Gangavaram,3,4,0.71,Low
2024-10-03,Haldia,15,5,5.57,High
2024-10-03,Gopalpur,2,3,0.62,Low
2024-10-03,Newcastle,16,11,3.28,Medium
2024-10-03,Samarinda,4,6,0.89,Low
2024-10-03,Richards Bay,9,5,1.91,Medium
2024-10-03,Maputo,5,4,0.98,Low
2024-10-03,Norfolk,4,2,0.97,Low
2024-10-04,Paradip,12,5,3.44,Medium
2024-10-04,Visakhapatnam (Outer),7,2,1.85,Medium
2024-10-04,Visakhapatnam (Inner),9,6,2.33,Medium
2024-10-04,Dhamra,4,4,1.02,Low
2024-10-04,Gangavaram,3,1,0.72,Low
2024-10-04,Haldia,13,4,4.81,High
2024-10-04,Gopalpur,3,3,0.57,Low
2024-10-04,Newcastle,11,9,2.26,Medium
2024-10-04,Samarinda,7,8,1.35,Low
2024-10-04,Richards Bay,7,5,1.85,Medium
2024-10-04,Maputo,5,3,1.22,Low
2024-10-04,Norfolk,4,3,1.03,Low
2024-10-07,Paradip,10,5,2.6,Medium
2024-10-07,Visakhapatnam (Outer),5,3,1.22,Low
2024-10-07,Visakhapatnam (Inner),9,4,2.28,Medium
2024-10-07,Dhamra,3,4,1.03,Low
2024-10-07,Gangavaram,5,1,0.91,Low
2024-10-07,Haldia,16,4,5.86,High
2024-10-07,Gopalpur,2,1,0.63,Low
2024-10-07,Newcastle,18,9,3.46,Medium
2024-10-07,Samarinda,8,5,1.69,Medium
2024-10-07,Richards Bay,8,4,1.77,Medium
2024-10-07,Maputo,2,3,0.8,Low
2024-10-07,Norfolk,5,4,1.04,Low
2024-10-08,Paradip,9,5,2.7,Medium
2024-10-08,Visakhapatnam (Outer),8,4,1.77,Medium
2024-10-08,Visakhapatnam (Inner),6,4,1.71,Medium
2024-10-08,Dhamra,5,3,1.12,Low
2024-10-08,Gangavaram,3,3,0.66,Low
2024-10-08,Haldia,10,4,3.99,High
2024-10-08,Gopalpur,2,1,0.38,Low
2024-10-08,Newcastle,8,7,1.66,Medium
2024-10-08,Samarinda,8,5,1.59,Medium
2024-10-08,Richards Bay,10,4,2.24,Medium
2024-10-08,Maputo,5,2,1.09,Low
2024-10-08,Norfolk,4,2,0.94,Low
2024-10-09,Paradip,10,5,3.0,Medium
2024-10-09,Visakhapatnam (Outer),5,3,1.46,Low
2024-10-09,Visakhapatnam (Inner),9,6,2.16,Medium
2024-10-09,Dhamra,5,2,1.4,Low
2024-10-09,Gangavaram,4,2,1.05,Low
2024-10-09,Haldia,12,3,4.37,High
2024-10-09,Gopalpur,2,2,0.68,Low
2024-10-09,Newcastle,17,5,3.51,High
2024-10-09,Samarinda,12,5,2.08,Medium
2024-10-09,Richards Bay,5,5,1.34,Low
2024-10-09,Maputo,6,3,1.45,Low
2024-10-09,Norfolk,4,6,0.86,Low
2024-10-10,Paradip,6,6,1.61,Medium
2024-10-10,Visakhapatnam (Outer),5,4,1.14,Low
2024-10-10,Visakhapatnam (Inner),9,4,2.3,Medium
2024-10-10,Dhamra,4,4,0.94,Low
2024-10-10,Gangavaram,3,4,0.71,Low
2024-10-10,Haldia,14,4,5.13,High
2024-10-10,Gopalpur,2,2,0.59,Low
2024-10-10,Newcastle,24,6,4.79,High
2024-10-10,Samarinda,7,6,1.35,Low
2024-10-10,Richards Bay,11,3,2.68,Medium
2024-10-10,Maputo,5,1,1.21,Low
2024-10-10,Norfolk,5,2,1.07,Low
2024-10-11,Paradip,8,3,2.15,Medium
2024-10-11,Visakhapatnam (Outer),5,3,1.32,Low
2024-10-11,Visakhapatnam (Inner),6,7,1.58,Medium
2024-10-11,Dhamra,4,4,0.85,Low
2024-10-11,Gangavaram,3,3,0.89,Low
2024-10-11,Haldia,15,4,5.71,High
2024-10-11,Gopalpur,3,2,0.68,Low
2024-10-11,Newcastle,19,8,3.67,High
2024-10-11,Samarinda,5,6,0.99,Low
2024-10-11,Richards Bay,11,4,2.6,Medium
2024-10-11,Maputo,7,3,1.58,Medium
2024-10-11,Norfolk,6,4,1.06,Low
2024-10-14,Paradip,8,6,2.13,Medium
2024-10-14,Visakhapatnam (Outer),6,4,1.6,Medium
2024-10-14,Visakhapatnam (Inner),7,6,1.98,Medium
2024-10-14,Dhamra,6,3,1.23,Low
2024-10-14,Gangavaram,5,2,1.25,Low
2024-10-14,Haldia,10,4,3.8,High
2024-10-14,Gopalpur,3,1,0.64,Low
2024-10-14,Newcastle,17,7,3.49,Medium
2024-10-14,Samarinda,3,7,0.55,Low
2024-10-14,Richards Bay,7,5,1.87,Medium
2024-10-14,Maputo,5,1,1.03,Low
2024-10-14,Norfolk,1,2,0.62,Low
2024-10-15,Paradip,12,5,3.29,Medium
2024-10-15,Visakhapatnam (Outer),6,3,1.43,Low
2024-10-15,Visakhapatnam (Inner),7,4,1.71,Medium
2024-10-15,Dhamra,4,3,1.06,Low
2024-10-15,Gangavaram,5,2,0.92,Low
2024-10-15,Haldia,6,5,2.49,Medium
2024-10-15,Gopalpur,3,2,0.54,Low
2024-10-15,Newcastle,13,7,2.74,Medium
2024-10-15,Samarinda,10,6,1.69,Medium
2024-10-15,Richards Bay,11,4,2.52,Medium
2024-10-15,Maputo,4,3,0.93,Low
2024-10-15,Norfolk,5,5,1.01,Low
