date,port,fuel_type,price_usd_per_ton
2024-07-25,Singapore,LSMGO,699.94
2024-07-25,Singapore,HSFO,350.57
2024-07-25,Fujairah,VLSFO,500.3
2024-07-25,Fujairah,LSMGO,690.78
2024-07-25,Fujairah,HSFO,340.25
2024-07-25,Rotterdam,VLSFO,488.01
2024-07-25,Rotterdam,LSMGO,678.39
2024-07-25,Rotterdam,HSFO,324.88
2024-07-25,Visakhapatnam,VLSFO,547.61
2024-07-25,Visakhapatnam,LSMGO,740.6
2024-07-25,Visakhapatnam,HSFO,387.93
2024-07-26,Singapore,VLSFO,516.22
2024-07-26,Singapore,LSMGO,704.03
2024-07-26,Singapore,HSFO,356.8
2024-07-26,Fujairah,VLSFO,504.79
2024-07-26,Fujairah,LSMGO,693.28
2024-07-26,Fujairah,HSFO,346.01
2024-07-26,Rotterdam,VLSFO,487.91
2024-07-26,Rotterdam,LSMGO,677.26
2024-07-26,Rotterdam,HSFO,331.78
2024-07-26,Visakhapatnam,VLSFO,552.0
2024-07-26,Visakhapatnam,LSMGO,737.88
2024-07-26,Visakhapatnam,HSFO,388.75
2024-07-29,Singapore,VLSFO,514.25
2024-07-29,Singapore,LSMGO,705.9
2024-07-29,Singapore,HSFO,358.78
2024-07-29,Fujairah,VLSFO,505.25
2024-07-29,Fujairah,LSMGO,694.23
2024-07-29,Fujairah,HSFO,344.37
2024-07-29,Rotterdam,VLSFO,489.15
2024-07-29,Rotterdam,LSMGO,680.94
2024-07-29,Rotterdam,HSFO,333.02
2024-07-29,Visakhapatnam,VLSFO,554.99
2024-07-29,Visakhapatnam,LSMGO,744.23
2024-07-29,Visakhapatnam,HSFO,389.29
2024-07-30,Singapore,VLSFO,522.27
2024-07-30,Singapore,LSMGO,711.58
2024-07-30,Singapore,HSFO,361.57
2024-07-30,Fujairah,VLSFO,507.63
2024-07-30,Fujairah,LSMGO,697.27
2024-07-30,Fujairah,HSFO,346.7
2024-07-30,Rotterdam,VLSFO,492.28
2024-07-30,Rotterdam,LSMGO,683.25
2024-07-30,Rotterdam,HSFO,333.36
2024-07-30,Visakhapatnam,VLSFO,554.79
2024-07-30,Visakhapatnam,LSMGO,746.37
2024-07-30,Visakhapatnam,HSFO,394.73
2024-07-31,Singapore,VLSFO,511.98
2024-07-31,Singapore,LSMGO,707.38
2024-07-31,Singapore,HSFO,357.29
2024-07-31,Fujairah,VLSFO,504.34
2024-07-31,Fujairah,LSMGO,695.58
2024-07-31,Fujairah,HSFO,342.9
2024-07-31,Rotterdam,VLSFO,492.41
2024-07-31,Rotterdam,LSMGO,677.09
2024-07-31,Rotterdam,HSFO,328.83
2024-07-31,Visakhapatnam,VLSFO,547.98
2024-07-31,Visakhapatnam,LSMGO,737.81
2024-07-31,Visakhapatnam,HSFO,387.48
2024-08-01,Singapore,VLSFO,517.21
2024-08-01,Singapore,LSMGO,708.16
2024-08-01,Singapore,HSFO,356.95
2024-08-01,Fujairah,VLSFO,502.36
2024-08-01,Fujairah,LSMGO,696.34
2024-08-01,Fujairah,HSFO,345.29
2024-08-01,Rotterdam,VLSFO,490.81
2024-08-01,Rotterdam,LSMGO,682.52
2024-08-01,Rotterdam,HSFO,330.04
2024-08-01,Visakhapatnam,VLSFO,550.55
2024-08-01,Visakhapatnam,LSMGO,743.98
2024-08-01,Visakhapatnam,HSFO,390.22
2024-08-02,Singapore,VLSFO,518.62
2024-08-02,Singapore,LSMGO,711.14
2024-08-02,Singapore,HSFO,360.04
2024-08-02,Fujairah,VLSFO,504.17
2024-08-02,Fujairah,LSMGO,694.68
2024-08-02,Fujairah,HSFO,343.85
2024-08-02,Rotterdam,VLSFO,494.58
2024-08-02,Rotterdam,LSMGO,683.48
2024-08-02,Rotterdam,HSFO,331.6
2024-08-02,Visakhapatnam,VLSFO,556.55
2024-08-02,Visakhapatnam,LSMGO,743.98
2024-08-02,Visakhapatnam,HSFO,392.25
2024-08-05,Singapore,VLSFO,513.29
2024-08-05,Singapore,LSMGO,704.37
2024-08-05,Singapore,HSFO,350.75
2024-08-05,Fujairah,VLSFO,499.94
2024-08-05,Fujairah,LSMGO,693.13
2024-08-05,Fujairah,HSFO,341.05
2024-08-05,Rotterdam,VLSFO,488.57
2024-08-05,Rotterdam,LSMGO,677.89
2024-08-05,Rotterdam,HSFO,325.55
2024-08-05,Visakhapatnam,VLSFO,546.29
2024-08-05,Visakhapatnam,LSMGO,737.96
2024-08-05,Visakhapatnam,HSFO,386.55
2024-08-06,Singapore,VLSFO,525.01
2024-08-06,Singapore,LSMGO,719.77
2024-08-06,Singapore,HSFO,370.59
2024-08-06,Fujairah,VLSFO,517.47
2024-08-06,Fujairah,LSMGO,707.83
2024-08-06,Fujairah,HSFO,354.16
2024-08-06,Rotterdam,VLSFO,505.47
2024-08-06,Rotterdam,LSMGO,690.89
2024-08-06,Rotterdam,HSFO,345.42
2024-08-06,Visakhapatnam,VLSFO,565.68
2024-08-06,Visakhapatnam,LSMGO,753.98
2024-08-06,Visakhapatnam,HSFO,405.59
2024-08-07,Singapore,VLSFO,531.93
2024-08-07,Singapore,LSMGO,720.07
2024-08-07,Singapore,HSFO,371.13
2024-08-07,Fujairah,VLSFO,520.07
2024-08-07,Fujairah,LSMGO,706.95
2024-08-07,Fujairah,HSFO,360.25
2024-08-07,Rotterdam,VLSFO,509.4
2024-08-07,Rotterdam,LSMGO,694.65
2024-08-07,Rotterdam,HSFO,348.27
2024-08-07,Visakhapatnam,VLSFO,568.96
2024-08-07,Visakhapatnam,LSMGO,759.17
2024-08-07,Visakhapatnam,HSFO,409.27
2024-08-08,Singapore,VLSFO,522.2
2024-08-08,Singapore,LSMGO,714.93
2024-08-08,Singapore,HSFO,363.61
2024-08-08,Fujairah,VLSFO,508.04
2024-08-08,Fujairah,LSMGO,699.93
2024-08-08,Fujairah,HSFO,351.38
2024-08-08,Rotterdam,VLSFO,495.55
2024-08-08,Rotterdam,LSMGO,687.91
2024-08-08,Rotterdam,HSFO,338.07
2024-08-08,Visakhapatnam,VLSFO,555.04
2024-08-08,Visakhapatnam,LSMGO,747.46
2024-08-08,Visakhapatnam,HSFO,398.7
2024-08-09,Singapore,VLSFO,527.25
2024-08-09,Singapore,LSMGO,714.33
2024-08-09,Singapore,HSFO,364.31
2024-08-09,Fujairah,VLSFO,514.4
2024-08-09,Fujairah,LSMGO,707.82
2024-08-09,Fujairah,HSFO,353.63
2024-08-09,Rotterdam,VLSFO,503.07
2024-08-09,Rotterdam,LSMGO,690.59
2024-08-09,Rotterdam,HSFO,341.19
2024-08-09,Visakhapatnam,VLSFO,564.35
2024-08-09,Visakhapatnam,LSMGO,753.63
2024-08-09,Visakhapatnam,HSFO,399.83
2024-08-12,Singapore,VLSFO,519.18
2024-08-12,Singapore,LSMGO,706.78
2024-08-12,Singapore,HSFO,359.49
2024-08-12,Fujairah,VLSFO,508.58
2024-08-12,Fujairah,LSMGO,695.32
2024-08-12,Fujairah,HSFO,346.34
2024-08-12,Rotterdam,VLSFO,493.99
2024-08-12,Rotterdam,LSMGO,687.12
2024-08-12,Rotterdam,HSFO,337.56
2024-08-12,Visakhapatnam,VLSFO,551.87
2024-08-12,Visakhapatnam,LSMGO,746.17
2024-08-12,Visakhapatnam,HSFO,393.83
2024-08-13,Singapore,VLSFO,525.15
2024-08-13,Singapore,LSMGO,717.32
2024-08-13,Singapore,HSFO,368.3
2024-08-13,Fujairah,VLSFO,516.5
2024-08-13,Fujairah,LSMGO,704.25
2024-08-13,Fujairah,HSFO,352.93
2024-08-13,Rotterdam,VLSFO,502.52
2024-08-13,Rotterdam,LSMGO,689.3
2024-08-13,Rotterdam,HSFO,341.18
2024-08-13,Visakhapatnam,VLSFO,559.94
2024-08-13,Visakhapatnam,LSMGO,751.73
2024-08-13,Visakhapatnam,HSFO,399.23
2024-08-14,Singapore,VLSFO,533.13
2024-08-14,Singapore,LSMGO,727.49
2024-08-14,Singapore,HSFO,372.59
2024-08-14,Fujairah,VLSFO,523.02
2024-08-14,Fujairah,LSMGO,711.31
2024-08-14,Fujairah,HSFO,360.21
2024-08-14,Rotterdam,VLSFO,507.2
2024-08-14,Rotterdam,LSMGO,698.03
2024-08-14,Rotterdam,HSFO,352.18
2024-08-14,Visakhapatnam,VLSFO,568.68
2024-08-14,Visakhapatnam,LSMGO,762.68
2024-08-14,Visakhapatnam,HSFO,410.47
2024-08-15,Singapore,VLSFO,528.07
2024-08-15,Singapore,LSMGO,718.93
2024-08-15,Singapore,HSFO,368.55
2024-08-15,Fujairah,VLSFO,518.0
2024-08-15,Fujairah,LSMGO,705.14
2024-08-15,Fujairah,HSFO,355.57
2024-08-15,Rotterdam,VLSFO,505.81
2024-08-15,Rotterdam,LSMGO,696.13
2024-08-15,Rotterdam,HSFO,345.8
2024-08-15,Visakhapatnam,VLSFO,562.97
2024-08-15,Visakhapatnam,LSMGO,755.13
2024-08-15,Visakhapatnam,HSFO,403.31
2024-08-16,Singapore,VLSFO,536.12
2024-08-16,Singapore,LSMGO,724.37
2024-08-16,Singapore,HSFO,376.68
2024-08-16,Fujairah,VLSFO,522.25
2024-08-16,Fujairah,LSMGO,713.13
2024-08-16,Fujairah,HSFO,366.27
2024-08-16,Rotterdam,VLSFO,509.38
2024-08-16,Rotterdam,LSMGO,698.56
2024-08-16,Rotterdam,HSFO,348.55
2024-08-16,Visakhapatnam,VLSFO,573.78
2024-08-16,Visakhapatnam,LSMGO,761.18
2024-08-16,Visakhapatnam,HSFO,410.59
2024-08-19,Singapore,VLSFO,541.38
2024-08-19,Singapore,LSMGO,731.53
2024-08-19,Singapore,HSFO,378.5
2024-08-19,Fujairah,VLSFO,528.67
2024-08-19,Fujairah,LSMGO,719.14
2024-08-19,Fujairah,HSFO,368.44
2024-08-19,Rotterdam,VLSFO,512.42
2024-08-19,Rotterdam,LSMGO,706.77
2024-08-19,Rotterdam,HSFO,354.75
2024-08-19,Visakhapatnam,VLSFO,573.21
2024-08-19,Visakhapatnam,LSMGO,764.06
2024-08-19,Visakhapatnam,HSFO,411.74
2024-08-20,Singapore,VLSFO,543.99
2024-08-20,Singapore,LSMGO,737.81
2024-08-20,Singapore,HSFO,383.22
2024-08-20,Fujairah,VLSFO,533.72
2024-08-20,Fujairah,LSMGO,724.35
2024-08-20,Fujairah,HSFO,371.55
2024-08-20,Rotterdam,VLSFO,524.06
2024-08-20,Rotterdam,LSMGO,709.57
2024-08-20,Rotterdam,HSFO,360.04
2024-08-20,Visakhapatnam,VLSFO,580.04
2024-08-20,Visakhapatnam,LSMGO,769.6
2024-08-20,Visakhapatnam,HSFO,418.23
2024-08-21,Singapore,VLSFO,563.19
2024-08-21,Singapore,LSMGO,754.61
2024-08-21,Singapore,HSFO,400.16
2024-08-21,Fujairah,VLSFO,550.79
2024-08-21,Fujairah,LSMGO,741.26
2024-08-21,Fujairah,HSFO,391.9
2024-08-21,Rotterdam,VLSFO,536.35
2024-08-21,Rotterdam,LSMGO,725.63
2024-08-21,Rotterdam,HSFO,375.77
2024-08-21,Visakhapatnam,VLSFO,598.09
2024-08-21,Visakhapatnam,LSMGO,788.71
2024-08-21,Visakhapatnam,HSFO,434.9
2024-08-22,Singapore,VLSFO,559.03
2024-08-22,Singapore,LSMGO,752.21
2024-08-22,Singapore,HSFO,401.64
2024-08-22,Fujairah,VLSFO,550.71
2024-08-22,Fujairah,LSMGO,739.33
2024-08-22,Fujairah,HSFO,387.16
2024-08-22,Rotterdam,VLSFO,535.35
2024-08-22,Rotterdam,LSMGO,725.77
2024-08-22,Rotterdam,HSFO,372.27
2024-08-22,Visakhapatnam,VLSFO,595.07
2024-08-22,Visakhapatnam,LSMGO,786.06
2024-08-22,Visakhapatnam,HSFO,432.81
2024-08-23,Singapore,VLSFO,555.21
2024-08-23,Singapore,LSMGO,744.03
2024-08-23,Singapore,HSFO,396.24
2024-08-23,Fujairah,VLSFO,538.78
2024-08-23,Fujairah,LSMGO,730.12
2024-08-23,Fujairah,HSFO,382.14
2024-08-23,Rotterdam,VLSFO,527.31
2024-08-23,Rotterdam,LSMGO,719.81
2024-08-23,Rotterdam,HSFO,370.08
2024-08-23,Visakhapatnam,VLSFO,586.14
2024-08-23,Visakhapatnam,LSMGO,778.61
2024-08-23,Visakhapatnam,HSFO,428.58
2024-08-26,Singapore,VLSFO,545.41
2024-08-26,Singapore,LSMGO,738.8
2024-08-26,Singapore,HSFO,388.16
2024-08-26,Fujairah,VLSFO,535.38
2024-08-26,Fujairah,LSMGO,725.48
2024-08-26,Fujairah,HSFO,373.97
2024-08-26,Rotterdam,VLSFO,523.72
2024-08-26,Rotterdam,LSMGO,712.37
2024-08-26,Rotterdam,HSFO,362.57
2024-08-26,Visakhapatnam,VLSFO,583.37
2024-08-26,Visakhapatnam,LSMGO,769.84
2024-08-26,Visakhapatnam,HSFO,423.04
2024-08-27,Singapore,VLSFO,537.74
2024-08-27,Singapore,LSMGO,728.64
2024-08-27,Singapore,HSFO,378.58
2024-08-27,Fujairah,VLSFO,530.44
2024-08-27,Fujairah,LSMGO,719.71
2024-08-27,Fujairah,HSFO,368.78
2024-08-27,Rotterdam,VLSFO,515.93
2024-08-27,Rotterdam,LSMGO,704.94
2024-08-27,Rotterdam,HSFO,357.25
2024-08-27,Visakhapatnam,VLSFO,574.55
2024-08-27,Visakhapatnam,LSMGO,763.85
2024-08-27,Visakhapatnam,HSFO,412.55
2024-08-28,Singapore,VLSFO,540.72
2024-08-28,Singapore,LSMGO,730.41
2024-08-28,Singapore,HSFO,378.3
2024-08-28,Fujairah,VLSFO,524.15
2024-08-28,Fujairah,LSMGO,719.03
2024-08-28,Fujairah,HSFO,364.07
2024-08-28,Rotterdam,VLSFO,515.22
2024-08-28,Rotterdam,LSMGO,706.82
2024-08-28,Rotterdam,HSFO,353.62
2024-08-28,Visakhapatnam,VLSFO,572.41
2024-08-28,Visakhapatnam,LSMGO,765.23
2024-08-28,Visakhapatnam,HSFO,415.9
2024-08-29,Singapore,VLSFO,542.09
2024-08-29,Singapore,LSMGO,734.61
2024-08-29,Singapore,HSFO,379.12
2024-08-29,Fujairah,VLSFO,529.84
2024-08-29,Fujairah,LSMGO,721.12
2024-08-29,Fujairah,HSFO,371.99
2024-08-29,Rotterdam,VLSFO,514.89
2024-08-29,Rotterdam,LSMGO,708.61
2024-08-29,Rotterdam,HSFO,357.13
2024-08-29,Visakhapatnam,VLSFO,576.19
2024-08-29,Visakhapatnam,LSMGO,764.6
2024-08-29,Visakhapatnam,HSFO,419.0
2024-08-30,Singapore,VLSFO,542.06
2024-08-30,Singapore,LSMGO,732.97
2024-08-30,Singapore,HSFO,382.85
2024-08-30,Fujairah,VLSFO,534.34
2024-08-30,Fujairah,LSMGO,723.15
2024-08-30,Fujairah,HSFO,373.89
2024-08-30,Rotterdam,VLSFO,517.62
2024-08-30,Rotterdam,LSMGO,709.86
2024-08-30,Rotterdam,HSFO,359.54
2024-08-30,Visakhapatnam,VLSFO,581.11
2024-08-30,Visakhapatnam,LSMGO,771.55
2024-08-30,Visakhapatnam,HSFO,416.19
2024-09-02,Singapore,VLSFO,551.96
2024-09-02,Singapore,LSMGO,738.23
2024-09-02,Singapore,HSFO,391.21
2024-09-02,Fujairah,VLSFO,537.65
2024-09-02,Fujairah,LSMGO,727.76
2024-09-02,Fujairah,HSFO,378.04
2024-09-02,Rotterdam,VLSFO,526.65
2024-09-02,Rotterdam,LSMGO,714.92
2024-09-02,Rotterdam,HSFO,367.32
2024-09-02,Visakhapatnam,VLSFO,585.35
2024-09-02,Visakhapatnam,LSMGO,773.33
2024-09-02,Visakhapatnam,HSFO,427.62
2024-09-03,Singapore,VLSFO,549.8
2024-09-03,Singapore,LSMGO,740.68
2024-09-03,Singapore,HSFO,392.19
2024-09-03,Fujairah,VLSFO,538.08
2024-09-03,Fujairah,LSMGO,726.42
2024-09-03,Fujairah,HSFO,378.33
2024-09-03,Rotterdam,VLSFO,528.75
2024-09-03,Rotterdam,LSMGO,716.93
2024-09-03,Rotterdam,HSFO,367.11
2024-09-03,Visakhapatnam,VLSFO,586.88
2024-09-03,Visakhapatnam,LSMGO,774.28
2024-09-03,Visakhapatnam,HSFO,425.59
2024-09-04,Singapore,VLSFO,564.66
2024-09-04,Singapore,LSMGO,750.76
2024-09-04,Singapore,HSFO,401.82
2024-09-04,Fujairah,VLSFO,549.81
2024-09-04,Fujairah,LSMGO,740.74
2024-09-04,Fujairah,HSFO,394.03
2024-09-04,Rotterdam,VLSFO,535.56
2024-09-04,Rotterdam,LSMGO,728.26
2024-09-04,Rotterdam,HSFO,376.23
2024-09-04,Visakhapatnam,VLSFO,600.98
2024-09-04,Visakhapatnam,LSMGO,785.83
2024-09-04,Visakhapatnam,HSFO,437.57
2024-09-05,Singapore,VLSFO,562.4
2024-09-05,Singapore,LSMGO,752.2
2024-09-05,Singapore,HSFO,400.51
2024-09-05,Fujairah,VLSFO,548.05
2024-09-05,Fujairah,LSMGO,738.36
2024-09-05,Fujairah,HSFO,387.56
2024-09-05,Rotterdam,VLSFO,534.21
2024-09-05,Rotterdam,LSMGO,725.87
2024-09-05,Rotterdam,HSFO,374.58
2024-09-05,Visakhapatnam,VLSFO,594.7
2024-09-05,Visakhapatnam,LSMGO,786.91
2024-09-05,Visakhapatnam,HSFO,438.78
2024-09-06,Singapore,VLSFO,584.54
2024-09-06,Singapore,LSMGO,771.38
2024-09-06,Singapore,HSFO,421.37
2024-09-06,Fujairah,VLSFO,574.63
2024-09-06,Fujairah,LSMGO,760.7
2024-09-06,Fujairah,HSFO,409.47
2024-09-06,Rotterdam,VLSFO,559.51
2024-09-06,Rotterdam,LSMGO,749.66
2024-09-06,Rotterdam,HSFO,399.81
2024-09-06,Visakhapatnam,VLSFO,617.52
2024-09-06,Visakhapatnam,LSMGO,806.01
2024-09-06,Visakhapatnam,HSFO,461.71
2024-09-09,Singapore,VLSFO,587.96
2024-09-09,Singapore,LSMGO,780.51
2024-09-09,Singapore,HSFO,430.7
2024-09-09,Fujairah,VLSFO,578.12
2024-09-09,Fujairah,LSMGO,766.33
2024-09-09,Fujairah,HSFO,416.08
2024-09-09,Rotterdam,VLSFO,565.04
2024-09-09,Rotterdam,LSMGO,756.65
2024-09-09,Rotterdam,HSFO,407.14
2024-09-09,Visakhapatnam,VLSFO,622.09
2024-09-09,Visakhapatnam,LSMGO,812.39
2024-09-09,Visakhapatnam,HSFO,467.13
2024-09-10,Singapore,VLSFO,583.36
2024-09-10,Singapore,LSMGO,774.23
2024-09-10,Singapore,HSFO,420.15
2024-09-10,Fujairah,VLSFO,570.46
2024-09-10,Fujairah,LSMGO,761.14
2024-09-10,Fujairah,HSFO,411.02
2024-09-10,Rotterdam,VLSFO,556.39
2024-09-10,Rotterdam,LSMGO,744.03
2024-09-10,Rotterdam,HSFO,397.43
2024-09-10,Visakhapatnam,VLSFO,615.46
2024-09-10,Visakhapatnam,LSMGO,806.64
2024-09-10,Visakhapatnam,HSFO,459.68
2024-09-11,Singapore,VLSFO,572.04
2024-09-11,Singapore,LSMGO,764.69
2024-09-11,Singapore,HSFO,410.78
2024-09-11,Fujairah,VLSFO,561.68
2024-09-11,Fujairah,LSMGO,753.51
2024-09-11,Fujairah,HSFO,398.26
2024-09-11,Rotterdam,VLSFO,544.7
2024-09-11,Rotterdam,LSMGO,737.25
2024-09-11,Rotterdam,HSFO,385.2
2024-09-11,Visakhapatnam,VLSFO,609.14
2024-09-11,Visakhapatnam,LSMGO,800.13
2024-09-11,Visakhapatnam,HSFO,447.25
2024-09-12,Singapore,VLSFO,575.4
2024-09-12,Singapore,LSMGO,766.46
2024-09-12,Singapore,HSFO,418.19
2024-09-12,Fujairah,VLSFO,561.9
2024-09-12,Fujairah,LSMGO,755.39
2024-09-12,Fujairah,HSFO,405.53
2024-09-12,Rotterdam,VLSFO,552.67
2024-09-12,Rotterdam,LSMGO,740.3
2024-09-12,Rotterdam,HSFO,393.13
2024-09-12,Visakhapatnam,VLSFO,609.4
2024-09-12,Visakhapatnam,LSMGO,800.04
2024-09-12,Visakhapatnam,HSFO,454.11
2024-09-13,Singapore,VLSFO,576.41
2024-09-13,Singapore,LSMGO,762.06
2024-09-13,Singapore,HSFO,413.46
2024-09-13,Fujairah,VLSFO,561.26
2024-09-13,Fujairah,LSMGO,751.6
2024-09-13,Fujairah,HSFO,401.46
2024-09-13,Rotterdam,VLSFO,547.35
2024-09-13,Rotterdam,LSMGO,739.73
2024-09-13,Rotterdam,HSFO,391.37
2024-09-13,Visakhapatnam,VLSFO,610.61
2024-09-13,Visakhapatnam,LSMGO,801.01
2024-09-13,Visakhapatnam,HSFO,447.46
2024-09-16,Singapore,VLSFO,583.9
2024-09-16,Singapore,LSMGO,773.22
2024-09-16,Singapore,HSFO,423.02
2024-09-16,Fujairah,VLSFO,571.13
2024-09-16,Fujairah,LSMGO,761.78
2024-09-16,Fujairah,HSFO,409.45
2024-09-16,Rotterdam,VLSFO,554.39
2024-09-16,Rotterdam,LSMGO,746.89
2024-09-16,Rotterdam,HSFO,397.65
2024-09-16,Visakhapatnam,VLSFO,617.62
2024-09-16,Visakhapatnam,LSMGO,806.32
2024-09-16,Visakhapatnam,HSFO,453.6
2024-09-17,Singapore,VLSFO,584.6
2024-09-17,Singapore,LSMGO,777.9
2024-09-17,Singapore,HSFO,425.88
2024-09-17,Fujairah,VLSFO,573.6
2024-09-17,Fujairah,LSMGO,761.99
2024-09-17,Fujairah,HSFO,412.58
2024-09-17,Rotterdam,VLSFO,562.74
2024-09-17,Rotterdam,LSMGO,751.37
2024-09-17,Rotterdam,HSFO,402.1
2024-09-17,Visakhapatnam,VLSFO,620.1
2024-09-17,Visakhapatnam,LSMGO,811.15
2024-09-17,Visakhapatnam,HSFO,458.86
2024-09-18,Singapore,VLSFO,586.02
2024-09-18,Singapore,LSMGO,774.36
2024-09-18,Singapore,HSFO,424.45
2024-09-18,Fujairah,VLSFO,573.69
2024-09-18,Fujairah,LSMGO,765.41
2024-09-18,Fujairah,HSFO,410.18
2024-09-18,Rotterdam,VLSFO,561.74
2024-09-18,Rotterdam,LSMGO,748.55
2024-09-18,Rotterdam,HSFO,399.45
2024-09-18,Visakhapatnam,VLSFO,616.92
2024-09-18,Visakhapatnam,LSMGO,808.6
2024-09-18,Visakhapatnam,HSFO,459.81
2024-09-19,Singapore,VLSFO,574.76
2024-09-19,Singapore,LSMGO,767.37
2024-09-19,Singapore,HSFO,419.98
2024-09-19,Fujairah,VLSFO,563.05
2024-09-19,Fujairah,LSMGO,757.01
2024-09-19,Fujairah,HSFO,404.88
2024-09-19,Rotterdam,VLSFO,553.35
2024-09-19,Rotterdam,LSMGO,740.98
2024-09-19,Rotterdam,HSFO,390.38
2024-09-19,Visakhapatnam,VLSFO,610.38
2024-09-19,Visakhapatnam,LSMGO,799.84
2024-09-19,Visakhapatnam,HSFO,450.54
2024-09-20,Singapore,VLSFO,565.34
2024-09-20,Singapore,LSMGO,756.65
2024-09-20,Singapore,HSFO,406.24
2024-09-20,Fujairah,VLSFO,553.47
2024-09-20,Fujairah,LSMGO,740.02
2024-09-20,Fujairah,HSFO,391.09
2024-09-20,Rotterdam,VLSFO,538.22
2024-09-20,Rotterdam,LSMGO,727.86
2024-09-20,Rotterdam,HSFO,379.45
2024-09-20,Visakhapatnam,VLSFO,599.57
2024-09-20,Visakhapatnam,LSMGO,788.5
2024-09-20,Visakhapatnam,HSFO,438.48
2024-09-23,Singapore,VLSFO,562.61
2024-09-23,Singapore,LSMGO,752.37
2024-09-23,Singapore,HSFO,399.48
2024-09-23,Fujairah,VLSFO,551.12
2024-09-23,Fujairah,LSMGO,741.35
2024-09-23,Fujairah,HSFO,387.6
2024-09-23,Rotterdam,VLSFO,534.76
2024-09-23,Rotterdam,LSMGO,725.67
2024-09-23,Rotterdam,HSFO,378.28
2024-09-23,Visakhapatnam,VLSFO,597.89
2024-09-23,Visakhapatnam,LSMGO,783.25
2024-09-23,Visakhapatnam,HSFO,434.99
2024-09-24,Singapore,VLSFO,568.21
2024-09-24,Singapore,LSMGO,757.91
2024-09-24,Singapore,HSFO,406.06
2024-09-24,Fujairah,VLSFO,558.05
2024-09-24,Fujairah,LSMGO,746.95
2024-09-24,Fujairah,HSFO,397.92
2024-09-24,Rotterdam,VLSFO,545.05
2024-09-24,Rotterdam,LSMGO,734.38
2024-09-24,Rotterdam,HSFO,382.53
2024-09-24,Visakhapatnam,VLSFO,603.56
2024-09-24,Visakhapatnam,LSMGO,790.86
2024-09-24,Visakhapatnam,HSFO,443.94
2024-09-25,Singapore,VLSFO,567.85
2024-09-25,Singapore,LSMGO,760.94
2024-09-25,Singapore,HSFO,408.15
2024-09-25,Fujairah,VLSFO,555.48
2024-09-25,Fujairah,LSMGO,745.77
2024-09-25,Fujairah,HSFO,394.79
2024-09-25,Rotterdam,VLSFO,546.09
2024-09-25,Rotterdam,LSMGO,736.17
2024-09-25,Rotterdam,HSFO,384.86
2024-09-25,Visakhapatnam,VLSFO,602.74
2024-09-25,Visakhapatnam,LSMGO,792.28
2024-09-25,Visakhapatnam,HSFO,441.89
2024-09-26,Singapore,VLSFO,557.18
2024-09-26,Singapore,LSMGO,751.53
2024-09-26,Singapore,HSFO,397.63
2024-09-26,Fujairah,VLSFO,546.31
2024-09-26,Fujairah,LSMGO,734.82
2024-09-26,Fujairah,HSFO,385.52
2024-09-26,Rotterdam,VLSFO,534.3
2024-09-26,Rotterdam,LSMGO,724.83
2024-09-26,Rotterdam,HSFO,372.66
2024-09-26,Visakhapatnam,VLSFO,591.53
2024-09-26,Visakhapatnam,LSMGO,783.53
2024-09-26,Visakhapatnam,HSFO,432.59
2024-09-27,Singapore,VLSFO,559.01
2024-09-27,Singapore,LSMGO,753.45
2024-09-27,Singapore,HSFO,401.39
2024-09-27,Fujairah,VLSFO,549.03
2024-09-27,Fujairah,LSMGO,738.19
2024-09-27,Fujairah,HSFO,388.27
2024-09-27,Rotterdam,VLSFO,535.94
2024-09-27,Rotterdam,LSMGO,726.87
2024-09-27,Rotterdam,HSFO,376.91
2024-09-27,Visakhapatnam,VLSFO,593.72
2024-09-27,Visakhapatnam,LSMGO,785.69
2024-09-27,Visakhapatnam,HSFO,435.16
2024-09-30,Singapore,VLSFO,566.21
2024-09-30,Singapore,LSMGO,754.78
2024-09-30,Singapore,HSFO,404.18
2024-09-30,Fujairah,VLSFO,549.68
2024-09-30,Fujairah,LSMGO,742.62
2024-09-30,Fujairah,HSFO,389.69
2024-09-30,Rotterdam,VLSFO,538.01
2024-09-30,Rotterdam,LSMGO,726.85
2024-09-30,Rotterdam,HSFO,380.14
2024-09-30,Visakhapatnam,VLSFO,597.23
2024-09-30,Visakhapatnam,LSMGO,788.34
2024-09-30,Visakhapatnam,HSFO,441.36
2024-10-01,Singapore,VLSFO,554.79
2024-10-01,Singapore,LSMGO,746.62
2024-10-01,Singapore,HSFO,396.08
2024-10-01,Fujairah,VLSFO,541.68
2024-10-01,Fujairah,LSMGO,736.32
2024-10-01,Fujairah,HSFO,381.98
2024-10-01,Rotterdam,VLSFO,531.41
2024-10-01,Rotterdam,LSMGO,721.93
2024-10-01,Rotterdam,HSFO,372.34
2024-10-01,Visakhapatnam,VLSFO,592.7
2024-10-01,Visakhapatnam,LSMGO,780.09
2024-10-01,Visakhapatnam,HSFO,428.63
2024-10-02,Singapore,VLSFO,559.25
2024-10-02,Singapore,LSMGO,748.12
2024-10-02,Singapore,HSFO,399.92
2024-10-02,Fujairah,VLSFO,547.84
2024-10-02,Fujairah,LSMGO,737.97
2024-10-02,Fujairah,HSFO,385.82
2024-10-02,Rotterdam,VLSFO,531.91
2024-10-02,Rotterdam,LSMGO,724.66
2024-10-02,Rotterdam,HSFO,372.62
2024-10-02,Visakhapatnam,VLSFO,591.01
