date,vessel_class,demurrage_rate_usd_per_day,despatch_rate_usd_per_day,allowed_laytime_hours,projected_delay_hours,net_demurrage_cost_usd
2024-05-30,Supramax,13907.98,6953.99,60,23.4,0.0
2024-05-30,Panamax,17665.55,8832.77,72,19.1,0.0
2024-05-30,Capesize,26791.47,13395.74,96,31.1,0.0
2024-05-31,Handysize,10756.98,5378.49,48,19.4,0.0
2024-05-31,Supramax,14354.5,7177.25,60,5.3,0.0
2024-05-31,Panamax,18112.22,9056.11,72,43.5,0.0
2024-05-31,Capesize,27102.84,13551.42,96,3.9,0.0
2024-06-03,Handysize,10347.98,5173.99,48,69.3,9183.83
2024-06-03,Supramax,13499.38,6749.69,60,39.9,0.0
2024-06-03,Panamax,17316.02,8658.01,72,96.7,17821.07
2024-06-03,Capesize,26137.34,13068.67,96,19.8,0.0
2024-06-04,Handysize,10422.1,5211.05,48,61.4,5819.01
2024-06-04,Supramax,13379.6,6689.8,60,84.4,13602.59
2024-06-04,Panamax,17099.96,8549.98,72,60.2,0.0
2024-06-04,Capesize,25542.95,12771.48,96,57.7,0.0
2024-06-05,Handysize,10547.01,5273.51,48,60.9,5669.02
2024-06-05,Supramax,13182.51,6591.26,60,43.0,0.0
2024-06-05,Panamax,17358.2,8679.1,72,44.2,0.0
2024-06-05,Capesize,26362.94,13181.47,96,56.5,0.0
2024-06-06,Handysize,9850.98,4925.49,48,36.6,0.0
2024-06-06,Supramax,13015.77,6507.89,60,35.1,0.0
2024-06-06,Panamax,17656.0,8828.0,72,44.9,0.0
2024-06-06,Capesize,25994.14,12997.07,96,39.2,0.0
2024-06-07,Handysize,10265.59,5132.8,48,59.5,4918.93
2024-06-07,Supramax,12919.62,6459.81,60,76.8,9043.73
2024-06-07,Panamax,16771.43,8385.72,72,72.8,559.05
2024-06-07,Capesize,25381.8,12690.9,96,42.1,0.0
2024-06-10,Handysize,10386.09,5193.05,48,42.7,0.0
2024-06-10,Supramax,14027.88,7013.94,60,34.7,0.0
2024-06-10,Panamax,17072.76,8536.38,72,62.7,0.0
2024-06-10,Capesize,26464.12,13232.06,96,54.8,0.0
2024-06-11,Handysize,9967.2,4983.6,48,54.2,2574.86
2024-06-11,Supramax,13161.05,6580.52,60,62.0,1096.75
2024-06-11,Panamax,17545.96,8772.98,72,52.3,0.0
2024-06-11,Capesize,25878.29,12939.15,96,66.2,0.0
2024-06-12,Handysize,10401.44,5200.72,48,51.4,1473.54
2024-06-12,Supramax,13348.22,6674.11,60,60.2,111.24
2024-06-12,Panamax,17601.41,8800.7,72,60.1,0.0
2024-06-12,Capesize,25704.38,12852.19,96,49.8,0.0
2024-06-13,Handysize,9979.74,4989.87,48,66.5,7692.72
2024-06-13,Supramax,13433.12,6716.56,60,70.5,5876.99
2024-06-13,Panamax,17185.8,8592.9,72,78.4,4582.88
2024-06-13,Capesize,26381.08,13190.54,96,34.2,0.0
2024-06-14,Handysize,10341.04,5170.52,48,52.2,1809.68
2024-06-14,Supramax,13706.9,6853.45,60,81.7,12393.32
2024-06-14,Panamax,17349.08,8674.54,72,69.2,0.0
2024-06-14,Capesize,26692.15,13346.08,96,64.9,0.0
2024-06-17,Handysize,9972.64,4986.32,48,40.3,0.0
2024-06-17,Supramax,14113.55,7056.77,60,60.6,352.84
2024-06-17,Panamax,17802.46,8901.23,72,78.1,4524.79
2024-06-17,Capesize,26953.77,13476.89,96,37.0,0.0
2024-06-18,Handysize,9911.85,4955.93,48,53.0,2064.97
2024-06-18,Supramax,13026.97,6513.48,60,74.2,7707.62
2024-06-18,Panamax,17033.35,8516.67,72,43.3,0.0
2024-06-18,Capesize,25960.08,12980.04,96,70.4,0.0
2024-06-19,Handysize,10469.93,5234.97,48,31.4,0.0
2024-06-19,Supramax,13575.28,6787.64,60,35.7,0.0
2024-06-19,Panamax,17009.45,8504.73,72,58.2,0.0
2024-06-19,Capesize,25726.48,12863.24,96,56.8,0.0
2024-06-20,Handysize,10348.15,5174.07,48,61.2,5691.48
2024-06-20,Supramax,12982.76,6491.38,60,48.5,0.0
2024-06-20,Panamax,17091.36,8545.68,72,48.6,0.0
2024-06-20,Capesize,25459.73,12729.86,96,61.4,0.0
2024-06-21,Handysize,9507.86,4753.93,48,47.7,0.0
2024-06-21,Supramax,12622.78,6311.39,60,86.5,13937.65
2024-06-21,Panamax,16186.12,8093.06,72,62.5,0.0
2024-06-21,Capesize,25251.86,12625.93,96,56.4,0.0
2024-06-24,Handysize,10053.77,5026.89,48,55.2,3016.13
2024-06-24,Supramax,12803.35,6401.68,60,47.8,0.0
2024-06-24,Panamax,16119.89,8059.94,72,42.7,0.0
2024-06-24,Capesize,25441.93,12720.97,96,35.2,0.0
2024-06-25,Handysize,10039.43,5019.72,48,57.9,4141.26
2024-06-25,Supramax,13479.21,6739.6,60,31.5,0.0
2024-06-25,Panamax,16853.01,8426.5,72,63.9,0.0
2024-06-25,Capesize,25172.93,12586.47,96,74.5,0.0
2024-06-26,Handysize,9755.12,4877.56,48,69.1,8576.38
2024-06-26,Supramax,13433.41,6716.7,60,45.0,0.0
2024-06-26,Panamax,16951.18,8475.59,72,55.4,0.0
2024-06-26,Capesize,25938.22,12969.11,96,53.0,0.0
2024-06-27,Handysize,10049.8,5024.9,48,62.3,5988.01
2024-06-27,Supramax,13654.4,6827.2,60,62.2,1251.65
2024-06-27,Panamax,17669.42,8834.71,72,46.5,0.0
2024-06-27,Capesize,25754.29,12877.15,96,48.9,0.0
2024-06-28,Handysize,10707.94,5353.97,48,71.2,10351.01
2024-06-28,Supramax,13943.08,6971.54,60,52.7,0.0
2024-06-28,Panamax,17692.58,8846.29,72,41.2,0.0
2024-06-28,Capesize,25571.75,12785.88,96,58.2,0.0
2024-07-01,Handysize,10076.35,5038.18,48,76.3,11881.7
2024-07-01,Supramax,13775.44,6887.72,60,45.6,0.0
2024-07-01,Panamax,16664.82,8332.41,72,38.7,0.0
2024-07-01,Capesize,26163.14,13081.57,96,34.0,0.0
2024-07-02,Handysize,10621.32,5310.66,48,60.1,5354.92
2024-07-02,Supramax,12979.41,6489.7,60,57.9,0.0
2024-07-02,Panamax,17161.49,8580.75,72,62.7,0.0
2024-07-02,Capesize,25666.93,12833.47,96,53.9,0.0
2024-07-03,Handysize,10421.71,5210.85,48,51.0,1302.71
2024-07-03,Supramax,14011.78,7005.89,60,36.5,0.0
2024-07-03,Panamax,17193.31,8596.66,72,44.5,0.0
2024-07-03,Capesize,25970.08,12985.04,96,56.3,0.0
2024-07-04,Handysize,10341.27,5170.64,48,56.1,3490.18
2024-07-04,Supramax,13444.05,6722.02,60,59.7,0.0
2024-07-04,Panamax,17874.98,8937.49,72,63.0,0.0
2024-07-04,Capesize,26651.06,13325.53,96,62.7,0.0
2024-07-05,Handysize,10382.66,5191.33,48,58.7,4628.94
2024-07-05,Supramax,13570.1,6785.05,60,50.9,0.0
2024-07-05,Panamax,17436.67,8718.33,72,49.1,0.0
2024-07-05,Capesize,26152.13,13076.07,96,46.8,0.0
2024-07-08,Handysize,10345.58,5172.79,48,42.4,0.0
2024-07-08,Supramax,14374.12,7187.06,60,45.5,0.0
2024-07-08,Panamax,18004.11,9002.06,72,51.3,0.0
2024-07-08,Capesize,26984.16,13492.08,96,59.4,0.0
2024-07-09,Handysize,10201.35,5100.68,48,50.7,1147.65
2024-07-09,Supramax,13775.56,6887.78,60,80.6,11824.02
2024-07-09,Panamax,17865.54,8932.77,72,58.0,0.0
2024-07-09,Capesize,26283.58,13141.79,96,46.2,0.0
2024-07-10,Handysize,10305.07,5152.53,48,56.1,3477.96
2024-07-10,Supramax,13311.07,6655.53,60,75.5,8596.73
2024-07-10,Panamax,17290.55,8645.27,72,70.7,0.0
2024-07-10,Capesize,26477.32,13238.66,96,62.6,0.0
2024-07-11,Handysize,10233.18,5116.59,48,41.6,0.0
2024-07-11,Supramax,13269.4,6634.7,60,69.1,5031.31
2024-07-11,Panamax,16897.09,8448.55,72,46.8,0.0
2024-07-11,Capesize,25648.0,12824.0,96,86.5,0.0
2024-07-12,Handysize,10162.76,5081.38,48,42.0,0.0
2024-07-12,Supramax,13357.54,6678.77,60,60.9,500.91
2024-07-12,Panamax,17574.16,8787.08,72,72.5,366.13
2024-07-12,Capesize,26277.15,13138.58,96,38.9,0.0
2024-07-15,Handysize,10253.49,5126.74,48,92.5,19011.68
2024-07-15,Supramax,13444.77,6722.39,60,54.7,0.0
2024-07-15,Panamax,17710.54,8855.27,72,88.5,12176.0
2024-07-15,Capesize,26165.85,13082.92,96,53.7,0.0
2024-07-16,Handysize,10225.37,5112.69,48,81.9,14443.34
2024-07-16,Supramax,13357.57,6678.78,60,37.8,0.0
2024-07-16,Panamax,17534.13,8767.07,72,29.6,0.0
2024-07-16,Capesize,25907.39,12953.69,96,65.4,0.0
2024-07-17,Handysize,10861.83,5430.91,48,55.1,3213.29
2024-07-17,Supramax,13428.87,6714.44,60,61.1,615.49
2024-07-17,Panamax,17442.77,8721.39,72,42.2,0.0
2024-07-17,Capesize,26081.62,13040.81,96,70.2,0.0
2024-07-18,Handysize,10833.07,5416.53,48,53.5,2482.58
2024-07-18,Supramax,13361.93,6680.97,60,69.8,5456.12
2024-07-18,Panamax,17563.13,8781.57,72,45.7,0.0
2024-07-18,Capesize,26256.58,13128.29,96,57.9,0.0
2024-07-19,Handysize,10214.61,5107.31,48,66.9,8044.01
2024-07-19,Supramax,13974.0,6987.0,60,67.2,4192.2
2024-07-19,Panamax,17615.49,8807.75,72,79.3,5358.04
2024-07-19,Capesize,26846.94,13423.47,96,72.6,0.0
2024-07-22,Handysize,10076.54,5038.27,48,88.2,16878.2
2024-07-22,Supramax,13557.41,6778.7,60,76.6,9377.21
2024-07-22,Panamax,18042.34,9021.17,72,59.1,0.0
2024-07-22,Capesize,26780.24,13390.12,96,50.6,0.0
2024-07-23,Handysize,10777.4,5388.7,48,54.7,3008.69
2024-07-23,Supramax,13588.28,6794.14,60,60.4,226.47
2024-07-23,Panamax,17648.44,8824.22,72,56.2,0.0
2024-07-23,Capesize,26631.28,13315.64,96,32.3,0.0
2024-07-24,Handysize,10424.54,5212.27,48,69.7,9425.52
2024-07-24,Supramax,13845.09,6922.55,60,60.8,461.5
2024-07-24,Panamax,18167.72,9083.86,72,32.2,0.0
2024-07-24,Capesize,27475.63,13737.82,96,58.3,0.0
2024-07-25,Handysize,10941.55,5470.77,48,43.4,0.0
2024-07-25,Supramax,14366.21,7183.1,60,35.6,0.0
2024-07-25,Panamax,18202.69,9101.34,72,44.4,0.0
2024-07-25,Capesize,27559.27,13779.64,96,61.5,0.0
2024-07-26,Handysize,11170.54,5585.27,48,58.6,4933.66
2024-07-26,Supramax,14029.21,7014.6,60,52.2,0.0
2024-07-26,Panamax,17793.07,8896.53,72,51.4,0.0
2024-07-26,Capesize,27633.99,13817.0,96,57.9,0.0
2024-07-29,Handysize,11204.55,5602.27,48,50.0,933.71
2024-07-29,Supramax,14435.82,7217.91,60,70.3,6195.37
2024-07-29,Panamax,18514.26,9257.13,72,91.5,15042.84
2024-07-29,Capesize,27756.94,13878.47,96,63.7,0.0
2024-07-30,Handysize,11061.33,5530.66,48,50.2,1013.96
2024-07-30,Supramax,14017.25,7008.62,60,57.9,0.0
2024-07-30,Panamax,18107.32,9053.66,72,59.4,0.0
2024-07-30,Capesize,27599.5,13799.75,96,48.6,0.0
2024-07-31,Handysize,10458.62,5229.31,48,55.5,3268.32
2024-07-31,Supramax,14429.56,7214.78,60,27.0,0.0
2024-07-31,Panamax,18653.88,9326.94,72,65.4,0.0
2024-07-31,Capesize,27371.62,13685.81,96,60.0,0.0
2024-08-01,Handysize,10383.37,5191.69,48,57.9,4283.14
2024-08-01,Supramax,13947.31,6973.65,60,45.9,0.0
2024-08-01,Panamax,18446.38,9223.19,72,55.8,0.0
2024-08-01,Capesize,27171.92,13585.96,96,67.4,0.0
2024-08-02,Handysize,10373.98,5186.99,48,63.1,6526.96
2024-08-02,Supramax,14455.27,7227.64,60,50.4,0.0
2024-08-02,Panamax,18270.37,9135.18,72,46.4,0.0
2024-08-02,Capesize,27508.65,13754.33,96,76.1,0.0
2024-08-05,Handysize,10990.9,5495.45,48,43.1,0.0
2024-08-05,Supramax,14419.22,7209.61,60,50.4,0.0
2024-08-05,Panamax,18462.93,9231.47,72,75.0,2307.87
2024-08-05,Capesize,27515.79,13757.9,96,61.3,0.0
2024-08-06,Handysize,11220.98,5610.49,48,54.6,3085.77
2024-08-06,Supramax,14330.87,7165.44,60,72.3,7344.57
2024-08-06,Panamax,18785.35,9392.67,72,28.9,0.0
2024-08-06,Capesize,28021.89,14010.94,96,47.3,0.0
2024-08-07,Handysize,11094.47,5547.23,48,75.2,12573.73
2024-08-07,Supramax,14055.07,7027.53,60,57.6,0.0
2024-08-07,Panamax,17859.5,8929.75,72,69.2,0.0
2024-08-07,Capesize,28162.17,14081.08,96,44.4,0.0
2024-08-08,Handysize,10761.09,5380.55,48,55.8,3497.35
2024-08-08,Supramax,14915.16,7457.58,60,58.6,0.0
2024-08-08,Panamax,18849.85,9424.92,72,46.7,0.0
2024-08-08,Capesize,28034.79,14017.4,96,17.3,0.0
2024-08-09,Handysize,11114.7,5557.35,48,64.4,7595.05
2024-08-09,Supramax,14634.25,7317.12,60,43.8,0.0
2024-08-09,Panamax,19204.2,9602.1,72,44.0,0.0
2024-08-09,Capesize,29289.93,14644.97,96,49.4,0.0
2024-08-12,Handysize,11639.85,5819.93,48,22.6,0.0
2024-08-12,Supramax,15127.09,7563.55,60,68.1,5105.39
2024-08-12,Panamax,18757.53,9378.76,72,55.2,0.0
2024-08-12,Capesize,28654.39,14327.19,96,73.0,0.0
2024-08-13,Handysize,11234.0,5617.0,48,58.9,5102.11
2024-08-13,Supramax,14417.89,7208.94,60,47.2,0.0
2024-08-13,Panamax,18834.85,9417.42,72,73.8,1412.61
2024-08-13,Capesize,28949.41,14474.7,96,59.2,0.0
2024-08-14,Handysize,11374.87,5687.44,48,72.1,11422.27
2024-08-14,Supramax,14505.74,7252.87,60,55.2,0.0
2024-08-14,Panamax,18340.53,9170.26,72,43.5,0.0
2024-08-14,Capesize,28172.4,14086.2,96,53.0,0.0
2024-08-15,Handysize,11270.62,5635.31,48,46.5,0.0
2024-08-15,Supramax,14306.94,7153.47,60,45.7,0.0
2024-08-15,Panamax,18956.63,9478.32,72,52.6,0.0
2024-08-15,Capesize,28639.02,14319.51,96,74.8,0.0
2024-08-16,Handysize,11604.3,5802.15,48,92.3,21419.6
2024-08-16,Supramax,14588.34,7294.17,60,59.6,0.0
2024-08-16,Panamax,18983.63,9491.82,72,15.9,0.0
2024-08-16,Capesize,28735.17,14367.58,96,45.9,0.0
2024-08-19,Handysize,10893.97,5446.98,48,44.2,0.0
2024-08-19,Supramax,14419.13,7209.56,60,72.5,7509.96
2024-08-19,Panamax,19090.86,9545.43,72,29.5,0.0
2024-08-19,Capesize,28680.02,14340.01,96,43.3,0.0
2024-08-20,Handysize,11313.15,5656.57,48,54.9,3252.53
2024-08-20,Supramax,14498.72,7249.36,60,71.0,6645.25
2024-08-20,Panamax,19381.79,9690.9,72,36.8,0.0
2024-08-20,Capesize,28620.15,14310.08,96,62.8,0.0
2024-08-21,Handysize,11668.98,5834.49,48,65.3,8411.39
2024-08-21,Supramax,14669.04,7334.52,60,87.5,16808.28
2024-08-21,Panamax,19243.68,9621.84,72,51.5,0.0
2024-08-21,Capesize,28081.25,14040.62,96,65.9,0.0
2024-08-22,Handysize,11389.57,5694.78,48,39.8,0.0
2024-08-22,Supramax,14589.91,7294.95,60,27.3,0.0
2024-08-22,Panamax,18181.9,9090.95,72,54.0,0.0
2024-08-22,Capesize,28615.9,14307.95,96,69.6,0.0
2024-08-23,Handysize,10772.34,5386.17,48,49.9,852.81
2024-08-23,Supramax,14158.01,7079.01,60,50.4,0.0
2024-08-23,Panamax,17906.62,8953.31,72,65.0,0.0
2024-08-23,Capesize,27525.21,13762.6,96,68.2,0.0
2024-08-26,Handysize,10668.22,5334.11,48,49.4,622.31
2024-08-26,Supramax,14234.01,7117.01,60,41.4,0.0
2024-08-26,Panamax,18224.24,9112.12,72,43.1,0.0
2024-08-26,Capesize,28294.42,14147.21,96,31.9,0.0
2024-08-27,Handysize,10956.85,5478.43,48,75.1,12372.11
2024-08-27,Supramax,14601.06,7300.53,60,62.3,1399.27
2024-08-27,Panamax,18410.46,9205.23,72,61.7,0.0
2024-08-27,Capesize,28484.89,14242.44,96,56.5,0.0
2024-08-28,Handysize,11580.85,5790.43,48,46.6,0.0
2024-08-28,Supramax,15116.92,7558.46,60,49.9,0.0
2024-08-28,Panamax,19122.84,9561.42,72,44.7,0.0
2024-08-28,Capesize,28987.68,14493.84,96,67.0,0.0
2024-08-29,Handysize,11153.51,5576.76,48,43.4,0.0
2024-08-29,Supramax,15001.58,7500.79,60,63.9,2437.76
2024-08-29,Panamax,19051.39,9525.69,72,67.0,0.0
2024-08-29,Capesize,29251.04,14625.52,96,45.8,0.0
2024-08-30,Handysize,10980.49,5490.24,48,42.5,0.0
2024-08-30,Supramax,14935.83,7467.91,60,51.3,0.0
2024-08-30,Panamax,18904.53,9452.26,72,61.8,0.0
2024-08-30,Capesize,29053.26,14526.63,96,66.8,0.0
2024-09-02,Handysize,11034.2,5517.1,48,86.9,17884.6
2024-09-02,Supramax,15391.84,7695.92,60,67.1,4553.42
2024-09-02,Panamax,19005.84,9502.92,72,46.2,0.0
2024-09-02,Capesize,28989.39,14494.69,96,69.5,0.0
2024-09-03,Handysize,11050.12,5525.06,48,36.4,0.0
2024-09-03,Supramax,15232.54,7616.27,60,66.4,4062.01
2024-09-03,Panamax,19329.02,9664.51,72,49.7,0.0
2024-09-03,Capesize,28975.67,14487.83,96,43.5,0.0
2024-09-04,Handysize,11949.11,5974.56,48,65.0,8463.95
2024-09-04,Supramax,15669.41,7834.7,60,38.4,0.0
2024-09-04,Panamax,19747.54,9873.77,72,43.8,0.0
2024-09-04,Capesize,29615.89,14807.94,96,81.0,0.0
2024-09-05,Handysize,11040.75,5520.38,48,37.7,0.0
2024-09-05,Supramax,15035.21,7517.6,60,60.0,0.0
2024-09-05,Panamax,18767.92,9383.96,72,75.2,2502.39
2024-09-05,Capesize,28577.14,14288.57,96,55.1,0.0
2024-09-06,Handysize,11557.91,5778.95,48,28.5,0.0
2024-09-06,Supramax,14493.5,7246.75,60,45.1,0.0
2024-09-06,Panamax,19425.38,9712.69,72,52.0,0.0
2024-09-06,Capesize,28739.31,14369.66,96,65.9,0.0
2024-09-09,Handysize,11225.3,5612.65,48,37.7,0.0
2024-09-09,Supramax,14522.4,7261.2,60,62.2,1331.22
2024-09-09,Panamax,18871.54,9435.77,72,12.7,0.0
2024-09-09,Capesize,28562.06,14281.03,96,61.2,0.0
2024-09-10,Handysize,11228.4,5614.2,48,48.1,46.79
2024-09-10,Supramax,14987.12,7493.56,60,64.0,2497.85
2024-09-10,Panamax,19059.73,9529.86,72,58.3,0.0
2024-09-10,Capesize,29601.49,14800.75,96,66.4,0.0
2024-09-11,Handysize,11249.79,5624.9,48,44.6,0.0
2024-09-11,Supramax,14733.65,7366.82,60,48.0,0.0
2024-09-11,Panamax,18990.53,9495.26,72,32.3,0.0
2024-09-11,Capesize,29409.47,14704.74,96,34.3,0.0
2024-09-12,Handysize,11119.96,5559.98,48,51.8,1760.66
2024-09-12,Supramax,15101.46,7550.73,60,40.4,0.0
2024-09-12,Panamax,19120.54,9560.27,72,56.7,0.0
2024-09-12,Capesize,28833.8,14416.9,96,56.5,0.0
2024-09-13,Handysize,10766.55,5383.27,48,74.5,11888.07
2024-09-13,Supramax,14829.08,7414.54,60,70.5,6487.72
2024-09-13,Panamax,19278.15,9639.08,72,46.3,0.0
2024-09-13,Capesize,28378.31,14189.16,96,48.3,0.0
2024-09-16,Handysize,11170.39,5585.19,48,53.8,2699.51
2024-09-16,Supramax,15096.36,7548.18,60,78.3,11510.97
2024-09-16,Panamax,19085.56,9542.78,72,74.9,2306.17
2024-09-16,Capesize,28637.92,14318.96,96,49.4,0.0
2024-09-17,Handysize,10894.92,5447.46,48,79.7,14390.37
2024-09-17,Supramax,14347.56,7173.78,60,73.9,8309.63
2024-09-17,Panamax,18049.58,9024.79,72,38.9,0.0
2024-09-17,Capesize,28122.05,14061.02,96,49.2,0.0
2024-09-18,Handysize,11264.76,5632.38,48,46.2,0.0
2024-09-18,Supramax,14973.38,7486.69,60,72.9,8048.19
2024-09-18,Panamax,18867.91,9433.95,72,23.6,0.0
2024-09-18,Capesize,28743.5,14371.75,96,64.9,0.0
2024-09-19,Handysize,11269.07,5634.53,48,39.3,0.0
2024-09-19,Supramax,14345.93,7172.97,60,33.6,0.0
2024-09-19,Panamax,18975.68,9487.84,72,56.6,0.0
2024-09-19,Capesize,27870.62,13935.31,96,43.7,0.0
2024-09-20,Handysize,11506.34,5753.17,48,53.9,2828.64
2024-09-20,Supramax,14787.96,7393.98,60,24.1,0.0
2024-09-20,Panamax,19199.44,9599.72,72,84.9,10319.7
2024-09-20,Capesize,28706.24,14353.12,96,36.4,0.0
2024-09-23,Handysize,10879.66,5439.83,48,59.7,5303.83
2024-09-23,Supramax,15445.85,7722.93,60,91.4,20208.32
2024-09-23,Panamax,19345.36,9672.68,72,63.3,0.0
2024-09-23,Capesize,28837.59,14418.8,96,53.4,0.0
2024-09-24,Handysize,10824.24,5412.12,48,47.6,0.0
2024-09-24,Supramax,15130.3,7565.15,60,51.7,0.0
2024-09-24,Panamax,18906.78,9453.39,72,45.1,0.0
2024-09-24,Capesize,28155.14,14077.57,96,59.2,0.0
2024-09-25,Handysize,10857.41,5428.7,48,48.3,135.72
2024-09-25,Supramax,14993.33,7496.66,60,36.8,0.0
2024-09-25,Panamax,18109.8,9054.9,72,32.3,0.0
2024-09-25,Capesize,28639.48,14319.74,96,55.6,0.0
2024-09-26,Handysize,10670.52,5335.26,48,26.1,0.0
2024-09-26,Supramax,14434.87,7217.44,60,57.4,0.0
2024-09-26,Panamax,18252.51,9126.25,72,59.2,0.0
2024-09-26,Capesize,28345.62,14172.81,96,65.5,0.0
2024-09-27,Handysize,10979.75,5489.88,48,44.8,0.0
2024-09-27,Supramax,14635.05,7317.52,60,33.7,0.0
2024-09-27,Panamax,18474.5,9237.25,72,43.6,0.0
2024-09-27,Capesize,28030.71,14015.35,96,56.8,0.0
2024-09-30,Handysize,10984.91,5492.45,48,33.4,0.0
2024-09-30,Supramax,14221.97,7110.98,60,72.1,7170.24
2024-09-30,Panamax,17901.14,8950.57,72,73.9,1417.17
2024-09-30,Capesize,27458.34,13729.17,96,76.1,0.0
2024-10-01,Handysize,11408.73,5704.36,48,37.2,0.0
2024-10-01,Supramax,14571.93,7285.97,60,41.2,0.0
2024-10-01,Panamax,18562.75,9281.38,72,34.6,0.0
2024-10-01,Capesize,27467.37,13733.68,96,10.1,0.0
2024-10-02,Handysize,10688.58,5344.29,48,51.2,1425.14
2024-10-02,Supramax,14539.69,7269.85,60,19.4,0.0
2024-10-02,Panamax,18557.03,9278.51,72,37.3,0.0
2024-10-02,Capesize,27540.42,13770.21,96,31.5,0.0
2024-10-03,Handysize,10998.62,5499.31,48,32.4,0.0
2024-10-03,Supramax,14589.46,7294.73,60,26.9,0.0
2024-10-03,Panamax,18343.47,9171.74,72,33.8,0.0
2024-10-03,Capesize,27281.36,13640.68,96,24.4,0.0
2024-10-04,Handysize,10840.56,5420.28,48,34.9,0.0
2024-10-04,Supramax,14234.25,7117.12,60,22.8,0.0
2024-10-04,Panamax,18290.53,9145.26,72,33.1,0.0
2024-10-04,Capesize,27351.12,13675.56,96,28.3,0.0
2024-10-07,Handysize,11244.23,5622.11,48,28.2,0.0
2024-10-07,Supramax,15229.19,7614.6,60,0.0,0.0
2024-10-07,Panamax,18839.17,9419.58,72,27.5,0.0
2024-10-07,Capesize,28544.52,14272.26,96,35.4,0.0
2024-10-08,Handysize,11041.86,5520.93,48,39.0,0.0
2024-10-08,Supramax,14848.23,7424.11,60,54.0,0.0
2024-10-08,Panamax,19154.24,9577.12,72,4.2,0.0
2024-10-08,Capesize,28981.49,14490.75,96,16.0,0.0
2024-10-09,Handysize,11681.91,5840.95,48,31.1,0.0
2024-10-09,Supramax,15037.31,7518.65,60,31.8,0.0
2024-10-09,Panamax,18886.59,9443.3,72,40.6,0.0
2024-10-09,Capesize,28569.31,14284.66,96,0.0,0.0
2024-10-10,Handysize,11646.87,5823.44,48,10.6,0.0
2024-10-10,Supramax,15299.79,7649.9,60,24.2,0.0
2024-10-10,Panamax,19072.95,9536.48,72,20.2,0.0
2024-10-10,Capesize,28683.36,14341.68,96,15.9,0.0
2024-10-11,Handysize,10869.15,5434.57,48,0.0,0.0
2024-10-11,Supramax,15448.79,7724.4,60,33.1,0.0
2024-10-11,Panamax,18934.42,9467.21,72,0.0,0.0
2024-10-11,Capesize,28757.79,14378.9,96,30.7,0.0
2024-10-14,Handysize,11766.65,5883.32,48,26.3,0.0
2024-10-14,Supramax,14522.68,7261.34,60,28.2,0.0
2024-10-14,Panamax,19060.07,9530.03,72,17.7,0.0
2024-10-14,Capesize,28263.07,14131.53,96,20.5,0.0
2024-10-15,Handysize,11075.53,5537.77,48,56.1,3737.99
2024-10-15,Supramax,14671.07,7335.53,60,55.8,0.0
2024-10-15,Panamax,18699.1,9349.55,72,18.6,0.0
2024-10-15,Capesize,28137.1,14068.55,96,45.2,0.0
2024-10-16,Handysize,11448.95,5724.48,48,12.3,0.0
2024-10-16,Supramax,15124.52,7562.26,60,10.2,0.0
2024-10-16,Panamax,19171.19,9585.59,72,17.3,0.0
2024-10-16,Capesize,28399.96,14199.98,96,35.1,0.0
2024-10-17,Handysize,11077.79,5538.9,48,28.1,0.0
2024-10-17,Supramax,15205.78,7602.89,60,33.7,0.0
2024-10-17,Panamax,18628.55,9314.27,72,22.8,0.0
2024-10-17,Capesize,28712.73,14356.36,96,36.3,0.0
2024-10-18,Handysize,11008.19,5504.1,48,19.2,0.0
2024-10-18,Supramax,15144.9,7572.45,60,16.9,0.0
2024-10-18,Panamax,19217.36,9608.68,72,9.1,0.0
2024-10-18,Capesize,28407.26,14203.63,96,4.3,0.0
2024-10-21,Handysize,11578.58,5789.29,48,33.5,0.0
2024-10-21,Supramax,14423.09,7211.55,60,14.1,0.0
2024-10-21,Panamax,18948.57,9474.28,72,5.8,0.0
2024-10-21,Capesize,28066.9,14033.45,96,12.5,0.0
2024-10-22,Handysize,11330.07,5665.03,48,28.6,0.0
2024-10-22,Supramax,14733.42,7366.71,60,16.8,0.0
2024-10-22,Panamax,19019.79,9509.9,72,22.3,0.0
2024-10-22,Capesize,28768.03,14384.01,96,16.2,0.0
2024-10-23,Handysize,10916.47,5458.23,48,7.3,0.0
2024-10-23,Supramax,14672.1,7336.05,60,22.2,0.0
2024-10-23,Panamax,18915.07,9457.53,72,22.5,0.0
2024-10-23,Capesize,28895.5,14447.75,96,33.5,0.0
2024-10-24,Handysize,11780.73,5890.36,48,29.2,0.0
2024-10-24,Supramax,15299.76,7649.88,60,34.9,0.0
2024-10-24,Panamax,19049.36,9524.68,72,42.9,0.0
2024-10-24,Capesize,29304.45,14652.23,96,21.8,0.0
2024-10-25,Handysize,11024.77,5512.39,48,16.0,0.0
2024-10-25,Supramax,15111.35,7555.68,60,22.7,0.0
2024-10-25,Panamax,19314.49,9657.25,72,41.0,0.0
2024-10-25,Capesize,28493.04,14246.52,96,30.4,0.0
2024-10-28,Handysize,11297.43,5648.72,48,13.5,0.0
2024-10-28,Supramax,15092.9,7546.45,60,18.5,0.0
2024-10-28,Panamax,19280.12,9640.06,72,30.6,0.0
2024-10-28,Capesize,28822.51,14411.25,96,27.5,0.0
2024-10-29,Handysize,11674.97,5837.48,48,3.2,0.0
