run_id,model_name,vessel_class,training_date,rmse,mape_percent,r2_score,top_feature,model_status
RUN-0225,XGBoost_Freight_Predictor,Capesize,2025-07-08,1.47,5.06,0.907,baltic_dry_index,Deployed
RUN-0226,SARIMAX_Bunker_Forecaster,All_Classes,2025-02-28,1.6,5.95,0.814,baltic_dry_index,Archived
RUN-0227,SARIMAX_Bunker_Forecaster,Panamax,2026-01-10,2.78,8.19,0.783,distance_nm,Deployed
RUN-0228,XGBoost_Freight_Predictor,Capesize,2025-07-08,1.67,4.82,0.924,distance_nm,Archived
RUN-0229,SARIMAX_Bunker_Forecaster,Supramax,2024-06-30,1.89,7.72,0.794,port_congestion_wait_days,Archived
RUN-0230,RandomForest_Demurrage_Estimator,Panamax,2026-02-28,2.02,7.96,0.871,baltic_dry_index,Archived
RUN-0231,RandomForest_Demurrage_Estimator,Supramax,2024-08-14,1.82,9.27,0.785,trade_volume_monthly,Staging
RUN-0232,LightGBM_Congestion_Predictor,All_Classes,2024-07-03,1.45,3.08,0.883,trade_volume_monthly,Archived
RUN-0233,SARIMAX_Bunker_Forecaster,All_Classes,2025-12-27,2.76,7.66,0.782,port_congestion_wait_days,Staging
RUN-0234,RandomForest_Demurrage_Estimator,Capesize,2024-04-20,2.1,6.09,0.824,trade_volume_monthly,Staging
RUN-0235,LightGBM_Congestion_Predictor,Supramax,2025-05-23,1.49,3.95,0.9,seasonal_monsoon_flag,Archived
RUN-0236,XGBoost_Freight_Predictor,Panamax,2025-02-27,0.94,4.91,0.909,seasonal_monsoon_flag,Deployed
RUN-0237,RandomForest_Demurrage_Estimator,Panamax,2026-05-29,1.72,9.15,0.869,port_congestion_wait_days,Staging
RUN-0238,XGBoost_Freight_Predictor,Supramax,2026-03-13,1.78,4.85,0.937,trade_volume_monthly,Deployed
RUN-0239,XGBoost_Freight_Predictor,Panamax,2025-01-29,1.29,3.57,0.935,trade_volume_monthly,Staging
RUN-0240,RandomForest_Demurrage_Estimator,Handysize,2024-12-18,2.76,9.24,0.838,baltic_dry_index,Deployed
RUN-0241,LightGBM_Congestion_Predictor,Supramax,2026-03-24,0.96,2.72,0.93,seasonal_monsoon_flag,Archived
RUN-0242,XGBoost_Freight_Predictor,All_Classes,2024-03-19,1.38,3.39,0.895,port_congestion_wait_days,Archived
RUN-0243,SARIMAX_Bunker_Forecaster,Handysize,2025-09-02,3.01,5.88,0.869,baltic_dry_index,Deployed
RUN-0244,LightGBM_Congestion_Predictor,All_Classes,2026-07-14,0.92,3.64,0.954,distance_nm,Archived
RUN-0245,XGBoost_Freight_Predictor,Supramax,2026-02-24,1.58,2.95,0.894,trade_volume_monthly,Archived
RUN-0246,LightGBM_Congestion_Predictor,Handysize,2025-06-11,1.42,2.51,0.919,distance_nm,Archived
RUN-0247,LightGBM_Congestion_Predictor,Capesize,2025-10-16,0.93,4.95,0.92,bunker_price_vlsfo,Archived
RUN-0248,LightGBM_Congestion_Predictor,Panamax,2026-08-17,1.32,3.61,0.949,bunker_price_vlsfo,Archived
RUN-0249,SARIMAX_Bunker_Forecaster,Supramax,2024-09-28,3.17,8.28,0.86,baltic_dry_index,Staging
RUN-0250,RandomForest_Demurrage_Estimator,All_Classes,2024-12-24,1.75,8.12,0.819,trade_volume_monthly,Archived
RUN-0251,RandomForest_Demurrage_Estimator,Panamax,2026-08-08,2.16,6.99,0.807,distance_nm,Deployed
RUN-0252,LightGBM_Congestion_Predictor,All_Classes,2025-12-14,0.96,3.7,0.933,trade_volume_monthly,Deployed
RUN-0253,RandomForest_Demurrage_Estimator,Handysize,2025-03-21,2.37,7.59,0.826,bunker_price_vlsfo,Archived
RUN-0254,LightGBM_Congestion_Predictor,Supramax,2025-07-26,1.06,3.42,0.913,bunker_price_vlsfo,Archived
RUN-0255,LightGBM_Congestion_Predictor,Supramax,2024-08-13,1.2,3.12,0.94,bunker_price_vlsfo,Staging
RUN-0256,XGBoost_Freight_Predictor,All_Classes,2025-08-14,1.51,4.39,0.897,trade_volume_monthly,Staging
RUN-0257,SARIMAX_Bunker_Forecaster,All_Classes,2026-02-18,2.87,5.53,0.794,baltic_dry_index,Staging
RUN-0258,SARIMAX_Bunker_Forecaster,All_Classes,2026-06-21,2.62,8.88,0.881,port_congestion_wait_days,Staging
RUN-0259,RandomForest_Demurrage_Estimator,Capesize,2024-07-28,3.19,7.66,0.78,trade_volume_monthly,Deployed
RUN-0260,SARIMAX_Bunker_Forecaster,Supramax,2026-04-07,2.09,9.29,0.887,bunker_price_vlsfo,Archived
RUN-0261,XGBoost_Freight_Predictor,Panamax,2024-09-24,0.89,2.88,0.948,port_congestion_wait_days,Deployed
RUN-0262,SARIMAX_Bunker_Forecaster,Capesize,2026-02-19,1.76,8.63,0.818,seasonal_monsoon_flag,Archived
RUN-0263,LightGBM_Congestion_Predictor,All_Classes,2024-01-08,1.36,5.34,0.93,bunker_price_vlsfo,Archived
RUN-0264,RandomForest_Demurrage_Estimator,Panamax,2025-04-06,2.52,8.66,0.811,baltic_dry_index,Deployed
RUN-0265,LightGBM_Congestion_Predictor,Supramax,2024-12-21,1.23,3.5,0.924,trade_volume_monthly,Deployed
RUN-0266,SARIMAX_Bunker_Forecaster,Supramax,2026-04-13,1.55,6.18,0.861,bunker_price_vlsfo,Deployed
RUN-0267,RandomForest_Demurrage_Estimator,All_Classes,2026-05-03,1.6,5.26,0.89,trade_volume_monthly,Archived
RUN-0268,RandomForest_Demurrage_Estimator,Supramax,2025-06-10,2.32,7.93,0.78,port_congestion_wait_days,Staging
RUN-0269,RandomForest_Demurrage_Estimator,Supramax,2025-10-11,2.06,5.49,0.844,bunker_price_vlsfo,Archived
RUN-0270,RandomForest_Demurrage_Estimator,Supramax,2026-05-30,2.44,7.91,0.869,trade_volume_monthly,Staging
RUN-0271,SARIMAX_Bunker_Forecaster,Capesize,2026-01-16,1.85,8.84,0.784,bunker_price_vlsfo,Archived
RUN-0272,LightGBM_Congestion_Predictor,Capesize,2024-09-10,1.75,2.98,0.882,distance_nm,Archived
RUN-0273,RandomForest_Demurrage_Estimator,All_Classes,2024-01-21,2.7,8.35,0.813,baltic_dry_index,Staging
RUN-0274,RandomForest_Demurrage_Estimator,Capesize,2025-05-06,3.16,8.01,0.812,port_congestion_wait_days,Deployed
RUN-0275,LightGBM_Congestion_Predictor,All_Classes,2026-06-27,1.44,5.17,0.888,trade_volume_monthly,Archived
RUN-0276,RandomForest_Demurrage_Estimator,All_Classes,2024-11-09,2.92,7.99,0.88,trade_volume_monthly,Archived
RUN-0277,SARIMAX_Bunker_Forecaster,Panamax,2024-07-13,2.53,5.3,0.804,baltic_dry_index,Deployed
RUN-0278,RandomForest_Demurrage_Estimator,Panamax,2025-06-19,3.18,5.81,0.886,baltic_dry_index,Staging
RUN-0279,LightGBM_Congestion_Predictor,Panamax,2025-03-25,0.99,2.95,0.926,trade_volume_monthly,Archived
RUN-0280,SARIMAX_Bunker_Forecaster,Supramax,2024-09-16,2.48,5.46,0.878,baltic_dry_index,Deployed
RUN-0281,SARIMAX_Bunker_Forecaster,Capesize,2026-04-10,2.4,8.25,0.887,trade_volume_monthly,Deployed
RUN-0282,SARIMAX_Bunker_Forecaster,All_Classes,2024-09-15,1.56,5.68,0.85,seasonal_monsoon_flag,Archived
RUN-0283,RandomForest_Demurrage_Estimator,All_Classes,2026-01-02,3.11,6.77,0.876,baltic_dry_index,Archived
RUN-0284,LightGBM_Congestion_Predictor,All_Classes,2025-06-18,1.36,5.01,0.916,distance_nm,Archived
RUN-0285,XGBoost_Freight_Predictor,Capesize,2026-06-17,0.87,3.46,0.888,port_congestion_wait_days,Deployed
RUN-0286,LightGBM_Congestion_Predictor,Supramax,2025-04-06,1.66,2.76,0.933,baltic_dry_index,Deployed
RUN-0287,XGBoost_Freight_Predictor,All_Classes,2024-03-15,1.4,4.01,0.897,seasonal_monsoon_flag,Deployed
RUN-0288,XGBoost_Freight_Predictor,Capesize,2026-06-09,1.11,4.55,0.959,seasonal_monsoon_flag,Staging
RUN-0289,RandomForest_Demurrage_Estimator,Supramax,2025-02-04,1.82,5.15,0.863,bunker_price_vlsfo,Archived
RUN-0290,LightGBM_Congestion_Predictor,All_Classes,2025-07-23,1.4,4.01,0.886,trade_volume_monthly,Archived
RUN-0291,XGBoost_Freight_Predictor,Handysize,2024-09-19,1.39,4.25,0.921,seasonal_monsoon_flag,Staging
RUN-0292,XGBoost_Freight_Predictor,All_Classes,2024-05-12,1.78,5.04,0.938,seasonal_monsoon_flag,Deployed
RUN-0293,SARIMAX_Bunker_Forecaster,Capesize,2026-02-28,2.34,5.23,0.79,distance_nm,Archived
RUN-0294,SARIMAX_Bunker_Forecaster,Panamax,2026-08-30,1.75,5.48,0.789,baltic_dry_index,Archived
RUN-0295,XGBoost_Freight_Predictor,Supramax,2024-02-19,1.08,4.2,0.911,trade_volume_monthly,Staging
RUN-0296,SARIMAX_Bunker_Forecaster,Capesize,2024-07-03,2.26,6.53,0.881,bunker_price_vlsfo,Archived
RUN-0297,RandomForest_Demurrage_Estimator,All_Classes,2024-01-15,1.77,9.24,0.821,seasonal_monsoon_flag,Archived
RUN-0298,LightGBM_Congestion_Predictor,Capesize,2024-03-09,1.52,3.02,0.904,trade_volume_monthly,Archived
RUN-0299,SARIMAX_Bunker_Forecaster,Supramax,2024-12-24,1.81,6.63,0.821,distance_nm,Deployed
RUN-0300,SARIMAX_Bunker_Forecaster,Panamax,2025-09-01,1.89,5.16,0.823,trade_volume_monthly,Archived
RUN-0301,RandomForest_Demurrage_Estimator,Supramax,2024-05-24,3.13,8.31,0.847,port_congestion_wait_days,Archived
RUN-0302,XGBoost_Freight_Predictor,Handysize,2024-09-22,1.29,5.26,0.899,bunker_price_vlsfo,Deployed
RUN-0303,RandomForest_Demurrage_Estimator,Supramax,2026-06-08,2.17,7.75,0.882,seasonal_monsoon_flag,Deployed
RUN-0304,LightGBM_Congestion_Predictor,Handysize,2025-02-24,1.74,2.69,0.943,seasonal_monsoon_flag,Archived
RUN-0305,LightGBM_Congestion_Predictor,Panamax,2024-02-07,1.28,5.0,0.958,port_congestion_wait_days,Staging
RUN-0306,RandomForest_Demurrage_Estimator,All_Classes,2026-06-23,2.86,7.25,0.789,seasonal_monsoon_flag,Staging
RUN-0307,XGBoost_Freight_Predictor,Panamax,2024-07-11,0.8,4.41,0.946,baltic_dry_index,Archived
RUN-0308,SARIMAX_Bunker_Forecaster,Panamax,2024-07-10,2.78,8.81,0.845,port_congestion_wait_days,Archived
RUN-0309,SARIMAX_Bunker_Forecaster,Supramax,2025-12-31,1.53,9.4,0.883,port_congestion_wait_days,Archived
RUN-0310,XGBoost_Freight_Predictor,Panamax,2024-05-24,1.63,4.59,0.955,distance_nm,Archived
RUN-0311,XGBoost_Freight_Predictor,Handysize,2026-03-17,1.64,3.7,0.91,trade_volume_monthly,Staging
RUN-0312,RandomForest_Demurrage_Estimator,Supramax,2026-03-18,3.04,5.05,0.801,distance_nm,Archived
RUN-0313,SARIMAX_Bunker_Forecaster,Supramax,2024-10-08,2.72,7.71,0.804,seasonal_monsoon_flag,Deployed
RUN-0314,RandomForest_Demurrage_Estimator,Handysize,2026-01-27,2.86,7.15,0.881,baltic_dry_index,Archived
RUN-0315,XGBoost_Freight_Predictor,Supramax,2026-05-27,1.73,2.73,0.883,seasonal_monsoon_flag,Archived
RUN-0316,LightGBM_Congestion_Predictor,Supramax,2024-08-29,1.22,2.54,0.897,bunker_price_vlsfo,Archived
RUN-0317,SARIMAX_Bunker_Forecaster,Capesize,2025-04-24,2.91,8.87,0.881,trade_volume_monthly,Staging
RUN-0318,RandomForest_Demurrage_Estimator,Handysize,2025-05-07,2.13,6.08,0.86,trade_volume_monthly,Staging
RUN-0319,SARIMAX_Bunker_Forecaster,Capesize,2024-01-18,3.18,6.54,0.838,port_congestion_wait_days,Deployed
RUN-0320,LightGBM_Congestion_Predictor,All_Classes,2025-10-26,1.27,3.71,0.927,baltic_dry_index,Staging
RUN-0321,RandomForest_Demurrage_Estimator,Capesize,2025-07-07,2.04,6.74,0.814,port_congestion_wait_days,Staging
RUN-0322,LightGBM_Congestion_Predictor,All_Classes,2026-07-04,1.75,3.67,0.926,baltic_dry_index,Archived
RUN-0323,RandomForest_Demurrage_Estimator,Supramax,2025-10-08,2.73,6.19,0.825,seasonal_monsoon_flag,Archived
RUN-0324,LightGBM_Congestion_Predictor,All_Classes,2024-12-02,1.21,4.87,0.892,trade_volume_monthly,Archived
RUN-0325,SARIMAX_Bunker_Forecaster,Supramax,2026-06-04,2.68,5.1,0.851,seasonal_monsoon_flag,Archived
RUN-0326,RandomForest_Demurrage_Estimator,All_Classes,2026-06-18,1.86,8.76,0.853,baltic_dry_index,Staging
RUN-0327,RandomForest_Demurrage_Estimator,All_Classes,2025-11-25,1.73,8.19,0.804,distance_nm,Archived
RUN-0328,SARIMAX_Bunker_Forecaster,Panamax,2025-09-04,1.52,6.38,0.837,baltic_dry_index,Archived
RUN-0329,XGBoost_Freight_Predictor,Panamax,2025-01-17,1.79,2.55,0.924,trade_volume_monthly,Deployed
RUN-0330,XGBoost_Freight_Predictor,Capesize,2025-08-06,1.13,5.15,0.934,port_congestion_wait_days,Archived
RUN-0331,XGBoost_Freight_Predictor,Handysize,2025-06-30,0.95,4.19,0.91,seasonal_monsoon_flag,Archived
RUN-0332,XGBoost_Freight_Predictor,Handysize,2024-04-16,1.36,3.32,0.912,trade_volume_monthly,Staging
RUN-0333,SARIMAX_Bunker_Forecaster,Handysize,2024-02-25,2.55,7.42,0.866,bunker_price_vlsfo,Deployed
RUN-0334,XGBoost_Freight_Predictor,Capesize,2025-04-04,1.48,3.26,0.912,seasonal_monsoon_flag,Archived
RUN-0335,SARIMAX_Bunker_Forecaster,Handysize,2025-06-10,2.65,7.57,0.84,port_congestion_wait_days,Archived
RUN-0336,XGBoost_Freight_Predictor,Panamax,2026-03-03,1.5,4.69,0.935,distance_nm,Deployed
RUN-0337,SARIMAX_Bunker_Forecaster,Capesize,2024-09-03,2.53,7.85,0.795,trade_volume_monthly,Staging
RUN-0338,LightGBM_Congestion_Predictor,Supramax,2025-05-05,1.13,3.87,0.93,baltic_dry_index,Archived
RUN-0339,XGBoost_Freight_Predictor,Panamax,2026-05-11,0.95,5.19,0.899,trade_volume_monthly,Staging
RUN-0340,RandomForest_Demurrage_Estimator,Handysize,2026-06-05,1.95,6.31,0.788,distance_nm,Archived
RUN-0341,SARIMAX_Bunker_Forecaster,Capesize,2026-04-30,2.83,6.72,0.801,seasonal_monsoon_flag,Archived
RUN-0342,RandomForest_Demurrage_Estimator,All_Classes,2024-12-01,1.96,8.3,0.846,bunker_price_vlsfo,Deployed
RUN-0343,LightGBM_Congestion_Predictor,Panamax,2025-01-08,1.53,3.41,0.907,bunker_price_vlsfo,Staging
RUN-0344,XGBoost_Freight_Predictor,Supramax,2024-06-07,1.52,3.91,0.888,trade_volume_monthly,Staging
RUN-0345,RandomForest_Demurrage_Estimator,Handysize,2025-09-16,2.07,5.88,0.875,bunker_price_vlsfo,Archived
RUN-0346,RandomForest_Demurrage_Estimator,Handysize,2024-05-31,1.52,8.09,0.888,baltic_dry_index,Archived
RUN-0347,SARIMAX_Bunker_Forecaster,Panamax,2024-06-03,2.87,5.84,0.807,trade_volume_monthly,Archived
RUN-0348,RandomForest_Demurrage_Estimator,Handysize,2025-09-03,1.6,9.49,0.874,bunker_price_vlsfo,Archived
RUN-0349,SARIMAX_Bunker_Forecaster,Handysize,2025-03-03,2.37,6.15,0.822,distance_nm,Archived
RUN-0350,SARIMAX_Bunker_Forecaster,Handysize,2025-12-07,1.79,8.81,0.881,baltic_dry_index,Deployed
RUN-0351,SARIMAX_Bunker_Forecaster,All_Classes,2025-07-12,1.95,5.54,0.879,trade_volume_monthly,Archived
RUN-0352,RandomForest_Demurrage_Estimator,Supramax,2025-11-19,1.68,5.9,0.796,trade_volume_monthly,Staging
RUN-0353,SARIMAX_Bunker_Forecaster,All_Classes,2025-06-10,1.65,6.01,0.797,port_congestion_wait_days,Archived
RUN-0354,RandomForest_Demurrage_Estimator,Supramax,2024-09-08,1.73,5.89,0.832,distance_nm,Archived
RUN-0355,SARIMAX_Bunker_Forecaster,Capesize,2025-11-28,2.53,8.34,0.86,distance_nm,Archived
RUN-0356,RandomForest_Demurrage_Estimator,Handysize,2025-06-17,2.18,8.9,0.832,port_congestion_wait_days,Archived
RUN-0357,XGBoost_Freight_Predictor,All_Classes,2026-08-23,1.58,4.37,0.942,bunker_price_vlsfo,Archived
RUN-0358,XGBoost_Freight_Predictor,Supramax,2024-02-29,1.36,3.98,0.913,bunker_price_vlsfo,Staging
RUN-0359,LightGBM_Congestion_Predictor,All_Classes,2026-03-21,1.27,3.39,0.941,bunker_price_vlsfo,Archived
RUN-0360,RandomForest_Demurrage_Estimator,Capesize,2025-01-05,1.58,5.57,0.876,distance_nm,Archived
RUN-0361,XGBoost_Freight_Predictor,Handysize,2025-03-14,1.16,4.82,0.939,baltic_dry_index,Staging
RUN-0362,RandomForest_Demurrage_Estimator,Handysize,2026-07-28,1.8,7.82,0.81,seasonal_monsoon_flag,Archived
RUN-0363,XGBoost_Freight_Predictor,Capesize,2026-01-11,1.01,4.84,0.898,seasonal_monsoon_flag,Archived
RUN-0364,RandomForest_Demurrage_Estimator,Supramax,2025-06-20,2.28,6.1,0.858,distance_nm,Archived
RUN-0365,SARIMAX_Bunker_Forecaster,Capesize,2026-05-13,2.26,7.36,0.872,seasonal_monsoon_flag,Archived
RUN-0366,RandomForest_Demurrage_Estimator,Capesize,2024-03-07,2.66,7.29,0.809,bunker_price_vlsfo,Staging
RUN-0367,XGBoost_Freight_Predictor,Panamax,2026-03-15,1.23,3.11,0.926,port_congestion_wait_days,Staging
RUN-0368,XGBoost_Freight_Predictor,Capesize,2025-09-16,1.63,2.67,0.907,baltic_dry_index,Staging
RUN-0369,RandomForest_Demurrage_Estimator,Panamax,2024-03-17,2.15,6.03,0.785,distance_nm,Deployed
RUN-0370,XGBoost_Freight_Predictor,Supramax,2025-08-22,0.88,5.1,0.953,seasonal_monsoon_flag,Staging
RUN-0371,SARIMAX_Bunker_Forecaster,Supramax,2025-07-22,2.86,6.85,0.822,baltic_dry_index,Deployed
RUN-0372,RandomForest_Demurrage_Estimator,Capesize,2025-06-11,2.21,5.0,0.858,trade_volume_monthly,Archived
RUN-0373,SARIMAX_Bunker_Forecaster,Panamax,2025-01-31,2.06,7.95,0.811,trade_volume_monthly,Archived
RUN-0374,LightGBM_Congestion_Predictor,Handysize,2025-02-08,1.19,5.3,0.918,port_congestion_wait_days,Archived
RUN-0375,RandomForest_Demurrage_Estimator,Supramax,2026-08-09,2.85,9.39,0.822,trade_volume_monthly,Archived
RUN-0376,XGBoost_Freight_Predictor,Handysize,2025-10-18,1.68,2.99,0.958,baltic_dry_index,Archived
RUN-0377,RandomForest_Demurrage_Estimator,Supramax,2024-03-07,2.69,6.33,0.814,bunker_price_vlsfo,Archived
RUN-0378,XGBoost_Freight_Predictor,Supramax,2026-06-06,1.63,3.29,0.935,distance_nm,Archived
RUN-0379,LightGBM_Congestion_Predictor,Supramax,2025-12-16,1.08,3.74,0.938,bunker_price_vlsfo,Archived
RUN-0380,LightGBM_Congestion_Predictor,Capesize,2024-02-22,0.92,2.54,0.947,trade_volume_monthly,Archived
RUN-0381,RandomForest_Demurrage_Estimator,Capesize,2025-07-14,2.58,6.39,0.868,baltic_dry_index,Archived
RUN-0382,SARIMAX_Bunker_Forecaster,Handysize,2026-08-02,3.14,6.62,0.851,trade_volume_monthly,Staging
RUN-0383,LightGBM_Congestion_Predictor,Handysize,2026-01-03,0.93,4.41,0.912,bunker_price_vlsfo,Deployed
RUN-0384,XGBoost_Freight_Predictor,Supramax,2025-10-11,0.98,5.12,0.948,distance_nm,Archived
RUN-0385,XGBoost_Freight_Predictor,Handysize,2025-08-30,1.74,3.1,0.94,port_congestion_wait_days,Deployed
RUN-0386,LightGBM_Congestion_Predictor,Capesize,2026-08-27,1.59,4.06,0.882,seasonal_monsoon_flag,Staging
RUN-0387,LightGBM_Congestion_Predictor,Capesize,2024-12-23,0.99,4.33,0.892,seasonal_monsoon_flag,Deployed
RUN-0388,LightGBM_Congestion_Predictor,Capesize,2024-11-24,1.08,3.45,0.882,baltic_dry_index,Archived
RUN-0389,SARIMAX_Bunker_Forecaster,All_Classes,2026-01-30,2.12,7.57,0.807,distance_nm,Archived
RUN-0390,XGBoost_Freight_Predictor,Supramax,2026-07-03,0.83,5.34,0.925,port_congestion_wait_days,Staging
RUN-0391,XGBoost_Freight_Predictor,All_Classes,2025-11-21,1.23,2.51,0.89,distance_nm,Staging
RUN-0392,LightGBM_Congestion_Predictor,All_Classes,2025-01-14,0.83,3.33,0.947,seasonal_monsoon_flag,Archived
RUN-0393,XGBoost_Freight_Predictor,Panamax,2024-03-02,1.74,4.63,0.9,bunker_price_vlsfo,Staging
RUN-0394,SARIMAX_Bunker_Forecaster,Supramax,2025-07-25,1.67,6.65,0.823,port_congestion_wait_days,Archived
RUN-0395,LightGBM_Congestion_Predictor,Supramax,2025-01-25,1.72,5.49,0.92,seasonal_monsoon_flag,Staging
RUN-0396,XGBoost_Freight_Predictor,Panamax,2024-08-03,1.16,3.46,0.936,seasonal_monsoon_flag,Archived
RUN-0397,XGBoost_Freight_Predictor,Handysize,2024-07-05,0.81,4.4,0.891,port_congestion_wait_days,Staging
RUN-0398,XGBoost_Freight_Predictor,Handysize,2026-02-03,1.47,3.41,0.884,seasonal_monsoon_flag,Deployed
RUN-0399,LightGBM_Congestion_Predictor,Handysize,2026-08-15,1.13,3.5,0.887,baltic_dry_index,Staging
RUN-0400,LightGBM_Congestion_Predictor,Panamax,2025-03-24,1.72,4.36,0.889,seasonal_monsoon_flag,Staging
RUN-0401,SARIMAX_Bunker_Forecaster,All_Classes,2025-06-23,2.68,6.42,0.889,bunker_price_vlsfo,Staging
RUN-0402,RandomForest_Demurrage_Estimator,All_Classes,2025-06-07,2.5,9.11,0.8,distance_nm,Deployed
RUN-0403,RandomForest_Demurrage_Estimator,Handysize,2024-04-25,1.78,5.13,0.853,distance_nm,Staging
RUN-0404,LightGBM_Congestion_Predictor,Supramax,2026-05-31,0.87,3.99,0.933,distance_nm,Archived
RUN-0405,RandomForest_Demurrage_Estimator,Handysize,2024-12-11,1.54,5.27,0.834,seasonal_monsoon_flag,Archived
RUN-0406,XGBoost_Freight_Predictor,All_Classes,2024-06-26,1.66,3.41,0.891,seasonal_monsoon_flag,Deployed
RUN-0407,LightGBM_Congestion_Predictor,Handysize,2025-02-09,1.69,5.41,0.909,bunker_price_vlsfo,Staging
RUN-0408,RandomForest_Demurrage_Estimator,Supramax,2024-09-18,3.11,5.97,0.829,bunker_price_vlsfo,Archived
RUN-0409,LightGBM_Congestion_Predictor,Supramax,2025-06-11,1.14,2.84,0.94,trade_volume_monthly,Archived
RUN-0410,SARIMAX_Bunker_Forecaster,All_Classes,2025-11-15,1.92,7.4,0.826,seasonal_monsoon_flag,Deployed
RUN-0411,LightGBM_Congestion_Predictor,Handysize,2026-07-18,1.23,3.88,0.905,bunker_price_vlsfo,Deployed
RUN-0412,SARIMAX_Bunker_Forecaster,Panamax,2025-07-18,3.1,5.7,0.864,port_congestion_wait_days,Staging
RUN-0413,RandomForest_Demurrage_Estimator,Handysize,2024-01-12,2.99,6.17,0.804,seasonal_monsoon_flag,Deployed
RUN-0414,SARIMAX_Bunker_Forecaster,Supramax,2025-05-13,2.94,6.33,0.818,distance_nm,Archived
RUN-0415,XGBoost_Freight_Predictor,Supramax,2024-06-06,0.92,3.11,0.939,trade_volume_monthly,Archived
RUN-0416,RandomForest_Demurrage_Estimator,Panamax,2024-04-13,2.54,5.29,0.803,distance_nm,Staging
RUN-0417,RandomForest_Demurrage_Estimator,Handysize,2026-01-04,2.52,6.14,0.855,baltic_dry_index,Staging
RUN-0418,SARIMAX_Bunker_Forecaster,All_Classes,2026-03-05,2.55,7.13,0.866,distance_nm,Archived
RUN-0419,RandomForest_Demurrage_Estimator,Panamax,2024-01-27,2.08,7.66,0.855,seasonal_monsoon_flag,Deployed
RUN-0420,XGBoost_Freight_Predictor,Supramax,2026-09-08,1.13,3.9,0.892,trade_volume_monthly,Archived
RUN-0421,LightGBM_Congestion_Predictor,All_Classes,2024-02-09,0.94,5.05,0.923,distance_nm,Archived
RUN-0422,LightGBM_Congestion_Predictor,Supramax,2024-02-28,0.81,4.74,0.919,port_congestion_wait_days,Archived
RUN-0423,SARIMAX_Bunker_Forecaster,All_Classes,2025-12-08,3.13,7.98,0.784,seasonal_monsoon_flag,Deployed
RUN-0424,LightGBM_Congestion_Predictor,Handysize,2025-12-22,1.69,5.29,0.898,port_congestion_wait_days,Archived
RUN-0425,LightGBM_Congestion_Predictor,Capesize,2024-02-26,1.13,4.93,0.894,distance_nm,Archived
RUN-0426,LightGBM_Congestion_Predictor,Capesize,2024-08-27,1.3,5.27,0.906,distance_nm,Staging
RUN-0427,LightGBM_Congestion_Predictor,All_Classes,2024-10-08,1.27,2.54,0.899,seasonal_monsoon_flag,Archived
RUN-0428,SARIMAX_Bunker_Forecaster,Handysize,2025-09-14,1.83,6.96,0.828,port_congestion_wait_days,Deployed
RUN-0429,RandomForest_Demurrage_Estimator,Panamax,2026-04-01,3.1,8.71,0.84,port_congestion_wait_days,Staging
RUN-0430,XGBoost_Freight_Predictor,Handysize,2025-11-05,0.85,3.77,0.906,port_congestion_wait_days,Deployed
RUN-0431,RandomForest_Demurrage_Estimator,Supramax,2026-04-14,3.0,9.33,0.827,bunker_price_vlsfo,Staging
RUN-0432,XGBoost_Freight_Predictor,Capesize,2024-02-21,1.47,4.12,0.884,bunker_price_vlsfo,Staging
RUN-0433,XGBoost_Freight_Predictor,Panamax,2026-01-26,1.69,4.22,0.902,port_congestion_wait_days,Staging
RUN-0434,SARIMAX_Bunker_Forecaster,Capesize,2025-06-23,1.81,7.58,0.792,trade_volume_monthly,Deployed
RUN-0435,RandomForest_Demurrage_Estimator,Handysize,2024-09-18,1.85,6.49,0.845,seasonal_monsoon_flag,Archived
RUN-0436,SARIMAX_Bunker_Forecaster,Capesize,2024-03-25,2.44,6.04,0.874,baltic_dry_index,Deployed
RUN-0437,LightGBM_Congestion_Predictor,All_Classes,2025-04-09,1.43,2.91,0.925,baltic_dry_index,Archived
RUN-0438,SARIMAX_Bunker_Forecaster,Supramax,2024-12-03,2.67,6.99,0.785,distance_nm,Deployed
RUN-0439,LightGBM_Congestion_Predictor,Capesize,2024-03-17,1.23,4.74,0.918,baltic_dry_index,Staging
RUN-0440,RandomForest_Demurrage_Estimator,Handysize,2024-09-09,2.97,9.17,0.875,port_congestion_wait_days,Archived
RUN-0441,LightGBM_Congestion_Predictor,Supramax,2025-03-06,0.99,3.26,0.935,bunker_price_vlsfo,Deployed
RUN-0442,RandomForest_Demurrage_Estimator,Panamax,2024-10-24,2.28,6.19,0.784,trade_volume_monthly,Archived
RUN-0443,XGBoost_Freight_Predictor,Handysize,2024-12-16,1.59,2.6,0.915,seasonal_monsoon_flag,Archived
RUN-0444,LightGBM_Congestion_Predictor,All_Classes,2024-08-21,1.21,3.68,0.928,trade_volume_monthly,Deployed
RUN-0445,SARIMAX_Bunker_Forecaster,Panamax,2024-07-22,2.61,8.14,0.817,bunker_price_vlsfo,Archived
RUN-0446,SARIMAX_Bunker_Forecaster,Supramax,2025-05-01,2.58,8.69,0.863,seasonal_monsoon_flag,Archived
RUN-0447,XGBoost_Freight_Predictor,Panamax,2024-07-02,1.48,4.31,0.897,port_congestion_wait_days,Archived
RUN-0448,RandomForest_Demurrage_Estimator,Capesize,2024-02-02,2.41,7.25,0.868,seasonal_monsoon_flag,Deployed
