date,index_name,vessel_class,index_value
2021-08-23,BHSI,Handysize,767.6
2021-08-23,BPI,Panamax,1567.02
2021-08-23,BSI,Supramax,1255.67
2021-08-24,BCI,Capesize,2159.6
2021-08-24,BHSI,Handysize,652.38
2021-08-24,BPI,Panamax,1544.75
2021-08-24,BSI,Supramax,1229.99
2021-08-25,BCI,Capesize,2193.58
2021-08-25,BHSI,Handysize,777.11
2021-08-25,BPI,Panamax,1584.88
2021-08-25,BSI,Supramax,1167.18
2021-08-26,BCI,Capesize,2155.42
2021-08-26,BHSI,Handysize,666.88
2021-08-26,BPI,Panamax,1438.77
2021-08-26,BSI,Supramax,982.38
2021-08-27,BCI,Capesize,2039.85
2021-08-27,BHSI,Handysize,750.55
2021-08-27,BPI,Panamax,1581.23
2021-08-27,BSI,Supramax,1159.31
2021-08-30,BCI,Capesize,2182.35
2021-08-30,BHSI,Handysize,718.88
2021-08-30,BPI,Panamax,1454.45
2021-08-30,BSI,Supramax,1116.29
2021-08-31,BCI,Capesize,2058.57
2021-08-31,BHSI,Handysize,532.04
2021-08-31,BPI,Panamax,1432.65
2021-08-31,BSI,Supramax,1161.39
2021-09-01,BCI,Capesize,2118.46
2021-09-01,BHSI,Handysize,676.88
2021-09-01,BPI,Panamax,1290.69
2021-09-01,BSI,Supramax,1112.1
2021-09-02,BCI,Capesize,1885.58
2021-09-02,BHSI,Handysize,684.17
2021-09-02,BPI,Panamax,1398.69
2021-09-02,BSI,Supramax,1072.87
2021-09-03,BCI,Capesize,1979.51
2021-09-03,BHSI,Handysize,709.01
2021-09-03,BPI,Panamax,1317.82
2021-09-03,BSI,Supramax,980.0
2021-09-06,BCI,Capesize,2161.07
2021-09-06,BHSI,Handysize,602.45
2021-09-06,BPI,Panamax,1347.43
2021-09-06,BSI,Supramax,1053.2
2021-09-07,BCI,Capesize,2076.96
2021-09-07,BHSI,Handysize,704.22
2021-09-07,BPI,Panamax,1375.95
2021-09-07,BSI,Supramax,1196.52
2021-09-08,BCI,Capesize,2386.45
2021-09-08,BHSI,Handysize,691.42
2021-09-08,BPI,Panamax,1363.31
2021-09-08,BSI,Supramax,1297.76
2021-09-09,BCI,Capesize,2171.67
2021-09-09,BHSI,Handysize,728.72
2021-09-09,BPI,Panamax,1703.79
2021-09-09,BSI,Supramax,1206.18
2021-09-10,BCI,Capesize,2266.69
2021-09-10,BHSI,Handysize,756.71
2021-09-10,BPI,Panamax,1637.24
2021-09-10,BSI,Supramax,1242.15
2021-09-13,BCI,Capesize,2328.97
2021-09-13,BHSI,Handysize,751.98
2021-09-13,BPI,Panamax,1666.47
2021-09-13,BSI,Supramax,1269.25
2021-09-14,BCI,Capesize,1942.17
2021-09-14,BHSI,Handysize,651.89
2021-09-14,BPI,Panamax,1346.47
2021-09-14,BSI,Supramax,1106.09
2021-09-15,BCI,Capesize,1907.63
2021-09-15,BHSI,Handysize,697.65
2021-09-15,BPI,Panamax,1471.54
2021-09-15,BSI,Supramax,1201.6
2021-09-16,BCI,Capesize,1889.62
2021-09-16,BHSI,Handysize,671.19
2021-09-16,BPI,Panamax,1315.94
2021-09-16,BSI,Supramax,1091.26
2021-09-17,BCI,Capesize,2308.76
2021-09-17,BHSI,Handysize,667.82
2021-09-17,BPI,Panamax,1388.23
2021-09-17,BSI,Supramax,1227.07
2021-09-20,BCI,Capesize,1985.57
2021-09-20,BHSI,Handysize,649.9
2021-09-20,BPI,Panamax,1323.67
2021-09-20,BSI,Supramax,1136.49
2021-09-21,BCI,Capesize,2399.65
2021-09-21,BHSI,Handysize,658.33
2021-09-21,BPI,Panamax,1504.14
2021-09-21,BSI,Supramax,1136.09
2021-09-22,BCI,Capesize,1962.5
2021-09-22,BHSI,Handysize,622.42
2021-09-22,BPI,Panamax,1356.9
2021-09-22,BSI,Supramax,1055.0
2021-09-23,BCI,Capesize,2053.74
2021-09-23,BHSI,Handysize,684.88
2021-09-23,BPI,Panamax,1479.97
2021-09-23,BSI,Supramax,1159.44
2021-09-24,BCI,Capesize,2215.71
2021-09-24,BHSI,Handysize,693.24
2021-09-24,BPI,Panamax,1420.12
2021-09-24,BSI,Supramax,1247.72
2021-09-27,BCI,Capesize,2312.38
2021-09-27,BHSI,Handysize,609.39
2021-09-27,BPI,Panamax,1593.44
2021-09-27,BSI,Supramax,1032.76
2021-09-28,BCI,Capesize,2305.14
2021-09-28,BHSI,Handysize,700.82
2021-09-28,BPI,Panamax,1243.32
2021-09-28,BSI,Supramax,1074.83
2021-09-29,BCI,Capesize,2134.17
2021-09-29,BHSI,Handysize,588.09
2021-09-29,BPI,Panamax,1456.67
2021-09-29,BSI,Supramax,1090.08
2021-09-30,BCI,Capesize,2115.84
2021-09-30,BHSI,Handysize,667.73
2021-09-30,BPI,Panamax,1451.33
2021-09-30,BSI,Supramax,1135.7
2021-10-01,BCI,Capesize,2092.53
2021-10-01,BHSI,Handysize,698.5
2021-10-01,BPI,Panamax,1284.41
2021-10-01,BSI,Supramax,1054.63
2021-10-04,BCI,Capesize,2137.89
2021-10-04,BHSI,Handysize,641.22
2021-10-04,BPI,Panamax,1475.11
2021-10-04,BSI,Supramax,894.48
2021-10-05,BCI,Capesize,1970.12
2021-10-05,BHSI,Handysize,614.9
2021-10-05,BPI,Panamax,1426.53
2021-10-05,BSI,Supramax,1218.74
2021-10-06,BCI,Capesize,1909.2
2021-10-06,BHSI,Handysize,617.32
2021-10-06,BPI,Panamax,1360.69
2021-10-06,BSI,Supramax,1161.23
2021-10-07,BCI,Capesize,1983.02
2021-10-07,BHSI,Handysize,647.15
2021-10-07,BPI,Panamax,1281.15
2021-10-07,BSI,Supramax,951.91
2021-10-08,BCI,Capesize,2008.28
2021-10-08,BHSI,Handysize,734.9
2021-10-08,BPI,Panamax,1321.86
2021-10-08,BSI,Supramax,1063.12
2021-10-11,BCI,Capesize,1981.79
2021-10-11,BHSI,Handysize,574.53
2021-10-11,BPI,Panamax,1579.56
2021-10-11,BSI,Supramax,1233.35
2021-10-12,BCI,Capesize,2164.38
2021-10-12,BHSI,Handysize,662.17
2021-10-12,BPI,Panamax,1409.08
2021-10-12,BSI,Supramax,1235.92
2021-10-13,BCI,Capesize,2259.52
2021-10-13,BHSI,Handysize,672.63
2021-10-13,BPI,Panamax,1517.31
2021-10-13,BSI,Supramax,1229.29
2021-10-14,BCI,Capesize,2093.04
2021-10-14,BHSI,Handysize,641.54
2021-10-14,BPI,Panamax,1346.76
2021-10-14,BSI,Supramax,1121.52
2021-10-15,BCI,Capesize,2258.5
2021-10-15,BHSI,Handysize,649.12
2021-10-15,BPI,Panamax,1300.19
2021-10-15,BSI,Supramax,1125.42
2021-10-18,BCI,Capesize,1944.12
2021-10-18,BHSI,Handysize,645.16
2021-10-18,BPI,Panamax,1530.43
2021-10-18,BSI,Supramax,1137.43
2021-10-19,BCI,Capesize,2082.59
2021-10-19,BHSI,Handysize,727.35
2021-10-19,BPI,Panamax,1315.33
2021-10-19,BSI,Supramax,1234.95
2021-10-20,BCI,Capesize,2009.1
2021-10-20,BHSI,Handysize,731.74
2021-10-20,BPI,Panamax,1399.3
2021-10-20,BSI,Supramax,1084.52
2021-10-21,BCI,Capesize,1932.4
2021-10-21,BHSI,Handysize,702.37
2021-10-21,BPI,Panamax,1493.94
2021-10-21,BSI,Supramax,1134.93
2021-10-22,BCI,Capesize,2168.87
2021-10-22,BHSI,Handysize,687.78
2021-10-22,BPI,Panamax,1492.42
2021-10-22,BSI,Supramax,1264.04
2021-10-25,BCI,Capesize,2242.4
2021-10-25,BHSI,Handysize,697.33
2021-10-25,BPI,Panamax,1517.21
2021-10-25,BSI,Supramax,1227.3
2021-10-26,BCI,Capesize,2529.49
2021-10-26,BHSI,Handysize,742.27
2021-10-26,BPI,Panamax,1606.4
2021-10-26,BSI,Supramax,1365.18
2021-10-27,BCI,Capesize,2411.47
2021-10-27,BHSI,Handysize,823.14
2021-10-27,BPI,Panamax,1636.75
2021-10-27,BSI,Supramax,1214.42
2021-10-28,BCI,Capesize,2156.41
2021-10-28,BHSI,Handysize,727.8
2021-10-28,BPI,Panamax,1625.55
2021-10-28,BSI,Supramax,1248.17
2021-10-29,BCI,Capesize,2568.23
2021-10-29,BHSI,Handysize,697.54
2021-10-29,BPI,Panamax,1476.47
2021-10-29,BSI,Supramax,1187.87
2021-11-01,BCI,Capesize,2345.43
2021-11-01,BHSI,Handysize,674.27
2021-11-01,BPI,Panamax,1453.54
2021-11-01,BSI,Supramax,1185.76
2021-11-02,BCI,Capesize,2233.48
2021-11-02,BHSI,Handysize,718.84
2021-11-02,BPI,Panamax,1572.25
2021-11-02,BSI,Supramax,1062.28
2021-11-03,BCI,Capesize,2073.43
2021-11-03,BHSI,Handysize,637.57
2021-11-03,BPI,Panamax,1515.19
2021-11-03,BSI,Supramax,1111.52
2021-11-04,BCI,Capesize,1946.47
2021-11-04,BHSI,Handysize,660.52
2021-11-04,BPI,Panamax,1295.54
2021-11-04,BSI,Supramax,1027.35
2021-11-05,BCI,Capesize,2080.45
2021-11-05,BHSI,Handysize,699.95
2021-11-05,BPI,Panamax,1484.08
2021-11-05,BSI,Supramax,1214.86
2021-11-08,BCI,Capesize,2243.93
2021-11-08,BHSI,Handysize,636.58
2021-11-08,BPI,Panamax,1248.23
2021-11-08,BSI,Supramax,1194.63
2021-11-09,BCI,Capesize,2355.2
2021-11-09,BHSI,Handysize,586.01
2021-11-09,BPI,Panamax,1430.48
2021-11-09,BSI,Supramax,1011.05
2021-11-10,BCI,Capesize,2284.29
2021-11-10,BHSI,Handysize,609.75
2021-11-10,BPI,Panamax,1582.27
2021-11-10,BSI,Supramax,1228.5
2021-11-11,BCI,Capesize,1994.86
2021-11-11,BHSI,Handysize,617.73
2021-11-11,BPI,Panamax,1323.07
2021-11-11,BSI,Supramax,1313.14
2021-11-12,BCI,Capesize,1955.94
2021-11-12,BHSI,Handysize,661.94
2021-11-12,BPI,Panamax,1365.12
2021-11-12,BSI,Supramax,1155.76
2021-11-15,BCI,Capesize,2138.23
2021-11-15,BHSI,Handysize,676.08
2021-11-15,BPI,Panamax,1512.96
2021-11-15,BSI,Supramax,1107.41
2021-11-16,BCI,Capesize,1771.46
2021-11-16,BHSI,Handysize,679.18
2021-11-16,BPI,Panamax,1241.5
2021-11-16,BSI,Supramax,1314.05
2021-11-17,BCI,Capesize,2101.19
2021-11-17,BHSI,Handysize,598.74
2021-11-17,BPI,Panamax,1347.22
2021-11-17,BSI,Supramax,1023.1
2021-11-18,BCI,Capesize,2037.46
2021-11-18,BHSI,Handysize,685.18
2021-11-18,BPI,Panamax,1459.34
2021-11-18,BSI,Supramax,1124.72
2021-11-19,BCI,Capesize,2021.76
2021-11-19,BHSI,Handysize,647.24
2021-11-19,BPI,Panamax,1367.23
2021-11-19,BSI,Supramax,1152.18
2021-11-22,BCI,Capesize,1891.51
2021-11-22,BHSI,Handysize,592.49
2021-11-22,BPI,Panamax,1421.21
2021-11-22,BSI,Supramax,1254.54
2021-11-23,BCI,Capesize,2157.92
2021-11-23,BHSI,Handysize,664.2
2021-11-23,BPI,Panamax,1491.03
2021-11-23,BSI,Supramax,1165.25
2021-11-24,BCI,Capesize,2159.39
2021-11-24,BHSI,Handysize,716.73
2021-11-24,BPI,Panamax,1449.95
2021-11-24,BSI,Supramax,1090.78
2021-11-25,BCI,Capesize,2002.59
2021-11-25,BHSI,Handysize,729.14
2021-11-25,BPI,Panamax,1499.94
2021-11-25,BSI,Supramax,1110.04
2021-11-26,BCI,Capesize,1807.38
2021-11-26,BHSI,Handysize,699.82
2021-11-26,BPI,Panamax,1473.22
2021-11-26,BSI,Supramax,1178.86
2021-11-29,BCI,Capesize,2132.27
2021-11-29,BHSI,Handysize,730.3
2021-11-29,BPI,Panamax,1490.18
2021-11-29,BSI,Supramax,1089.74
2021-11-30,BCI,Capesize,2414.5
2021-11-30,BHSI,Handysize,698.01
2021-11-30,BPI,Panamax,1465.3
2021-11-30,BSI,Supramax,1185.09
2021-12-01,BCI,Capesize,2375.39
2021-12-01,BHSI,Handysize,725.93
2021-12-01,BPI,Panamax,1502.6
2021-12-01,BSI,Supramax,1126.59
2021-12-02,BCI,Capesize,2105.84
2021-12-02,BHSI,Handysize,615.68
2021-12-02,BPI,Panamax,1434.15
2021-12-02,BSI,Supramax,1071.35
2021-12-03,BCI,Capesize,2084.13
2021-12-03,BHSI,Handysize,633.75
2021-12-03,BPI,Panamax,1461.65
2021-12-03,BSI,Supramax,1276.82
2021-12-06,BCI,Capesize,2174.61
2021-12-06,BHSI,Handysize,703.66
2021-12-06,BPI,Panamax,1351.09
2021-12-06,BSI,Supramax,1113.59
2021-12-07,BCI,Capesize,1968.27
2021-12-07,BHSI,Handysize,739.81
2021-12-07,BPI,Panamax,1436.55
2021-12-07,BSI,Supramax,1055.33
2021-12-08,BCI,Capesize,2239.97
2021-12-08,BHSI,Handysize,718.13
2021-12-08,BPI,Panamax,1424.47
2021-12-08,BSI,Supramax,1185.89
2021-12-09,BCI,Capesize,2266.33
2021-12-09,BHSI,Handysize,664.55
2021-12-09,BPI,Panamax,1372.47
2021-12-09,BSI,Supramax,1182.97
2021-12-10,BCI,Capesize,2343.66
2021-12-10,BHSI,Handysize,652.76
2021-12-10,BPI,Panamax,1504.37
2021-12-10,BSI,Supramax,1053.74
2021-12-13,BCI,Capesize,2126.77
2021-12-13,BHSI,Handysize,666.82
2021-12-13,BPI,Panamax,1480.59
2021-12-13,BSI,Supramax,1193.03
2021-12-14,BCI,Capesize,2119.51
2021-12-14,BHSI,Handysize,737.94
2021-12-14,BPI,Panamax,1536.67
2021-12-14,BSI,Supramax,1093.53
2021-12-15,BCI,Capesize,2084.59
2021-12-15,BHSI,Handysize,687.02
2021-12-15,BPI,Panamax,1465.76
2021-12-15,BSI,Supramax,1332.28
2021-12-16,BCI,Capesize,2091.83
2021-12-16,BHSI,Handysize,749.6
2021-12-16,BPI,Panamax,1541.46
2021-12-16,BSI,Supramax,1243.33
2021-12-17,BCI,Capesize,2115.18
2021-12-17,BHSI,Handysize,712.3
2021-12-17,BPI,Panamax,1515.41
2021-12-17,BSI,Supramax,1141.55
2021-12-20,BCI,Capesize,2270.9
2021-12-20,BHSI,Handysize,783.36
2021-12-20,BPI,Panamax,1552.88
2021-12-20,BSI,Supramax,1154.63
2021-12-21,BCI,Capesize,2424.22
2021-12-21,BHSI,Handysize,739.93
2021-12-21,BPI,Panamax,1488.06
2021-12-21,BSI,Supramax,1243.84
2021-12-22,BCI,Capesize,2232.25
2021-12-22,BHSI,Handysize,744.23
2021-12-22,BPI,Panamax,1607.04
2021-12-22,BSI,Supramax,1323.62
2021-12-23,BCI,Capesize,2530.85
2021-12-23,BHSI,Handysize,788.51
2021-12-23,BPI,Panamax,1611.82
2021-12-23,BSI,Supramax,1263.55
2021-12-24,BCI,Capesize,2219.59
2021-12-24,BHSI,Handysize,676.34
2021-12-24,BPI,Panamax,1538.47
2021-12-24,BSI,Supramax,1214.75
2021-12-27,BCI,Capesize,2289.62
2021-12-27,BHSI,Handysize,709.69
2021-12-27,BPI,Panamax,1372.94
2021-12-27,BSI,Supramax,1254.29
2021-12-28,BCI,Capesize,2207.79
2021-12-28,BHSI,Handysize,660.42
2021-12-28,BPI,Panamax,1588.01
2021-12-28,BSI,Supramax,1215.25
2021-12-29,BCI,Capesize,1961.98
2021-12-29,BHSI,Handysize,676.02
2021-12-29,BPI,Panamax,1765.73
2021-12-29,BSI,Supramax,1228.92
2021-12-30,BCI,Capesize,2387.91
2021-12-30,BHSI,Handysize,807.04
2021-12-30,BPI,Panamax,1510.39
2021-12-30,BSI,Supramax,1078.32
2021-12-31,BCI,Capesize,2311.71
2021-12-31,BHSI,Handysize,733.76
2021-12-31,BPI,Panamax,1441.65
2021-12-31,BSI,Supramax,1278.03
2022-01-03,BCI,Capesize,2222.97
2022-01-03,BHSI,Handysize,658.19
2022-01-03,BPI,Panamax,1575.76
2022-01-03,BSI,Supramax,1256.33
2022-01-04,BCI,Capesize,2192.22
2022-01-04,BHSI,Handysize,748.07
2022-01-04,BPI,Panamax,1519.28
2022-01-04,BSI,Supramax,1133.34
2022-01-05,BCI,Capesize,2189.52
2022-01-05,BHSI,Handysize,641.55
2022-01-05,BPI,Panamax,1556.49
2022-01-05,BSI,Supramax,1298.67
2022-01-06,BCI,Capesize,1915.36
2022-01-06,BHSI,Handysize,707.46
2022-01-06,BPI,Panamax,1346.88
2022-01-06,BSI,Supramax,1171.84
2022-01-07,BCI,Capesize,2012.48
2022-01-07,BHSI,Handysize,691.49
2022-01-07,BPI,Panamax,1495.46
2022-01-07,BSI,Supramax,1062.15
2022-01-10,BCI,Capesize,2232.63
2022-01-10,BHSI,Handysize,749.43
2022-01-10,BPI,Panamax,1505.56
2022-01-10,BSI,Supramax,1222.9
2022-01-11,BCI,Capesize,1933.89
2022-01-11,BHSI,Handysize,646.46
2022-01-11,BPI,Panamax,1432.07
2022-01-11,BSI,Supramax,1182.13
2022-01-12,BCI,Capesize,2142.31
2022-01-12,BHSI,Handysize,634.67
2022-01-12,BPI,Panamax,1470.14
2022-01-12,BSI,Supramax,1177.46
2022-01-13,BCI,Capesize,2015.58
2022-01-13,BHSI,Handysize,580.49
2022-01-13,BPI,Panamax,1599.48
2022-01-13,BSI,Supramax,1171.84
2022-01-14,BCI,Capesize,2347.88
2022-01-14,BHSI,Handysize,720.78
2022-01-14,BPI,Panamax,1635.01
2022-01-14,BSI,Supramax,1278.88
2022-01-17,BCI,Capesize,2251.02
2022-01-17,BHSI,Handysize,750.33
2022-01-17,BPI,Panamax,1436.9
2022-01-17,BSI,Supramax,1211.31
2022-01-18,BCI,Capesize,2105.28
2022-01-18,BHSI,Handysize,780.7
2022-01-18,BPI,Panamax,1662.17
2022-01-18,BSI,Supramax,1313.06
2022-01-19,BCI,Capesize,2448.84
2022-01-19,BHSI,Handysize,783.6
2022-01-19,BPI,Panamax,1553.32
2022-01-19,BSI,Supramax,1104.08
2022-01-20,BCI,Capesize,2199.42
2022-01-20,BHSI,Handysize,745.57
2022-01-20,BPI,Panamax,1576.42
2022-01-20,BSI,Supramax,1223.27
2022-01-21,BCI,Capesize,2218.91
2022-01-21,BHSI,Handysize,764.9
2022-01-21,BPI,Panamax,1595.9
2022-01-21,BSI,Supramax,1401.12
2022-01-24,BCI,Capesize,2371.05
2022-01-24,BHSI,Handysize,748.64
2022-01-24,BPI,Panamax,1582.95
2022-01-24,BSI,Supramax,1220.2
2022-01-25,BCI,Capesize,2445.47
2022-01-25,BHSI,Handysize,758.66
2022-01-25,BPI,Panamax,1666.36
2022-01-25,BSI,Supramax,1201.23
2022-01-26,BCI,Capesize,2190.52
2022-01-26,BHSI,Handysize,700.22
2022-01-26,BPI,Panamax,1582.59
2022-01-26,BSI,Supramax,1238.71
2022-01-27,BCI,Capesize,2297.8
2022-01-27,BHSI,Handysize,664.87
2022-01-27,BPI,Panamax,1461.47
2022-01-27,BSI,Supramax,1157.89
2022-01-28,BCI,Capesize,2355.17
2022-01-28,BHSI,Handysize,692.87
2022-01-28,BPI,Panamax,1530.76
2022-01-28,BSI,Supramax,1086.6
2022-01-31,BCI,Capesize,2449.58
2022-01-31,BHSI,Handysize,758.2
2022-01-31,BPI,Panamax,1619.48
2022-01-31,BSI,Supramax,1265.76
2022-02-01,BCI,Capesize,2413.73
2022-02-01,BHSI,Handysize,701.79
2022-02-01,BPI,Panamax,1737.59
2022-02-01,BSI,Supramax,1312.81
2022-02-02,BCI,Capesize,2297.27
2022-02-02,BHSI,Handysize,718.82
2022-02-02,BPI,Panamax,1655.39
2022-02-02,BSI,Supramax,1277.09
2022-02-03,BCI,Capesize,2317.5
2022-02-03,BHSI,Handysize,747.48
2022-02-03,BPI,Panamax,1579.12
2022-02-03,BSI,Supramax,1315.56
2022-02-04,BCI,Capesize,2387.44
2022-02-04,BHSI,Handysize,791.08
2022-02-04,BPI,Panamax,1842.17
2022-02-04,BSI,Supramax,1298.62
2022-02-07,BCI,Capesize,2239.81
2022-02-07,BHSI,Handysize,790.24
2022-02-07,BPI,Panamax,1651.96
2022-02-07,BSI,Supramax,1379.96
2022-02-08,BCI,Capesize,1997.72
2022-02-08,BHSI,Handysize,769.1
2022-02-08,BPI,Panamax,1753.82
2022-02-08,BSI,Supramax,1297.99
2022-02-09,BCI,Capesize,2458.92
2022-02-09,BHSI,Handysize,783.36
2022-02-09,BPI,Panamax,1619.75
2022-02-09,BSI,Supramax,1264.47
2022-02-10,BCI,Capesize,2460.58
2022-02-10,BHSI,Handysize,763.74
2022-02-10,BPI,Panamax,1640.51
2022-02-10,BSI,Supramax,1252.3
2022-02-11,BCI,Capesize,2036.57
2022-02-11,BHSI,Handysize,736.9
2022-02-11,BPI,Panamax,1689.59
2022-02-11,BSI,Supramax,1334.73
2022-02-14,BCI,Capesize,2154.06
2022-02-14,BHSI,Handysize,705.7
2022-02-14,BPI,Panamax,1677.69
2022-02-14,BSI,Supramax,1358.7
2022-02-15,BCI,Capesize,2425.3
2022-02-15,BHSI,Handysize,813.14
2022-02-15,BPI,Panamax,1691.07
2022-02-15,BSI,Supramax,1228.85
2022-02-16,BCI,Capesize,2658.99
2022-02-16,BHSI,Handysize,642.36
2022-02-16,BPI,Panamax,1695.27
2022-02-16,BSI,Supramax,1300.71
2022-02-17,BCI,Capesize,2369.15
2022-02-17,BHSI,Handysize,719.49
2022-02-17,BPI,Panamax,1585.48
2022-02-17,BSI,Supramax,1316.18
2022-02-18,BCI,Capesize,2237.3
2022-02-18,BHSI,Handysize,734.99
2022-02-18,BPI,Panamax,1545.1
2022-02-18,BSI,Supramax,1201.91
2022-02-21,BCI,Capesize,2365.32
2022-02-21,BHSI,Handysize,785.96
2022-02-21,BPI,Panamax,1659.97
2022-02-21,BSI,Supramax,1305.64
2022-02-22,BCI,Capesize,2600.91
2022-02-22,BHSI,Handysize,817.48
2022-02-22,BPI,Panamax,1725.35
2022-02-22,BSI,Supramax,1203.58
2022-02-23,BCI,Capesize,2359.18
2022-02-23,BHSI,Handysize,863.16
2022-02-23,BPI,Panamax,1647.87
2022-02-23,BSI,Supramax,1202.9
2022-02-24,BCI,Capesize,2376.25
2022-02-24,BHSI,Handysize,787.86
2022-02-24,BPI,Panamax,1653.19
2022-02-24,BSI,Supramax,1383.75
2022-02-25,BCI,Capesize,2372.12
2022-02-25,BHSI,Handysize,775.3
2022-02-25,BPI,Panamax,1792.43
2022-02-25,BSI,Supramax,1301.52
2022-02-28,BCI,Capesize,2283.88
2022-02-28,BHSI,Handysize,785.53
2022-02-28,BPI,Panamax,1565.06
2022-02-28,BSI,Supramax,1333.56
2022-03-01,BCI,Capesize,2479.47
2022-03-01,BHSI,Handysize,759.75
2022-03-01,BPI,Panamax,1601.17
2022-03-01,BSI,Supramax,1341.14
2022-03-02,BCI,Capesize,2682.77
2022-03-02,BHSI,Handysize,728.11
2022-03-02,BPI,Panamax,1659.44
2022-03-02,BSI,Supramax,1265.53
2022-03-03,BCI,Capesize,2492.36
2022-03-03,BHSI,Handysize,774.43
2022-03-03,BPI,Panamax,1694.55
2022-03-03,BSI,Supramax,1331.0
2022-03-04,BCI,Capesize,2392.54
2022-03-04,BHSI,Handysize,806.11
2022-03-04,BPI,Panamax,1607.34
2022-03-04,BSI,Supramax,1231.61
2022-03-07,BCI,Capesize,2410.67
2022-03-07,BHSI,Handysize,769.23
2022-03-07,BPI,Panamax,1791.62
2022-03-07,BSI,Supramax,1441.12
2022-03-08,BCI,Capesize,2241.22
2022-03-08,BHSI,Handysize,801.51
2022-03-08,BPI,Panamax,1713.64
2022-03-08,BSI,Supramax,1239.69
2022-03-09,BCI,Capesize,2618.29
2022-03-09,BHSI,Handysize,709.92
2022-03-09,BPI,Panamax,1701.31
2022-03-09,BSI,Supramax,1345.25
2022-03-10,BCI,Capesize,2456.6
2022-03-10,BHSI,Handysize,786.11
2022-03-10,BPI,Panamax,1551.12
2022-03-10,BSI,Supramax,1267.23
2022-03-11,BCI,Capesize,2418.67
2022-03-11,BHSI,Handysize,759.55
2022-03-11,BPI,Panamax,1546.83
2022-03-11,BSI,Supramax,1375.57
2022-03-14,BCI,Capesize,2927.77
2022-03-14,BHSI,Handysize,732.14
2022-03-14,BPI,Panamax,1714.33
2022-03-14,BSI,Supramax,1327.68
2022-03-15,BCI,Capesize,2544.88
2022-03-15,BHSI,Handysize,826.27
2022-03-15,BPI,Panamax,1511.5
2022-03-15,BSI,Supramax,1325.6
2022-03-16,BCI,Capesize,2384.91
2022-03-16,BHSI,Handysize,875.6
2022-03-16,BPI,Panamax,1786.32
2022-03-16,BSI,Supramax,1421.6
2022-03-17,BCI,Capesize,2488.37
2022-03-17,BHSI,Handysize,855.7
2022-03-17,BPI,Panamax,1718.2
2022-03-17,BSI,Supramax,1390.84
2022-03-18,BCI,Capesize,2693.99
2022-03-18,BHSI,Handysize,853.79
2022-03-18,BPI,Panamax,2014.81
2022-03-18,BSI,Supramax,1419.43
2022-03-21,BCI,Capesize,2577.74
2022-03-21,BHSI,Handysize,847.65
2022-03-21,BPI,Panamax,1949.16
2022-03-21,BSI,Supramax,1322.47
2022-03-22,BCI,Capesize,2358.48
2022-03-22,BHSI,Handysize,844.02
2022-03-22,BPI,Panamax,1723.83
2022-03-22,BSI,Supramax,1289.62
2022-03-23,BCI,Capesize,2665.97
2022-03-23,BHSI,Handysize,726.7
2022-03-23,BPI,Panamax,1716.11
2022-03-23,BSI,Supramax,1390.94
2022-03-24,BCI,Capesize,2415.69
2022-03-24,BHSI,Handysize,792.9
2022-03-24,BPI,Panamax,1797.28
2022-03-24,BSI,Supramax,1343.97
2022-03-25,BCI,Capesize,2750.58
2022-03-25,BHSI,Handysize,814.82
2022-03-25,BPI,Panamax,1847.54
2022-03-25,BSI,Supramax,1403.66
2022-03-28,BCI,Capesize,2619.29
2022-03-28,BHSI,Handysize,809.34
2022-03-28,BPI,Panamax,1533.86
2022-03-28,BSI,Supramax,1339.86
2022-03-29,BCI,Capesize,2380.65
2022-03-29,BHSI,Handysize,834.67
2022-03-29,BPI,Panamax,1504.58
2022-03-29,BSI,Supramax,1347.95
2022-03-30,BCI,Capesize,2665.24
2022-03-30,BHSI,Handysize,744.69
2022-03-30,BPI,Panamax,1636.79
2022-03-30,BSI,Supramax,1233.65
2022-03-31,BCI,Capesize,2474.79
2022-03-31,BHSI,Handysize,811.85
2022-03-31,BPI,Panamax,1731.98
2022-03-31,BSI,Supramax,1486.0
2022-04-01,BCI,Capesize,2538.74
2022-04-01,BHSI,Handysize,721.83
2022-04-01,BPI,Panamax,1694.72
2022-04-01,BSI,Supramax,1307.44
2022-04-04,BCI,Capesize,2525.84
2022-04-04,BHSI,Handysize,772.65
2022-04-04,BPI,Panamax,1771.12
2022-04-04,BSI,Supramax,1392.77
2022-04-05,BCI,Capesize,2360.33
2022-04-05,BHSI,Handysize,786.08
2022-04-05,BPI,Panamax,1580.27
2022-04-05,BSI,Supramax,1288.91
2022-04-06,BCI,Capesize,2389.55
2022-04-06,BHSI,Handysize,827.95
2022-04-06,BPI,Panamax,1480.31
2022-04-06,BSI,Supramax,1375.16
2022-04-07,BCI,Capesize,2667.13
2022-04-07,BHSI,Handysize,836.58
2022-04-07,BPI,Panamax,1793.81
2022-04-07,BSI,Supramax,1277.54
2022-04-08,BCI,Capesize,2412.78
2022-04-08,BHSI,Handysize,788.12
2022-04-08,BPI,Panamax,1601.36
2022-04-08,BSI,Supramax,1375.25
2022-04-11,BCI,Capesize,2405.29
2022-04-11,BHSI,Handysize,686.56
2022-04-11,BPI,Panamax,1495.58
2022-04-11,BSI,Supramax,1315.79
2022-04-12,BCI,Capesize,2366.43
2022-04-12,BHSI,Handysize,815.75
2022-04-12,BPI,Panamax,1714.93
